sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:count,ADD_INFO:vocabulary_id,ADD_INFO:vocabulary_concept_code,ADD_INFO:vocabulary_concept_name,ADD_INFO:source_concept,ADD_INFO:abbreviation,ADD_INFO:category,ADD_INFO:unitid,ADD_INFO:unit,ADD_INFO:ucum_code,ADD_INFO:low_normal_value,ADD_INFO:high_normal_value,ADD_INFO:expected_min_value,ADD_INFO:expected_max_value,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
12672,Knee Re extension HHD,11,,11,,,,Knie Re extensie HHD,Re extensie HHD (N),FYSIO-Functiestoornissen,191,Geen,,,,,,0.43,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
12572,NIV leakage fraction new,571,,1426,,,,NIV leakage fraction nieuw,NIV leakage fraction nieuw,RESP-Servo Patiëntgegevens,191,Geen,,,,,,0.60,APPROVED,INEXACT,Patrick Thoral,1690322225846,42868487,Positive airway pressure device Leak,Measurement,MAPS_TO,,Patrick Thoral,1690322224741,
8803,urine output from urostomy (urethra praeter naturalis),6668,,6668,LOINC,9187-6,Urine output,UrineUP,UrineUP,VB-Urine,6,ml,mL,,,,,0.50,APPROVED,INEXACT,Patrick Thoral,1686488067203,3014315,Urine output,Measurement,MAPS_TO,,Patrick Thoral,1686488065849,
8700,Chest Drain2 Production,33651,,33651,,,,Thoraxdrain2 Productie,Th.drain2,VB-Thoraxdrains,6,ml,mL,,,,,0.38,APPROVED,EQUAL,Patrick Thoral,1686483961945,3026556,Fluid output chest tube,Measurement,MAPS_TO,,Patrick Thoral,1686483960712,
8925,Stomach suction,2865,,2865,,,,Maagzuig,Maagzuig,VB-Tr.Digestivus,6,ml,mL,,,,,0.51,APPROVED,INEXACT,Patrick Thoral,1686487077085,3023454,Fluid output gastric tube,Measurement,MAPS_TO,,Patrick Thoral,1686487075597,
12673,Ankle Li dorsiflexion HHD,11,,11,,,,Enkel Li dorsaalflexie HHD,Li dorsaalflexie HHD (N),FYSIO-Functiestoornissen,191,Geen,,,,,,0.69,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
12573,Insp. Time (sec) new,428182,,5264142,,,,Insp. Time (sec) nieuw,"Ti (Set,sec) nieuw",RESP-Servo Machinegegevens,3,sec,s,,,,,0.27,APPROVED,EQUAL,Patrick Thoral,1686407944659,36304672,Inspiratory time setting Ventilator,Measurement,MAPS_TO,,Patrick Thoral,1686407943632,
8805,CRRT net ultrafiltration,98383,,98383,SNOMED CT,251850009,Ultrafiltrate fluid loss,CVVH Onttrokken,CVVH-Onttrokken,VB-CVVH,6,ml,mL,,,,,0.58,APPROVED,EQUAL,Patrick Thoral,1686440846051,3020433,Fluid output miscellaneous Measured,Measurement,MAPS_TO,SET event_id to matching record with itemid = 20079 --MFT_Filtraatvolume_totaal,Patrick Thoral,1686439134249,
8955,Cuff pressure from Tube,41019,,41019,,,,Cuff druk van Tube,Cuff druk Tube,RESP-Tube,175,cmH2O,cm[H2O],,,,,0.70,APPROVED,EQUAL,Patrick Thoral,1686584809511,3028878,Tube cuff pressure Intubation tube,Measurement,MAPS_TO,,<auto>,1686356363675,
8701,Chest Drain3 Production,5669,,5669,,,,Thoraxdrain3 Productie,Th.drain3,VB-Thoraxdrains,6,ml,mL,,,,,0.35,APPROVED,EQUAL,Patrick Thoral,1686483970686,3026556,Fluid output chest tube,Measurement,MAPS_TO,,Patrick Thoral,1686483968643,
9666,positive end expiratory pressure measurement,1,,1,LOINC,76248-4,PEEP Respiratory system --on ventilator,PEEP (gemeten)(2),PEEP (gemeten)(2),ZZ-OUD-Resp-PatientGeg(2),177,mbar,mbar,,,,,0.89,APPROVED,EQUAL,Patrick Thoral,1686609782417,21490855,PEEP Respiratory system --on ventilator,Measurement,MAPS_TO,,Patrick Thoral,1686609779522,
12674,Ankle Re dorsiflexion HHD,11,,11,,,,Enkel Re dorsaalflexie HHD,Re dorsaalflexie HHD (N),FYSIO-Functiestoornissen,191,Geen,,,,,,0.71,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
8806,Withdraw hemodialysis,312,,312,,,,Hemodialyse onttrekken,Hemodialyse onttrekken,VB-Hemodialyse,6,ml,mL,,,,,0.54,APPROVED,INEXACT,Patrick Thoral,1686484892964,3020433,Fluid output miscellaneous Measured,Measurement,MAPS_TO,hemodialysis ultrafiltration,Patrick Thoral,1686484867249,
9356,EVD-cm above Monroe,53993,,53993,,,,EVD-cm boven Monroe,EVD-cm boven Monroe,NEURO-Algemeen,50,cm,cm,,,,,0.33,APPROVED,UNMATCHED,Patrick Thoral,1691275608316,0,Unmapped,,MAPS_TO,,,0,
9668,PU(2),1,,1,,,,VE(2),VE(2),ZZ-OUD-Resp-PatientGeg(2),26,l/min,L/min,,,,,0.18,APPROVED,EQUAL,Patrick Thoral,1686609823322,42527120,Expired minute Volume during Mechanical ventilation,Measurement,MAPS_TO,,Patrick Thoral,1686609816449,
8702,Flush Drain In,465,,465,,,,Spoeldrain In,Sp.drain/In,VB-Spoeldrain,6,ml,mL,,,,,0.58,APPROVED,INEXACT,Patrick Thoral,1686485939121,3000728,Fluid intake peritoneal Measured,Measurement,MAPS_TO,irrigation of drain,Patrick Thoral,1686485887300,
12574,Pause Time (sec) new,17989,,315074,,,,Pause Time (sec) nieuw,T pauze (sec) nieuw,RESP-Servo Machinegegevens,3,sec,s,,,,,0.45,APPROVED,EQUAL,Patrick Thoral,1686436389885,36303489,Inspiratory pause time setting Ventilator,Measurement,MAPS_TO,,Patrick Thoral,1686436386124,
9669,FTe(2),1,,1,,,,VTe(2),VTe(2),ZZ-OUD-Resp-PatientGeg(2),8,l,L,,,,,0.25,APPROVED,EQUAL,Patrick Thoral,1686609867146,21490789,Tidal volume expired Respiratory system airway --on ventilator,Measurement,MAPS_TO,,Patrick Thoral,1686609865948,
12675,Hand Li squeeze force HHD,11,,11,,,,Hand Li knijpkracht HHD,Li knijpkracht HHD (N),FYSIO-Functiestoornissen,191,Geen,,,,,,0.46,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
9357,ELD-cm above Monroe,2865,,2865,,,,ELD-cm boven Monroe,ELD-cm boven Monroe,NEURO-Algemeen,50,cm,cm,,,,,0.36,APPROVED,UNMATCHED,Patrick Thoral,1691275608316,0,Unmapped,,MAPS_TO,,,0,
8703,Rinse Drain Off,510,,510,,,,Spoeldrain Uit,Sp.drain/Uit,VB-Spoeldrain,6,ml,mL,,,,,0.64,APPROVED,INEXACT,Patrick Thoral,1686485912667,3017152,Fluid output peritoneal drain,Measurement,MAPS_TO,irrigation of drain,Patrick Thoral,1686485910409,
8808,Peritoneal dialysis,102,,102,,,,Peritoneaaldialyse,Periton.dialyse,VB-Peritoneaaldialyse,6,ml,mL,,,,,0.92,APPROVED,INEXACT,Patrick Thoral,1686485296030,3017152,Fluid output peritoneal drain,Measurement,MAPS_TO,,Patrick Thoral,1686485293400,
12576,"Insp. Rise time (Set, sec) new",1140506,,15484021,,,,"Insp. Rise time (Set, sec) nieuw","Insp. stijgtijd (Set, sec) nieuw",RESP-Servo Machinegegevens,3,sec,s,,,,,0.29,APPROVED,INEXACT,Patrick Thoral,1686407248379,40760770,Rise time setting Ventilator,Measurement,MAPS_TO,,Patrick Thoral,1686397373900,
12676,Hand Re Grip Force HHD,11,,11,,,,Hand Re knijpkracht HHD,Re knijpkracht HHD (N),FYSIO-Functiestoornissen,191,Geen,,,,,,0.35,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
9360,Lumbar Drain Off,6407,,6407,,,,Lumbaaldrain Uit,Lumb.drain/Uit,VB-Lumbaaldrain,6,ml,mL,,,,,0.64,APPROVED,INEXACT,Patrick Thoral,1686485075307,21491180,Fluid output neurological drain [Volume] Measured,Measurement,MAPS_TO,lumbar CSF drain,Patrick Thoral,1686485074443,
8704,Flush drain PlaceX,17,,17,,,,Spoeldrain PlaatsX,Sp.drain/PlaatsX,Deleted - Niet gebruiken,6,ml,mL,,,,,0.45,APPROVED,UNMATCHED,Patrick Thoral,1691178622226,0,Unmapped,,MAPS_TO,,,0,
10439,Patient age at admission,1588,,1588,,,,PatiëntLeeftijd bij opname,Leeftijd bij opname,Anamnese-Patientgegevens,37,jaar,a,,,,,0.68,APPROVED,UNREVIEWED,Patrick Thoral,1689531374367,0,Unmapped,,MAPS_TO,REMOVE,,0,
12683,Ti (sec) new,372807,,4581263,,,,Ti (sec) nieuw,Ti (sec) nieuw,RESP-Servo Patiëntgegevens,3,sec,s,,,,,0.23,APPROVED,EQUAL,Patrick Thoral,1686408022424,4353947,Inspiratory time,Measurement,MAPS_TO,,Patrick Thoral,1686408020491,
9469,pacemaker frequency,12969,,12969,,,,Pacemaker Frequentie,PM_Freqentie,HD-Hartritme,0,None,,,,,,0.69,APPROVED,EQUAL,Patrick Thoral,1691183288762,1989527,Pacemaker rate,Measurement,MAPS_TO,,Patrick Thoral,1691183286223,
8717,Wondrain1 Production,38861,,38861,,,,Wonddrain1 Productie,Wdrain1,VB-Wonddrains,6,ml,mL,,,,,0.40,APPROVED,EQUAL,Patrick Thoral,1686488811326,3006376,Fluid output wound drain,Measurement,MAPS_TO,,Patrick Thoral,1686488807517,
8835,intracranial pressure,75261,,895599,,,,Intracraniële druk,ICP,NEURO-Drukken,173,mmHg,mm[Hg],,,,,1.00,APPROVED,EQUAL,Patrick Thoral,1686435446540,21490653,Intracranial pressure (ICP),Measurement,MAPS_TO,,Patrick Thoral,1686435445507,
10442,Weight at recording,1862,,1862,,,,Gewicht bij opname,Gewichtbijopname,Patientenbestandparameters,12,kg,kg,,,,,0.61,APPROVED,UNREVIEWED,Patrick Thoral,1690318995443,0,Unmapped,,MAPS_TO,REMOVE,,0,
12577,respiratory rate spontaneous,330,,330,LOINC,19839-0,Breath rate spontaneous --on ventilator,Ademfreq. Spontaan nieuw,Ademfreq. Spontaan nieuw,RESP-Servo Patiëntgegevens,15,/min,/min,,,,,0.93,APPROVED,EQUAL,Patrick Thoral,1689549162656,3026892,Breath rate spontaneous --on ventilator,Measurement,MAPS_TO,,Patrick Thoral,1689549161839,
8719,Wondrain2 Production,17197,,17197,,,,Wonddrain2 Productie,Wdrain2,VB-Wonddrains,6,ml,mL,,,,,0.38,APPROVED,EQUAL,Patrick Thoral,1686488920332,3006376,Fluid output wound drain,Measurement,MAPS_TO,,Patrick Thoral,1686488868492,
12684,"Insp. Rise time (Set, %) new",1059891,,9401836,,,,"Insp. Rise time (Set, %) nieuw","Insp. stijgtijd (Set, %) nieuw",RESP-Servo Machinegegevens,191,Geen,,,,,,0.24,APPROVED,EQUAL,Patrick Thoral,1710287171324,40760770,Rise time setting Ventilator,Measurement,MAPS_TO,,Patrick Thoral,1686407236729,
12684,"Insp. Rise time (Set, %) new",1059891,,9401836,,,,"Insp. Rise time (Set, %) nieuw","Insp. stijgtijd (Set, %) nieuw",RESP-Servo Machinegegevens,191,Geen,,,,,,0.24,APPROVED,EQUAL,Patrick Thoral,1710287171324,8554,percent,Unit,MAPS_TO_UNIT,,Patrick Thoral,1710287161674,
10592,Ascites puncture,882,,882,,,,Ascitespunctie,Ascitespunctie,VB-Punctie,6,ml,mL,,,,,0.71,APPROVED,INEXACT,Patrick Thoral,1686485387442,3017152,Fluid output peritoneal drain,Measurement,MAPS_TO,peritoneal fluid removal,Patrick Thoral,1686485385905,
12578,Mve Spontaneously new,845365,,13989941,,,,MVe Spontaan nieuw,MVe Spontaan nieuw,RESP-Servo Patiëntgegevens,26,l/min,L/min,,,,,0.70,APPROVED,INEXACT,Patrick Thoral,1686405965560,4108000,Spontaneous minute volume,Measurement,MAPS_TO,,Patrick Thoral,1686405963155,
8720,Wondrain3 Production,6436,,6436,,,,Wonddrain3 Productie,Wdrain3,VB-Wonddrains,6,ml,mL,,,,,0.35,APPROVED,EQUAL,Patrick Thoral,1686488924974,3006376,Fluid output wound drain,Measurement,MAPS_TO,,Patrick Thoral,1686488876785,
9470,pacemaker ventricular amplitude set,10791,,10791,,,,Pacemaker Ventricle ampl.(output) ingesteld,PM_Ventricle ampl.(outp.) ingest.,HD-Hartritme,0,None,,,,,,0.65,APPROVED,EQUAL,Patrick Thoral,1691183086485,1989449,Temporary pacemaker Ventricular stimulation setting,Measurement,MAPS_TO,,Patrick Thoral,1691183084245,
10595,Pleural puncture,94,,94,,,,Pleurapunctie,Pleurapunctie,VB-Punctie,6,ml,mL,,,,,0.77,APPROVED,INEXACT,Patrick Thoral,1686485432317,3026556,Fluid output chest tube,Measurement,MAPS_TO,pleural effusion removal,Patrick Thoral,1686485430999,
8841,invasive systolic arterial pressure,1810,,54602,LOINC,76215-3,Invasive Systolic blood pressure,ABP systolisch II,ABPs II,HD-Overig,173,mmHg,mm[Hg],,,40,250,1.00,APPROVED,EQUAL,Patrick Thoral,1689548490267,21490853,Invasive Systolic blood pressure,Measurement,MAPS_TO,,Patrick Thoral,1689548488245,
12580,Galdrain Out,2651,,2651,,,,Galdrain Uit,Galdrain/Uit,VB-Galdrain,6,ml,mL,,,,,0.36,APPROVED,EQUAL,Patrick Thoral,1686484778444,3008793,Fluid output biliary drain,Measurement,MAPS_TO,,Patrick Thoral,1686484774780,
12773,Ventricular drain1 Stand,139,,139,,,,Ventrikeldrain1 Stand,Ventr.drain1/Stand,VB-Ventrikeldrain,6,ml,mL,,,,,0.43,APPROVED,UNMATCHED,Patrick Thoral,1686488585388,0,Unmapped,,MAPS_TO,cumulative output,,0,
10597,Liquid puncture,9,,9,,,,Liquorpunctie,Liquorpunctie,VB-Punctie,6,ml,mL,,,,,0.76,APPROVED,INEXACT,Patrick Thoral,1686485406156,21491180,Fluid output neurological drain [Volume] Measured,Measurement,MAPS_TO,CSF fluid,Patrick Thoral,1686485405070,
8721,Wondrain4 Production,1921,,1921,,,,Wonddrain4 Productie,Wdrain4,VB-Wonddrains,6,ml,mL,,,,,0.34,APPROVED,EQUAL,Patrick Thoral,1686488930710,3006376,Fluid output wound drain,Measurement,MAPS_TO,,Patrick Thoral,1686488883389,
12648,Shoulder Li Abduction(°),4,,4,,,,Schouder Li-abductie(°),Nee-> Li-Abductie(°),FYSIO-Functiestoornissen,204,°,deg,0,90,,,0.48,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
9471,pacemaker ventricular sense set,10833,,10833,,,,Pacemaker Ventricle sense ingesteld,PM_Ventricle sense ingest.,HD-Hartritme,150,mV,mV,,,,,0.79,APPROVED,EQUAL,Patrick Thoral,1691183161401,1989569,Pacemaker Ventricular sensitivity setting,Measurement,MAPS_TO,,<auto>,1686356370006,
12774,Lumbar Drain Stand,104,,104,,,,Lumbaaldrain Stand,Lumb.drain/Stand,VB-Lumbaaldrain,6,ml,mL,,,,,0.65,APPROVED,UNMATCHED,Patrick Thoral,1686486280749,0,Unmapped,,MAPS_TO,cumulative output,,0,
8756,Flush stomach In,2,,2,,,,Spoelmaag In,Sp.Maag/In,VB-Spoelmaag,6,ml,mL,,,,,0.54,APPROVED,INEXACT,Patrick Thoral,1686486050757,3017465,Fluid intake nasogastric tube Measured,Measurement,MAPS_TO,stomach flushing,Patrick Thoral,1686486003024,
8842,invasive diastolic arterial pressure,1806,,54598,LOINC,76213-8,Invasive Diastolic blood pressure,ABP diastolisch II,ABPd II,HD-Overig,173,mmHg,mm[Hg],,,20,150,1.00,APPROVED,EQUAL,Patrick Thoral,1689548527122,21490851,Invasive Diastolic blood pressure,Measurement,MAPS_TO,,Patrick Thoral,1689548526027,
9532,Tinspiration,40091,,56260,,,,Tinspiratie,Tinsp,ZZ-OUD-Resp-Evita Machinegegevens,0,None,,,,,,0.97,APPROVED,EQUAL,Patrick Thoral,1686584868701,3014454,Inspiration setting [Time] Ventilator,Measurement,MAPS_TO,,Patrick Thoral,1686584867506,
12649,Shoulder Re-abduction(°),4,,4,,,,Schouder Re-abductie(°),Nee-> Re-Abductie(°),FYSIO-Functiestoornissen,204,°,deg,0,90,,,0.44,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
8757,Flush Stomach Out,11,,11,,,,Spoelmaag Uit,Sp.Maag/Uit,VB-Spoelmaag,6,ml,mL,,,,,0.51,APPROVED,INEXACT,Patrick Thoral,1686486043730,3023454,Fluid output gastric tube,Measurement,MAPS_TO,stoma flushing,Patrick Thoral,1686486041223,
9533,Texpiration,39942,,56220,,,,Texpiratie,Texp,ZZ-OUD-Resp-Evita Machinegegevens,0,None,,,,,,0.93,APPROVED,EQUAL,Patrick Thoral,1686498736035,3006106,Expiration setting [Time] Ventilator,Measurement,MAPS_TO,,Patrick Thoral,1686498735064,
12775,Pericardial Drain Stand,128,,128,,,,Pericarddrain Stand,Peric.drain/Stand,VB-Pericarddrain,6,ml,mL,,,,,0.66,APPROVED,UNMATCHED,Patrick Thoral,1686486308026,0,Unmapped,,MAPS_TO,cumulative output,,0,
8760,Coil Wound In,396,,396,,,,Spoelwond In,Sp.Wond/In,VB-Spoelwond,6,ml,mL,,,,,0.59,APPROVED,INEXACT,Patrick Thoral,1686486122357,3000728,Fluid intake peritoneal Measured,Measurement,MAPS_TO,wound irrigation,Patrick Thoral,1686486120393,
12804,Barometric pressure,51,,15407880,,,,Barometer druk,Barometer druk,RESP-Servo Machinegegevens,177,mbar,mbar,,,,,1.00,APPROVED,EQUAL,Patrick Thoral,1686431215103,3007955,Atmospheric pressure,Measurement,MAPS_TO,,Patrick Thoral,1686431213434,
9545,Cerebral PaO2,212,,212,,,,Cerebrale PaO2,Cerebrale PaO2,NEURO-Algemeen,173,mmHg,mm[Hg],,,,,0.48,APPROVED,UNMATCHED,Patrick Thoral,1691277093169,0,Unmapped,,MAPS_TO,Based on values most likely cerebral tissue PO2 (not arterial),,0,
10735,CRRT replacement fluid rate setting,7730,,52526,,,,Substitutie-flow,Substitutie-flow,CVVH-Gegevens,46,ml/uur,mL/h,,,,,0.59,APPROVED,EQUAL,Patrick Thoral,1686498105119,1988543,Pre-filter replacement fluid rate Renal replacement therapy circuit,Measurement,MAPS_TO,,Patrick Thoral,1686498103784,
8761,Coil Wound Out,444,,444,,,,Spoelwond Uit,Sp.Wond/Uit,VB-Spoelwond,6,ml,mL,,,,,0.56,APPROVED,INEXACT,Patrick Thoral,1686486179577,4092499,Fluid output from wound drain,Observation,MAPS_TO,wound irrigation,Patrick Thoral,1686486178168,
8843,invasive mean arterial pressure,1817,,56028,LOINC,76214-6,Invasive Mean blood pressure,ABP gemiddeld II,ABPm II,HD-Overig,173,mmHg,mm[Hg],,,30,250,1.00,APPROVED,EQUAL,Patrick Thoral,1689548517834,21490852,Invasive Mean blood pressure,Measurement,MAPS_TO,,Patrick Thoral,1689548516158,
12805,EtCO2 (%),37,,14868918,,,,EtCO2 (%),EtCO2 (%),RESP-Servo Patiëntgegevens,191,Geen,,,,,,0.37,APPROVED,EQUAL,Patrick Thoral,1690321657516,3017485,Carbon dioxide/Gas.total.at end expiration in Exhaled gas,Measurement,MAPS_TO,,Patrick Thoral,1690321655426,
10736,CRRT blood flow,68826,,78572,,,,Bloed-flow,Bloed-flow,CVVH-Gegevens,24,ml/min,mL/min,,,,,0.62,APPROVED,EQUAL,Patrick Thoral,1686481023203,1988610,Blood flow rate Renal replacement therapy circuit,Measurement,MAPS_TO,,Patrick Thoral,1686481021361,
9546,cerebral temp.,208,,208,,,,Cerebrale temp.,Cerebrale temp.,NEURO-Algemeen,59,°C,Cel,,,,,0.55,APPROVED,EQUIVALENT,Patrick Thoral,1691277004006,45771331,Temperature,Observation,MAPS_TO,,Patrick Thoral,1691276956046,
9546,cerebral temp.,208,,208,,,,Cerebrale temp.,Cerebrale temp.,NEURO-Algemeen,59,°C,Cel,,,,,0.55,APPROVED,EQUIVALENT,Patrick Thoral,1691277004006,4112420,Intracerebral,Observation,MAPS_TO_TYPE,,Patrick Thoral,1691276995067,
8766,Coil Blow In,616,,616,,,,Spoelblaas In,Sp.Blaas/In,VB-SpoelBlaas,6,ml,mL,,,,,0.53,APPROVED,EQUAL,Patrick Thoral,1686485537005,3009994,Fluid intake urinary bladder irrigation Measured,Measurement,MAPS_TO,,Patrick Thoral,1686485523118,
8845,oxygen flow (l/min),656405,,656405,LOINC,19941-4,Oxygen gas flow Oxygen delivery system,O2 l/min,O2 l/min,RESP-O2aanbod,26,l/min,L/min,,,,,0.41,APPROVED,EQUAL,Patrick Thoral,1686435989355,3014080,Oxygen gas flow Oxygen delivery system,Measurement,MAPS_TO,,Patrick Thoral,1686435987843,
12776,Nephrodrain left Stand,511,,511,,,,Nefrodrain li Stand,Nefrodrain li/Stand,VB-Nefrodrains,6,ml,mL,,,,,0.44,APPROVED,UNMATCHED,Patrick Thoral,1686486298580,0,Unmapped,,MAPS_TO,cumulative output,,0,
8767,Purge Blow Off,645,,645,,,,Spoelblaas Uit,Sp.Blaas/Uit,VB-SpoelBlaas,6,ml,mL,,,,,0.46,APPROVED,INEXACT,Patrick Thoral,1686485946159,3016267,Urine output by in and out urethral catheter,Measurement,MAPS_TO,irrigation of bladder,Patrick Thoral,1686485585919,
8849,Insp. flow max,28583,,43032,,,,Insp. Flow max,Ins.Flow max,ZZ-OUD-Resp-Evita Machinegegevens,26,l/min,L/min,,,,,0.40,APPROVED,EQUAL,Patrick Thoral,1686592927220,3011557,Peak inspiratory gas flow setting Ventilator,Measurement,MAPS_TO,,Patrick Thoral,1686592926044,
13030,Spinal Drain Stand,23,,23,,,,Spinaaldrain Stand,Spinaaldrain/Stand,VB-Spinaaldrain,6,ml,mL,,,,,0.51,APPROVED,UNMATCHED,Patrick Thoral,1686486391431,0,Unmapped,,MAPS_TO,cumulative output,,0,
9554,Copy and paste,19070,,19070,,,,Kopieer en plak,Kopieer en plak,Decubitus-DecubitusWondverzorging,8,l,L,"0,26","0,46",,,0.50,APPROVED,UNREVIEWED,Patrick Thoral,1690324918911,0,Unmapped,,MAPS_TO,,,0,
9564,NDT System,2261,,2261,,,,NDT-syst.,NDT-syst.,VB-VAC,6,ml,mL,,,,,0.52,APPROVED,INEXACT,Patrick Thoral,1686488107420,4092499,Fluid output from wound drain,Observation,MAPS_TO,,Patrick Thoral,1686488101424,
10743,urine output from left sided nephrostomy,3301,,3301,LOINC,79549-2,Urine output measured by nephrostomy,Nefrodrain li Uit,Nefrodrain li/Uit,VB-Nefrodrains,6,ml,mL,,,,,0.68,APPROVED,WIDER,Patrick Thoral,1686485206972,21491173,Urine output measured by nephrostomy,Measurement,MAPS_TO,,<auto>,1686356373600,
12777,Nephrodrain re Stand,344,,344,,,,Nefrodrain re Stand,Nefrodrain re/Stand,VB-Nefrodrains,6,ml,mL,,,,,0.48,APPROVED,UNMATCHED,Patrick Thoral,1686486291544,0,Unmapped,,MAPS_TO,cumulative output,,0,
8770,Ventricular Drain1 Off,61096,,61096,,,,Ventrikeldrain1 Uit,Ventr.drain1/Uit,VB-Ventrikeldrain,6,ml,mL,,,,,0.44,APPROVED,EQUAL,Patrick Thoral,1686481350156,3018767,Fluid output cerebral ventricle drain,Measurement,MAPS_TO,,Patrick Thoral,1686481332726,
13031,Spinal Drain Out,91,,91,,,,Spinaaldrain Uit,Spinaaldrain/Uit,VB-Spinaaldrain,6,ml,mL,,,,,0.49,APPROVED,INEXACT,Patrick Thoral,1686485451236,21491180,Fluid output neurological drain [Volume] Measured,Measurement,MAPS_TO,,Patrick Thoral,1686485450403,
8850,respiratory rate setting,41425,,57008,LOINC,19834-1,Breath rate setting Ventilator,Frequentie,Frequentie,ZZ-OUD-Resp-Evita Machinegegevens,0,None,,,,,,0.78,APPROVED,EQUAL,Patrick Thoral,1710287581957,3007469,Breath rate setting Ventilator,Measurement,MAPS_TO,,Patrick Thoral,1686584789745,
8850,respiratory rate setting,41425,,57008,LOINC,19834-1,Breath rate setting Ventilator,Frequentie,Frequentie,ZZ-OUD-Resp-Evita Machinegegevens,0,None,,,,,,0.78,APPROVED,EQUAL,Patrick Thoral,1710287581957,8541,per minute,Unit,MAPS_TO_UNIT,,Patrick Thoral,1710287577610,
9583,Wondrain1 Stand,46514,,46514,,,,Wonddrain1 Stand,Wdrain1/Stand,VB-Wonddrains,6,ml,mL,,,,,0.30,APPROVED,UNMATCHED,Patrick Thoral,1686488592170,0,Unmapped,,MAPS_TO,cumulative output,,0,
12778,Galdrain Stand,2471,,2471,,,,Galdrain Stand,Galdrain/Stand,VB-Galdrain,6,ml,mL,,,,,0.41,APPROVED,UNMATCHED,Patrick Thoral,1686486222791,0,Unmapped,,MAPS_TO,cumulative output,,0,
13058,rectal temperature,34195,,387259,LOINC,8332-9,Rectal temperature,Temp Rectaal,Temp Rectaal,HD-Temperatuur,59,°C,Cel,,,,,1.00,APPROVED,EQUAL,Patrick Thoral,1686436004005,3022060,Rectal temperature,Measurement,MAPS_TO,,<auto>,1686356374481,
8772,Pericardial Drain Off,123,,123,,,,Pericarddrain Uit,Peric.drain/Uit,VB-Pericarddrain,6,ml,mL,,,,,0.66,APPROVED,EQUAL,Patrick Thoral,1686485234020,3037836,Fluid output pericardial drain,Measurement,MAPS_TO,,Patrick Thoral,1686485230588,
12792,Flasks,133,,133,,,,Kolven,Kolven,VB-Kolven,6,ml,mL,,,,,0.56,APPROVED,INEXACT,Patrick Thoral,1686485035642,3020433,Fluid output miscellaneous Measured,Measurement,MAPS_TO,lactation,Patrick Thoral,1686485032675,
10745,urine output from right sided nephrostomy,4261,,4261,LOINC,79549-2,Urine output measured by nephrostomy,Nefrodrain re Uit,Nefrodrain re/Uit,VB-Nefrodrains,6,ml,mL,,,,,0.67,APPROVED,WIDER,Patrick Thoral,1686485207596,21491173,Urine output measured by nephrostomy,Measurement,MAPS_TO,,<auto>,1686356374948,
8851,tidal volume setting,27767,,43121,LOINC,20112-9,Tidal volume setting Ventilator,Tidal Volume (Set),Tidal. Vol (set),ZZ-OUD-Resp-Evita Machinegegevens,6,ml,mL,,,,,1.00,APPROVED,EQUAL,Patrick Thoral,1686592958383,3012410,Tidal volume setting Ventilator,Measurement,MAPS_TO,,Patrick Thoral,1686592956890,
9584,Wondrain2 Stand,20403,,20403,,,,Wonddrain2 Stand,Wdrain2/Stand,VB-Wonddrains,6,ml,mL,,,,,0.39,APPROVED,UNMATCHED,Patrick Thoral,1686488668315,0,Unmapped,,MAPS_TO,cumulative output,,0,
8774,stomach siphon,65465,,65465,,,,Maaghevel,Maaghevel,VB-Tr.Digestivus,6,ml,mL,,,,,0.54,APPROVED,UNMATCHED,Patrick Thoral,1689549852326,0,Unmapped,,MAPS_TO,,,0,
13059,groin temperature,89321,,89321,SNOMED CT,415929009,Groin temperature,Temp Lies,Temp Lies,HD-Temperatuur,59,°C,Cel,,,,,1.00,APPROVED,EQUAL,Patrick Thoral,1686478705169,4189949,Groin temperature,Measurement,MAPS_TO,,<auto>,1686356375389,
12444,CRRT blood flow setting,59142,,69828,,,,Bloedflow ingesteld,Bloedflow ingesteld,CVVH-Instellingen,24,ml/min,mL/min,,,,,0.51,APPROVED,EQUAL,Patrick Thoral,1686481420040,1988610,Blood flow rate Renal replacement therapy circuit,Measurement,MAPS_TO,,Patrick Thoral,1686481416899,
9585,Wondrain3 Stand,7221,,7221,,,,Wonddrain3 Stand,Wdrain3/Stand,VB-Wonddrains,6,ml,mL,,,,,0.30,APPROVED,UNMATCHED,Patrick Thoral,1686488659229,0,Unmapped,,MAPS_TO,cumulative output,,0,
