sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:source_concept,ADD_INFO:ordercategoryid,ADD_INFO:ordercategoryname,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
9314,Consult Physiotherapy,554,,Consult Fysiotherapie,87,Opdr. Houding & Beweging,0.67,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9314,Consult Physiotherapy,554,,Consult Fysiotherapie,87,Opdr. Houding & Beweging,0.67,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004490,Physical Therapist,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838460574,
13954,Enter VVA score,2238,,VVA-score invullen,89,Opdr. Overig,0.47,APPROVED,EQUAL,Patrick Thoral,1695847213146,4295043,Nursing care coordination,Procedure,MAPS_TO,,Patrick Thoral,1695847211355,
9290,24 hour Closed suction system change,243,,24 uurs Gesloten uitzuigsysteem verschonen,90,Opdr. Lijnen/Catheter/Drains,0.42,APPROVED,EQUAL,Patrick Thoral,1695842420923,45760039,Suction system tubing,Device,MAPS_TO,,Patrick Thoral,1695842412331,
20255,Measure length using measuring tape,1108,,Lengte meten  m.b.v. meetlint,89,Opdr. Overig,0.45,APPROVED,UNMATCHED,Patrick Thoral,1695847878349,0,Unmapped,,MAPS_TO,,,0,
9434,Measure belly size,119,,Buikomvang meten,89,Opdr. Overig,0.57,APPROVED,UNMATCHED,Patrick Thoral,1695847874553,0,Unmapped,,MAPS_TO,,,0,
9316,Consult Dermatologist,81,,Consult Dermatoloog,101,Opdr. Huid,0.52,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9316,Consult Dermatologist,81,,Consult Dermatoloog,101,Opdr. Huid,0.52,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004452,Dermatology,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838286045,
14136,Consult Rehabilitation doctor,32,,Consult Revalidatie arts,87,Opdr. Houding & Beweging,0.71,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
14136,Consult Rehabilitation doctor,32,,Consult Revalidatie arts,87,Opdr. Houding & Beweging,0.71,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004468,Physical Medicine And Rehabilitation,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838511139,
8545,Record temperature,221,,Temperatuur opnemen,81,Opdr. Circulatie,0.67,APPROVED,EQUAL,Patrick Thoral,1695762739579,4257959,Temperature taking assessment,Procedure,MAPS_TO,,<auto>,1685919516495,
8228,Weigh the patient,3373,,Patiënt wegen,89,Opdr. Overig,0.53,APPROVED,EQUAL,Patrick Thoral,1695768725755,4220338,Weighing patient,Measurement,MAPS_TO,,Patrick Thoral,1695768722878,
9317,Consult Ophthalmologist,14,,Consult Oogarts,89,Opdr. Overig,0.63,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9317,Consult Ophthalmologist,14,,Consult Oogarts,89,Opdr. Overig,0.63,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004463,Ophthalmology,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838426630,
14208,Decrease voriconazole levels,154,,Voriconazol spiegel afnemen,73,Opdr. Laboratorium afname,0.32,APPROVED,EQUAL,Patrick Thoral,1695766042546,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766036186,
8269,Change drip,16,,Infuus verschonen,90,Opdr. Lijnen/Catheter/Drains,0.57,APPROVED,EQUAL,Patrick Thoral,1695842668478,4299594,Intravenous care management,Procedure,MAPS_TO,,Patrick Thoral,1695842667155,
14217,Browse scan,441,,Bladderscan,85,Opdr. Urologisch,0.76,APPROVED,EQUAL,Patrick Thoral,1695852061722,45763862,Ultrasonography of urinary bladder for post-void residual volume,Procedure,MAPS_TO,,Patrick Thoral,1695852059340,
8548,Write VPK discharge report,32,,Schrijven VPK ontslagrapport,89,Opdr. Overig,0.26,APPROVED,EQUAL,Patrick Thoral,1695849372354,44808528,Critical care pre-discharge assessment,Procedure,MAPS_TO,,Patrick Thoral,1695849370851,
9318,Consult Urologist,14,,Consult Uroloog,85,Opdr. Urologisch,0.36,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9318,Consult Urologist,14,,Consult Uroloog,85,Opdr. Urologisch,0.36,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004474,Urology,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838536814,
8418,Take urine culture,504,,Urinekweek afnemen,74,Opdr. Kweken afnemen,0.48,APPROVED,EQUAL,Patrick Thoral,1695840528263,4024509,Urine culture,Measurement,MAPS_TO,,Patrick Thoral,1695840527227,
8588,MRSA cultures decrease,71,,MRSA kweken afnemen,74,Opdr. Kweken afnemen,0.42,APPROVED,EQUAL,Patrick Thoral,1695839861976,1761466,Staph aureus and MRSA screening panel - Specimen by Organism specific culture,Measurement,MAPS_TO,,Patrick Thoral,1695839820521,
20271,Syringe pump and Infusion control on date and time,13942,,Spuitpomp en Infuus controle op datum en tijd,90,Opdr. Lijnen/Catheter/Drains,0.50,APPROVED,INEXACT,Patrick Thoral,1685923938039,4294926,Infusion care assessment,Procedure,MAPS_TO,,Patrick Thoral,1685923935505,
14537,Pressure ulcer care,1573,,Decubitus-wondverzorging,101,Opdr. Huid,0.67,APPROVED,EQUAL,Patrick Thoral,1695830884122,4076776,Application of dressing to pressure injury,Procedure,MAPS_TO,,Patrick Thoral,1695830883501,
8617,bloodletting,8,,Aderlaten,89,Opdr. Overig,0.65,APPROVED,EQUAL,Patrick Thoral,1695841256789,4132738,Therapeutic phlebotomy,Procedure,MAPS_TO,,<auto>,1685919518413,
9319,Consult Gynaecologist,73,,Consult Gynaecoloog,89,Opdr. Overig,0.56,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9319,Consult Gynaecologist,73,,Consult Gynaecoloog,89,Opdr. Overig,0.56,APPROVED,EQUAL,Patrick Thoral,1695838648492,38003902,Gynecology,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838406356,
20285,Wash with Hibiscrub,490,,Wassen met Hibiscrub,104,Opdr. Verzorging,0.35,APPROVED,INEXACT,Patrick Thoral,1695853623528,4306375,Preoperative disinfection of skin,Procedure,MAPS_TO,,Patrick Thoral,1695853616162,
8477,Take vpk anamnse,17,,Afnemen vpk anamnse,89,Opdr. Overig,0.67,APPROVED,EQUAL,Patrick Thoral,1695849223686,4221994,History taking,Procedure,MAPS_TO,,Patrick Thoral,1695849222000,
9183,Remove Line/Catheter/Drain,482,,Verwijderen Lijn/Catheter/Drain,90,Opdr. Lijnen/Catheter/Drains,0.38,APPROVED,EQUAL,Patrick Thoral,1695845806364,4304476,Removal of catheter,Procedure,MAPS_TO,,<auto>,1685919519200,
9198,Take a rectal culture,25,,Rectumkweek afnemen,74,Opdr. Kweken afnemen,0.50,APPROVED,EQUAL,Patrick Thoral,1695840047423,3040827,Bacteria identified in Anal by Culture,Measurement,MAPS_TO,,Patrick Thoral,1695840046242,
14610,Determine and register score,328,,Score bepalen en registreren,89,Opdr. Overig,0.43,APPROVED,EQUAL,Patrick Thoral,1695846676879,40484194,Assessment using assessment scale,Measurement,MAPS_TO,,Patrick Thoral,1695846675826,
8490,Gastric tube replaced,1266,,Maagsonde vervangen,90,Opdr. Lijnen/Catheter/Drains,0.69,APPROVED,EQUAL,Patrick Thoral,1695845635746,4013485,Replacement of nasogastric tube,Procedure,MAPS_TO,,<auto>,1685919513113,
9189,Taking blood cultures,5439,,Bloedkweken afnemen,74,Opdr. Kweken afnemen,0.48,APPROVED,EQUAL,Patrick Thoral,1695840546929,4107893,Blood culture,Measurement,MAPS_TO,,Patrick Thoral,1695840545629,
9200,Wound culture decrease,318,,Wondkweek afnemen,74,Opdr. Kweken afnemen,0.51,APPROVED,EQUAL,Patrick Thoral,1695840572790,3003714,Bacteria identified in Wound by Culture,Measurement,MAPS_TO,,Patrick Thoral,1695840567947,
8491,replace CAD,124,,CAD vervangen,90,Opdr. Lijnen/Catheter/Drains,0.54,APPROVED,EQUAL,Patrick Thoral,1695845941802,4062183,Replacement of urinary catheter,Procedure,MAPS_TO,,Patrick Thoral,1695845940608,
20286,Complete passport preoperatively,64,,Passport  preoperatief invullen,89,Opdr. Overig,0.41,APPROVED,EQUAL,Patrick Thoral,1695838734729,44806679,Pre-operative check,Procedure,MAPS_TO,,Patrick Thoral,1695838732823,
14689,Start reality orientation,110,,Start realiteitsoriëntatie,89,Opdr. Overig,0.85,APPROVED,EQUAL,Patrick Thoral,1695849016180,4038867,Reality orientation,Procedure,MAPS_TO,,<auto>,1685919515357,
8502,Measure cardiac output,189,,Cardiac Output meten,81,Opdr. Circulatie,0.90,APPROVED,EQUAL,Patrick Thoral,1695757815970,4039895,Measurement of cardiac output,Procedure,MAPS_TO,,<auto>,1685919514295,
9190,Catheter tip culture,645,,Cathetertipkweek afnemen,74,Opdr. Kweken afnemen,0.55,APPROVED,EQUAL,Patrick Thoral,1695839854350,44808091,Collection of catheter tip as specimen,Procedure,MAPS_TO,,Patrick Thoral,1695839719108,
9190,Catheter tip culture,645,,Cathetertipkweek afnemen,74,Opdr. Kweken afnemen,0.55,APPROVED,EQUAL,Patrick Thoral,1695839854350,3009986,Bacteria identified in Catheter tip by Culture,Measurement,MAPS_TO,,Patrick Thoral,1695839774511,
9202,Take ascites fluid culture,43,,Ascitesvochtkweek afnemen,74,Opdr. Kweken afnemen,0.51,APPROVED,EQUAL,Patrick Thoral,1695840100346,3025037,Bacteria identified in Peritoneal fluid by Culture,Measurement,MAPS_TO,,Patrick Thoral,1695840098458,
14690,Day program,2418,,Dagprogramma,89,Opdr. Overig,0.52,APPROVED,EQUAL,Patrick Thoral,1695839140440,4021018,Implementation of planned interventions,Procedure,MAPS_TO,,Patrick Thoral,1695839139251,
8503,Neuro controls,31725,,Neuro controles,83,Opdr. Neurologisch,0.40,APPROVED,EQUAL,Patrick Thoral,1685922642666,4021179,Neurological assessment,Procedure,MAPS_TO,,Patrick Thoral,1685922598764,
20287,Stop anticoagulation preoperatively,46,,Preoperatief antistolling stoppen,89,Opdr. Overig,0.56,APPROVED,EQUAL,Patrick Thoral,1695849064325,45770076,Anticoagulant medication review,Procedure,MAPS_TO,,Patrick Thoral,1695849063046,
9191,Take drain fluid culture,205,,Drainvochtkweek afnemen,74,Opdr. Kweken afnemen,0.46,APPROVED,EQUAL,Patrick Thoral,1695840202372,3008334,Bacteria identified in Drain by Aerobe culture,Measurement,MAPS_TO,,Patrick Thoral,1695840201296,
9203,Decrease throat culture,90,,Keelkweek afnemen,74,Opdr. Kweken afnemen,0.45,APPROVED,EQUAL,Patrick Thoral,1695839859712,4024958,Throat culture,Measurement,MAPS_TO,,Patrick Thoral,1695839800355,
14692,Determine Ramsay score,31,,Ramsay score bepalen,89,Opdr. Overig,0.31,APPROVED,EQUAL,Patrick Thoral,1695846902595,40480653,Assessment of consciousness level,Procedure,MAPS_TO,,Patrick Thoral,1695846901605,
8538,X-Belly overview,96,,X-Buikoverzicht,103,Opdr. Radiologie,0.46,APPROVED,EQUAL,Patrick Thoral,1695766640181,4057900,Plain X-ray abdomen,Procedure,MAPS_TO,,Patrick Thoral,1695766638445,
9192,Take faecal culture,782,,Faeceskweek afnemen,74,Opdr. Kweken afnemen,0.48,APPROVED,EQUAL,Patrick Thoral,1695840252480,37392597,Stool culture,Measurement,MAPS_TO,,Patrick Thoral,1695840251520,
9204,Take SDD cultures,10483,,SDD-kweken afnemen,74,Opdr. Kweken afnemen,0.39,APPROVED,EQUAL,Patrick Thoral,1695840515522,4024958,Throat culture,Measurement,MAPS_TO,,Patrick Thoral,1695840354739,
9204,Take SDD cultures,10483,,SDD-kweken afnemen,74,Opdr. Kweken afnemen,0.39,APPROVED,EQUAL,Patrick Thoral,1695840515522,4015189,Microbial culture of sputum,Measurement,MAPS_TO,,Patrick Thoral,1695840361650,
9204,Take SDD cultures,10483,,SDD-kweken afnemen,74,Opdr. Kweken afnemen,0.39,APPROVED,EQUAL,Patrick Thoral,1695840515522,3040827,Bacteria identified in Anal by Culture,Measurement,MAPS_TO,,Patrick Thoral,1695840397027,
9204,Take SDD cultures,10483,,SDD-kweken afnemen,74,Opdr. Kweken afnemen,0.39,APPROVED,EQUAL,Patrick Thoral,1695840515522,4128881,Selective decontamination of the digestive tract,Procedure,MAPS_TO,,Patrick Thoral,1695840438116,
15140,Determine VAS score,17667,,VAS score bepalen,83,Opdr. Neurologisch,0.38,APPROVED,EQUAL,Patrick Thoral,1685923605266,40492247,Assessment using visual analog pain scale,Measurement,MAPS_TO,,Patrick Thoral,1685923603350,
20288,Collect preoperative cross blood,92,,Preoperatief kruisbloed afnemen,89,Opdr. Overig,0.56,APPROVED,EQUAL,Patrick Thoral,1695841412796,3044649,Blood type and Indirect antibody screen panel - Blood,Measurement,MAPS_TO,,Patrick Thoral,1695841404863,
15141,Assign VA,108,,VVA toewijzen,89,Opdr. Overig,0.46,APPROVED,EQUAL,Patrick Thoral,1695840907159,4256354,Nursing care/supplementary case management,Procedure,MAPS_TO,,Patrick Thoral,1695840904951,
8540,CT scan abdomen,73,,CT scan abdomen,103,Opdr. Radiologie,0.82,APPROVED,EQUAL,Patrick Thoral,1695766572540,4061009,CT of abdomen,Procedure,MAPS_TO,,Patrick Thoral,1695766571726,
9205,Legionella rapid test (urine),195,,Legionella sneltest (urine),74,Opdr. Kweken afnemen,0.27,APPROVED,EQUAL,Patrick Thoral,1695839861056,4196406,Legionella rapid microagglutination test,Measurement,MAPS_TO,,Patrick Thoral,1695839809740,
9193,X-Breed to be determined,706,,X-Kweek nader te bepalen,74,Opdr. Kweken afnemen,0.31,APPROVED,EQUAL,Patrick Thoral,1695840581219,4189544,Microbial culture,Measurement,MAPS_TO,,Patrick Thoral,1695840579638,
8542,CT scan brain,110,,CT scan brein,83,Opdr. Neurologisch,0.78,APPROVED,EQUAL,Patrick Thoral,1695766544715,4145739,CT of brain,Procedure,MAPS_TO,,Patrick Thoral,1695766543294,
15166,Enter DOS score,12497,,DOS-score invullen,89,Opdr. Overig,0.35,APPROVED,EQUIVALENT,Patrick Thoral,1685924229218,36676218,Assessment for risk of delirium,Procedure,MAPS_TO,,Patrick Thoral,1685924226194,
20289,Preoperative fasting policy,112,,Preoperatief nuchterbeleid,89,Opdr. Overig,0.56,APPROVED,EQUAL,Patrick Thoral,1695848716176,40295754,Preoperative procedure,Procedure,MAPS_TO,,Patrick Thoral,1695848583020,
20289,Preoperative fasting policy,112,,Preoperatief nuchterbeleid,89,Opdr. Overig,0.56,APPROVED,EQUAL,Patrick Thoral,1695848716176,37312086,Fasting,Procedure,MAPS_TO,,Patrick Thoral,1695848713222,
9206,Decrease amikacin levels,25,,Amikacinespiegel afnemen,73,Opdr. Laboratorium afname,0.44,APPROVED,EQUAL,Patrick Thoral,1695766042546,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766036186,
9194,Decrease liquor culture,1084,,Liquorkweek afnemen,74,Opdr. Kweken afnemen,0.45,APPROVED,EQUAL,Patrick Thoral,1695839696448,4098503,Cerebrospinal fluid culture,Measurement,MAPS_TO,,Patrick Thoral,1695839658293,
9194,Decrease liquor culture,1084,,Liquorkweek afnemen,74,Opdr. Kweken afnemen,0.45,APPROVED,EQUAL,Patrick Thoral,1695839696448,4333821,Cerebrospinal fluid collection,Procedure,MAPS_TO,,Patrick Thoral,1695839689326,
15173,Change probe patch,3242,,Sondepleister verschonen,104,Opdr. Verzorging,0.38,APPROVED,EQUAL,Patrick Thoral,1695768768525,4076759,Replacing strapping on nasogastric tube,Procedure,MAPS_TO,,Patrick Thoral,1695768767153,
9207,X-Lab TBD,20860,,X-Lab nader te bepalen,73,Opdr. Laboratorium afname,0.19,APPROVED,EQUAL,Patrick Thoral,1685923472602,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1685923470921,
20359,Determine CAM-ICU score,18391,,CAM-ICU score bepalen,83,Opdr. Neurologisch,0.27,APPROVED,EQUAL,Patrick Thoral,1685923534861,36676218,Assessment for risk of delirium,Procedure,MAPS_TO,,Patrick Thoral,1685923533193,
8543,CT scan thorax,72,,CT scan thorax,82,Opdr. Respiratie,0.76,APPROVED,EQUAL,Patrick Thoral,1695839081367,4058335,CT of chest,Procedure,MAPS_TO,,Patrick Thoral,1695839080362,
9195,Decrease nasal culture,56,,Neuskweek afnemen,74,Opdr. Kweken afnemen,0.48,APPROVED,EQUAL,Patrick Thoral,1695839858357,37117051,Nasal culture for bacteria,Measurement,MAPS_TO,,Patrick Thoral,1695839792311,
15274,2D lab. NCH Daily 6.00am,1680,,2D Lab. NCH Dagelijks 6.00u,73,Opdr. Laboratorium afname,0.25,APPROVED,EQUAL,Patrick Thoral,1695766128574,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766122508,
8544,Decrease cortisol,1397,,Cortisol afnemen,73,Opdr. Laboratorium afname,0.46,APPROVED,EQUAL,Patrick Thoral,1695766128574,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766122508,
9208,Depakine levels decrease,133,,Depakinespiegel afnemen,73,Opdr. Laboratorium afname,0.34,APPROVED,EQUAL,Patrick Thoral,1695766042546,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766036186,
15275,2D lab. HLK Daily 6.00am,4965,,2D Lab. HLK Dagelijks 6.00u,73,Opdr. Laboratorium afname,0.24,APPROVED,EQUAL,Patrick Thoral,1695766244382,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766241185,
7921,EKG,14480,,ECG,81,Opdr. Circulatie,0.69,APPROVED,EQUAL,Patrick Thoral,1685923846123,4145308,12 lead ECG,Procedure,MAPS_TO,,Patrick Thoral,1685923843924,
9197,Take a perineum culture,6,,Perineumkweek afnemen,74,Opdr. Kweken afnemen,0.49,APPROVED,EQUAL,Patrick Thoral,1695840745597,3040827,Bacteria identified in Anal by Culture,Measurement,MAPS_TO,,Patrick Thoral,1695840744083,
7922,Chest X-ray,11028,,X-Thorax,82,Opdr. Respiratie,1.00,APPROVED,EQUIVALENT,Patrick Thoral,1685924865207,4163872,Plain chest X-ray,Procedure,MAPS_TO,,<auto>,1685919523463,
20393,Set monitor profile and alarms again,47013,,Opnieuw profiel monitor en alarmen instellen,89,Opdr. Overig,0.33,APPROVED,INEXACT,Patrick Thoral,1685922195459,4047393,Maintenance of device,Procedure,MAPS_TO,,Patrick Thoral,1685922194530,
15276,2D lab. Extended Daily 6.00am,484,,2D Lab. Uitgebreid Dagelijks 6.00u,73,Opdr. Laboratorium afname,0.21,APPROVED,EQUAL,Patrick Thoral,1695766128574,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766122508,
9209,Decrease diphantoin levels,211,,Diphantoïnespiegel afnemen,73,Opdr. Laboratorium afname,0.33,APPROVED,EQUAL,Patrick Thoral,1695766042546,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766036186,
7928,Suction,1527,,Uitzuigen,82,Opdr. Respiratie,0.65,APPROVED,EQUAL,Patrick Thoral,1695851801770,4043669,Aspiration of trachea,Procedure,MAPS_TO,,<auto>,1685919523778,
12955,CVVH Citrate Start calcium pump,692,,CVVH-citraat Calciumpomp starten,105,Opdr. CVVH,0.51,APPROVED,UNMATCHED,Patrick Thoral,1695763943868,0,Unmapped,,MAPS_TO,,,0,
12908,Dec. wound care Hiel Li,24,,Dec. wondverzorging Hiel Li,101,Opdr. Huid,0.43,APPROVED,EQUAL,Patrick Thoral,1695765670512,4076776,Application of dressing to pressure injury,Procedure,MAPS_TO,,Patrick Thoral,1695765663556,
7949,Change filter CVVH,1376,,Filter CVVH wisselen,105,Opdr. CVVH,0.50,APPROVED,UNMATCHED,Patrick Thoral,1695764012386,0,Unmapped,,MAPS_TO,,,0,
15283,Move update amount,8179,,Verpl. beloop bijwerken,89,Opdr. Overig,0.35,APPROVED,EQUAL,Patrick Thoral,1695767759911,4234911,Assessment of nursing care needs,Procedure,MAPS_TO,,Patrick Thoral,1695767759198,
9211,Decrease flucytoin levels,3,,Flucytoïnespiegel afnemen,73,Opdr. Laboratorium afname,0.31,APPROVED,EQUAL,Patrick Thoral,1695765917454,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695765911569,
12910,Dec. wound care Knee Li,9,,Dec. wondverzorging Knie Li,101,Opdr. Huid,0.41,APPROVED,EQUAL,Patrick Thoral,1695765670512,4076776,Application of dressing to pressure injury,Procedure,MAPS_TO,,Patrick Thoral,1695765663556,
15776,Clean NDT system,285,,NDT-systeem verschonen,90,Opdr. Lijnen/Catheter/Drains,0.28,APPROVED,EQUAL,Patrick Thoral,1695845539408,4300828,Wound care management,Procedure,MAPS_TO,,Patrick Thoral,1695845536289,
12980,wound care Surgery & Trauma(1),1227,,Wondverz. Operatie & Trauma(1),101,Opdr. Huid,0.29,APPROVED,EQUAL,Patrick Thoral,1695831022313,4300828,Wound care management,Procedure,MAPS_TO,,Patrick Thoral,1695831017875,
8002,Replace breathing tubes,2688,,Beademingsslangen  vervangen,90,Opdr. Lijnen/Catheter/Drains,0.52,APPROVED,EQUAL,Patrick Thoral,1695845928785,4251737,Ventilator care management,Procedure,MAPS_TO,,Patrick Thoral,1695845927967,
9212,Gentamycin levels decrease,275,,Gentamycinespiegel afnemen,73,Opdr. Laboratorium afname,0.38,APPROVED,EQUAL,Patrick Thoral,1695766042546,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766036186,
12913,Dec. wound care Ear Li,7,,Dec. wondverzorging Oor Li,101,Opdr. Huid,0.43,APPROVED,EQUAL,Patrick Thoral,1695765670512,4076776,Application of dressing to pressure injury,Procedure,MAPS_TO,,Patrick Thoral,1695765663556,
16051,Lab. Determine,493,,Lab. Nabepalen,73,Opdr. Laboratorium afname,0.45,APPROVED,EQUAL,Patrick Thoral,1695766128574,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766122508,
12981,wound care Surgery & Trauma(2),66,,Wondverz. Operatie & Trauma(2),101,Opdr. Huid,0.29,APPROVED,EQUAL,Patrick Thoral,1695831022313,4300828,Wound care management,Procedure,MAPS_TO,,Patrick Thoral,1695831017875,
8029,CT-scan,89,,CTScan,103,Opdr. Radiologie,0.60,APPROVED,EQUAL,Patrick Thoral,1695766584869,4300757,Computed tomography,Procedure,MAPS_TO,,Patrick Thoral,1695766584039,
9213,Decreasing theophylline levels,16,,Theophyllinespiegel afnemen,73,Opdr. Laboratorium afname,0.36,APPROVED,EQUAL,Patrick Thoral,1695766000474,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695765996344,
8030,PleuraRinsing,29,,PleuraSpoelen,89,Opdr. Overig,0.59,APPROVED,EQUAL,Patrick Thoral,1695848486922,4210049,Maintenance of thoracic drain,Procedure,MAPS_TO,,Patrick Thoral,1695848445261,
8030,PleuraRinsing,29,,PleuraSpoelen,89,Opdr. Overig,0.59,APPROVED,EQUAL,Patrick Thoral,1695848486922,4194653,Irrigation,Procedure,MAPS_TO_TYPE,,Patrick Thoral,1695848483367,
12914,Dec. wound care Ear Re,17,,Dec. wondverzorging Oor Re,101,Opdr. Huid,0.45,APPROVED,EQUAL,Patrick Thoral,1695765670512,4076776,Application of dressing to pressure injury,Procedure,MAPS_TO,,Patrick Thoral,1695765663556,
16089,Cardioversion 100 J,118,,Cardioversie 100 J,81,Opdr. Circulatie,0.75,APPROVED,EQUAL,Patrick Thoral,1695757912939,4078793,Direct current cardioversion,Procedure,MAPS_TO,,Patrick Thoral,1695757912291,
9214,Decrease tobramycin levels,430,,Tobramycinespiegel afnemen,73,Opdr. Laboratorium afname,0.41,APPROVED,EQUAL,Patrick Thoral,1695766128574,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766122508,
12917,Dec. wound care Stout,429,,Dec. wondverzorging Stuit,101,Opdr. Huid,0.44,APPROVED,EQUAL,Patrick Thoral,1695765670512,4076776,Application of dressing to pressure injury,Procedure,MAPS_TO,,Patrick Thoral,1695765663556,
16090,Cardioversion 150 J,10,,Cardioversie 150 J,81,Opdr. Circulatie,0.72,APPROVED,EQUAL,Patrick Thoral,1695757924154,4078793,Direct current cardioversion,Procedure,MAPS_TO,,Patrick Thoral,1695757919884,
8094,Decrease vancomycin levels,2676,,Vancomycinespiegel afnemen,73,Opdr. Laboratorium afname,0.47,APPROVED,EQUAL,Patrick Thoral,1695766230985,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766229542,
12983,wound care Dermatologic & Endogenous(1),381,,Wondverz. Dermatologisch & Endogeen(1),101,Opdr. Huid,0.33,APPROVED,EQUAL,Patrick Thoral,1695831022313,4300828,Wound care management,Procedure,MAPS_TO,,Patrick Thoral,1695831017875,
16091,Cardioversion 200 J,22,,Cardioversie 200 J,81,Opdr. Circulatie,0.74,APPROVED,EQUAL,Patrick Thoral,1695757924657,4078793,Direct current cardioversion,Procedure,MAPS_TO,,Patrick Thoral,1695757919884,
12920,Dec. wound care Tenen Li,32,,Dec. wondverzorging Tenen Li,101,Opdr. Huid,0.44,APPROVED,EQUAL,Patrick Thoral,1695765670512,4076776,Application of dressing to pressure injury,Procedure,MAPS_TO,,Patrick Thoral,1695765663556,
8097,Take a sputum culture,10397,,Sputumkweek afnemen,74,Opdr. Kweken afnemen,0.46,APPROVED,EQUAL,Patrick Thoral,1695840110048,4015189,Microbial culture of sputum,Measurement,MAPS_TO,,Patrick Thoral,1695840109193,
8101,Decrease digoxin levels,155,,Digoxinespiegel afnemen,73,Opdr. Laboratorium afname,0.44,APPROVED,EQUAL,Patrick Thoral,1695766042546,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766036186,
12921,Dec. wound care Toes Re,21,,Dec. wondverzorging Tenen Re,101,Opdr. Huid,0.46,APPROVED,EQUAL,Patrick Thoral,1695765670512,4076776,Application of dressing to pressure injury,Procedure,MAPS_TO,,Patrick Thoral,1695765663556,
12984,wound care Dermatologic & Endogenous(2),47,,Wondverz. Dermatologisch & Endogeen(2),101,Opdr. Huid,0.33,APPROVED,EQUAL,Patrick Thoral,1695831022313,4300828,Wound care management,Procedure,MAPS_TO,,Patrick Thoral,1695831017875,
8109,Pressure ulcer control,1117,,Decubitus controle,101,Opdr. Huid,0.76,APPROVED,EQUAL,Patrick Thoral,1695830854924,4021321,Pressure injury assessment,Procedure,MAPS_TO,,Patrick Thoral,1695830853970,
12925,Measure wedge pressure,11,,Wedge-druk meten,81,Opdr. Circulatie,0.66,APPROVED,EQUAL,Patrick Thoral,1695763023804,4031504,Wedge pressure determination,Procedure,MAPS_TO,,<auto>,1685919513024,
12985,wound care Dermatologic & Endogenous(3),3,,Wondverz. Dermatologisch & Endogeen(3),101,Opdr. Huid,0.32,APPROVED,EQUAL,Patrick Thoral,1695831022313,4300828,Wound care management,Procedure,MAPS_TO,,Patrick Thoral,1695831017875,
