sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:count_validated,ADD_INFO:source_concept,ADD_INFO:itemid,ADD_INFO:item,ADD_INFO:abbreviation,ADD_INFO:category,ADD_INFO:islabresult,ADD_INFO:valueid,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
18670-63,Operative Cardiovascular - Chron. cardiovascular disease,275,,275,Operatief Cardiovasculair - Chron. cardiovasculaire ziekte,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,63,0.65,APPROVED,UNREVIEWED,Patrick Thoral,1710326674755,0,Unmapped,,MAPS_TO,,,0,
8825-8,bigemia,5448,,5448,Bigemie,8825,Ectopie,Ectopie,HD-Hartritme,0,8,0.63,APPROVED,EQUAL,Patrick Thoral,1709159995339,4008580,Ventricular bigeminy,Condition,MAPS_TO,,Patrick Thoral,1709159994663,
18673-588,"Non-operative neurologic - Overdose, alcohols (bethanol, methanol, ethylene glycol)",6,,6,"Non-operative neurologic - Overdose, alcohols (bethanol, methanol, ethylene glycol)",18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,588,0.36,APPROVED,UNREVIEWED,Patrick Thoral,1710326674756,0,Unmapped,,MAPS_TO,,,0,
8825-9,RonT,222,,222,RonT,8825,Ectopie,Ectopie,HD-Hartritme,0,9,0.69,APPROVED,INEXACT,Patrick Thoral,1710339264659,4064612,ECG: ventricular ectopics,Observation,MAPS_TO,,Patrick Thoral,1710339253382,
8829-1,+,223279,,223279,+,8829,Pupil Links Reactie,Reactie Li,NEURO-Functies,0,1,0.78,APPROVED,EQUAL,Patrick Thoral,1709158667077,21498502,Reactive to light,Meas Value,MAPS_TO,,Patrick Thoral,1709158666158,
8829-2,-,21240,,21240,-,8829,Pupil Links Reactie,Reactie Li,NEURO-Functies,0,2,0.78,APPROVED,EQUAL,Patrick Thoral,1709158656977,21498863,Not reactive to light,Meas Value,MAPS_TO,,Patrick Thoral,1709158655468,
20140-4,Manually using Ambu balloon,18,,18,Handmatig dmv Ambuballon,20140,Transport Breathing (B),Transport Breathing (B),Transport Registratie,0,4,0.57,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
8830-1,+,220604,,220604,+,8830,Pupil Rechts Reactie,Reactie Re,NEURO-Functies,0,1,0.78,APPROVED,EQUAL,Patrick Thoral,1709158673659,21498502,Reactive to light,Meas Value,MAPS_TO,,Patrick Thoral,1709158673061,
16663-12,Epileptic seizure,13,,13,Epileptisch insult,16663,DMC_Neurologie_Overige,DMC_Neurologie_Overige,Diagnose,0,12,0.76,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
8830-2,-,22334,,22334,-,8830,Pupil Rechts Reactie,Reactie Re,NEURO-Functies,0,2,0.78,APPROVED,EQUAL,Patrick Thoral,1709158648318,21498863,Not reactive to light,Meas Value,MAPS_TO,,Patrick Thoral,1709158646951,
6658-1,01:01,65500,,17325,01:01,6658,IABP Frequentie,IABP Frequentie,HD-IABP,0,1,0.58,APPROVED,UNMATCHED,Patrick Thoral,1689290969841,0,Unmapped,,MAPS_TO,,,0,
8832-1,1mm,20949,,20949,1 mm,8832,Pupil Links Grootte,Grootte Li,NEURO-Functies,0,1,0.43,APPROVED,EQUAL,Patrick Thoral,1709158258693,45881054,1 mm,Meas Value,MAPS_TO,,Patrick Thoral,1709158257942,
6658-2,01:02,16312,,3268,01:02,6658,IABP Frequentie,IABP Frequentie,HD-IABP,0,2,0.61,APPROVED,UNMATCHED,Patrick Thoral,1689290976248,0,Unmapped,,MAPS_TO,,,0,
6658-3,01:03,3638,,651,01:03,6658,IABP Frequentie,IABP Frequentie,HD-IABP,0,3,0.90,APPROVED,UNMATCHED,Patrick Thoral,1689290980005,0,Unmapped,,MAPS_TO,,,0,
8832-2,2mm,108789,,108789,2 mm,8832,Pupil Links Grootte,Grootte Li,NEURO-Functies,0,2,0.44,APPROVED,EQUAL,Patrick Thoral,1709155498311,45884805,2 mm,Meas Value,MAPS_TO,,Patrick Thoral,1709155497396,
6658-4,Out,10,,10,Uit,6658,IABP Frequentie,IABP Frequentie,HD-IABP,0,4,1.00,APPROVED,UNMATCHED,Patrick Thoral,1689290985142,0,Unmapped,,MAPS_TO,,,0,
16663-13,Neuromuscular diseases,1,,1,Neuro musculaire ziekten,16663,DMC_Neurologie_Overige,DMC_Neurologie_Overige,Diagnose,0,13,0.80,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
8832-3,3mm,73824,,73824,3 mm,8832,Pupil Links Grootte,Grootte Li,NEURO-Functies,0,3,0.34,APPROVED,EQUAL,Patrick Thoral,1709158186065,45880155,3 mm,Meas Value,MAPS_TO,,Patrick Thoral,1709158185229,
18670-64,Operative Cardiovascular - Sepsis,25,,25,Operatief Cardiovasculair - Sepsis,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,64,0.69,APPROVED,UNREVIEWED,Patrick Thoral,1710326674755,0,Unmapped,,MAPS_TO,,,0,
6671-1,NSR,1203779,,1203779,NSR,6671,Hartritme,Ritme,HD-Hartritme,0,1,0.68,APPROVED,EQUAL,Patrick Thoral,1687122615942,4276669,Normal sinus rhythm,Condition,MAPS_TO,,Patrick Thoral,1687122614613,
8832-4,4mm,27335,,27335,4 mm,8832,Pupil Links Grootte,Grootte Li,NEURO-Functies,0,4,0.36,APPROVED,EQUAL,Patrick Thoral,1709158253443,45877193,4 mm,Meas Value,MAPS_TO,,Patrick Thoral,1709158252470,
16663-14,Other neurology,4,,4,Overige neurologie,16663,DMC_Neurologie_Overige,DMC_Neurologie_Overige,Diagnose,0,14,0.76,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
8832-5,5mm,8407,,8407,5 mm,8832,Pupil Links Grootte,Grootte Li,NEURO-Functies,0,5,0.37,APPROVED,EQUAL,Patrick Thoral,1709158264356,45883038,5 mm,Meas Value,MAPS_TO,,Patrick Thoral,1709158263109,
6671-2,AV block 1,20170,,20170,AVblock 1,6671,Hartritme,Ritme,HD-Hartritme,0,2,0.54,APPROVED,EQUAL,Patrick Thoral,1687122867649,314379,First degree atrioventricular block,Condition,MAPS_TO,,Patrick Thoral,1687122865798,
8832-6,6mm,3159,,3159,6 mm,8832,Pupil Links Grootte,Grootte Li,NEURO-Functies,0,6,0.35,APPROVED,EQUAL,Patrick Thoral,1709158283225,45883904,6 mm,Meas Value,MAPS_TO,,Patrick Thoral,1709158282350,
6671-3,AV block 2,1305,,1305,AVblock 2,6671,Hartritme,Ritme,HD-Hartritme,0,3,0.53,APPROVED,EQUAL,Patrick Thoral,1687123081442,318448,Second degree atrioventricular block,Condition,MAPS_TO,,Patrick Thoral,1687123079774,
18671-78,"Non-operative genitourinary - Renal neoplasm, cancer",1,,1,"Non-operative genitourinary - Renal neoplasm, cancer",18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,78,0.46,APPROVED,UNREVIEWED,Patrick Thoral,1710326674756,0,Unmapped,,MAPS_TO,,,0,
6671-4,AV block 3,1198,,1198,AVblock 3,6671,Hartritme,Ritme,HD-Hartritme,0,4,0.53,APPROVED,EQUAL,Patrick Thoral,1687123266065,320744,Complete atrioventricular block,Condition,MAPS_TO,,Patrick Thoral,1687123264866,
16663-15,Diagnosis different,2,,2,Diagnose anders,16663,DMC_Neurologie_Overige,DMC_Neurologie_Overige,Diagnose,0,15,0.90,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
6671-5,AV block 2:1,131,,131,AVblock 2:1,6671,Hartritme,Ritme,HD-Hartritme,0,5,0.38,APPROVED,EQUIVALENT,Patrick Thoral,1687123573279,4065290,ECG: partial atrioventricular block - 2:1,Observation,MAPS_TO,,Patrick Thoral,1687123570447,
16664-7,S.A.B.,6,,6,S.A.B.,16664,DMC_Neurologie_Vasculair neurologisch,DMC_Neurologie_Vasculair neurologisch,Diagnose,0,7,0.54,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
18673-590,"Non-operative neurologic - Overdose, antidepressants (cyclic, lithium)",4,,4,"Non-operative neurologic - Overdose, antidepressants (cyclic, lithium)",18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,590,0.38,APPROVED,UNREVIEWED,Patrick Thoral,1710326674756,0,Unmapped,,MAPS_TO,,,0,
6671-6,AV block 3:1,49,,49,AVblock 3:1,6671,Hartritme,Ritme,HD-Hartritme,0,6,0.52,APPROVED,EQUIVALENT,Patrick Thoral,1687123588158,43020494,High degree second degree atrioventricular block,Condition,MAPS_TO,,Patrick Thoral,1687123422673,
6671-6,AV block 3:1,49,,49,AVblock 3:1,6671,Hartritme,Ritme,HD-Hartritme,0,6,0.52,APPROVED,EQUIVALENT,Patrick Thoral,1687123588158,4064458,ECG: partial atrioventricular block - 3:1,Observation,MAPS_TO,,Patrick Thoral,1687123587272,
18670-65,Operative Cardiovascular - After cardiac arrest,9,,9,Operatief Cardiovasculair - Na cardiac arrest,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,65,0.60,APPROVED,UNREVIEWED,Patrick Thoral,1710326674755,0,Unmapped,,MAPS_TO,,,0,
6671-7,AVBlock 4:1,19,,19,AVBlock 4:1,6671,Hartritme,Ritme,HD-Hartritme,0,7,0.45,APPROVED,WIDER,Patrick Thoral,1687123437621,43020494,High degree second degree atrioventricular block,Condition,MAPS_TO,,Patrick Thoral,1687123436725,
16664-8,Vasspasm protocol,1,,1,Vaatspasme protocol,16664,DMC_Neurologie_Vasculair neurologisch,DMC_Neurologie_Vasculair neurologisch,Diagnose,0,8,0.55,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
6671-8,Compl. blk,182,,182,Compl. blk,6671,Hartritme,Ritme,HD-Hartritme,0,8,0.33,APPROVED,WIDER,Patrick Thoral,1687123457821,320744,Complete atrioventricular block,Condition,MAPS_TO,,Patrick Thoral,1687123453679,
6671-9,PAT block,76,,76,PAT-block,6671,Hartritme,Ritme,HD-Hartritme,0,9,0.75,APPROVED,EQUIVALENT,Patrick Thoral,1687123642151,4190306,Paroxysmal atrial tachycardia with block,Condition,MAPS_TO,,Patrick Thoral,1687123641174,
16664-11,Intracerebral haematoma,2,,2,Intracerebraal haematoom,16664,DMC_Neurologie_Vasculair neurologisch,DMC_Neurologie_Vasculair neurologisch,Diagnose,0,11,0.78,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
6671-10,ST depr,115,,115,ST-depr,6671,Hartritme,Ritme,HD-Hartritme,0,10,0.79,APPROVED,EQUAL,Patrick Thoral,1687122427917,4095285,ST segment depression,Measurement,MAPS_TO,,Patrick Thoral,1687122426462,
18671-79,Non-operative genitourinary - Renal obstruction,32,,32,Non-operative genitourinary - Renal obstruction,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,79,0.54,APPROVED,UNREVIEWED,Patrick Thoral,1710326674756,0,Unmapped,,MAPS_TO,,,0,
18670-66,Operative Gastrointestinal - Gastrointestinal,62,,62,Operatief Gastro-Intestinaal - Gastro-intestinaal,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,66,0.72,APPROVED,UNREVIEWED,Patrick Thoral,1710326674755,0,Unmapped,,MAPS_TO,,,0,
6671-11,Asystole,192,,192,Asystolie,6671,Hartritme,Ritme,HD-Hartritme,0,11,1.00,APPROVED,EQUAL,Patrick Thoral,1687122626535,4216773,Asystole,Condition,MAPS_TO,,Patrick Thoral,1687122625980,
16664-12,Diagnosis different,7,,7,Diagnose anders,16664,DMC_Neurologie_Vasculair neurologisch,DMC_Neurologie_Vasculair neurologisch,Diagnose,0,12,0.90,APPROVED,UNREVIEWED,Patrick Thoral,1687111534676,0,Unmapped,,MAPS_TO,,,0,
6671-12,Atr Tachy,1556,,1556,Atr Tachy,6671,Hartritme,Ritme,HD-Hartritme,0,12,0.47,APPROVED,EQUAL,Patrick Thoral,1687122309160,4171269,Atrial tachycardia,Condition,MAPS_TO,,Patrick Thoral,1687122269481,
18671-339,"Postoperative genitourinary - Prostatectomy, suprapubic; for benign prostatic hypertrophy",4,,4,"Post-operative genitourinary - Prostatectomy, suprapubic; for benign prostatic hypertrophy",18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,339,0.49,APPROVED,UNREVIEWED,Patrick Thoral,1710326674756,0,Unmapped,,MAPS_TO,,,0,
16665-11,General,10,,10,Algemeen,16665,DMC_Subgroep_Algemene chirurgie,DMC_Subgroep_Algemene chirurgie,Diagnose,0,11,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1687111543801,0,Unmapped,,MAPS_TO,,,0,
18673-591,"Non-operative neurologic - Overdose, other toxin, poison or drug",12,,12,"Non-operative neurologic - Overdose, other toxin, poison or drug",18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,591,0.43,APPROVED,UNREVIEWED,Patrick Thoral,1710326674756,0,Unmapped,,MAPS_TO,,,0,
6671-13,Atrfib,207629,,207629,Atr fib,6671,Hartritme,Ritme,HD-Hartritme,0,13,0.42,APPROVED,EQUAL,Patrick Thoral,1687122637844,313217,Atrial fibrillation,Condition,MAPS_TO,,Patrick Thoral,1687045382552,
6671-14,Atr flute,14186,,14186,Atr flut,6671,Hartritme,Ritme,HD-Hartritme,0,14,0.47,APPROVED,EQUAL,Patrick Thoral,1687122639623,314665,Atrial flutter,Condition,MAPS_TO,,Patrick Thoral,1687122340063,
16665-12,Vascular surgery,175,,175,Vaatchirurgie,16665,DMC_Subgroep_Algemene chirurgie,DMC_Subgroep_Algemene chirurgie,Diagnose,0,12,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1687111543801,0,Unmapped,,MAPS_TO,,,0,
18671-80,Non-operative hematological - Anemia,8,,8,Non-operative hematological - Anemia,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,80,0.60,APPROVED,UNREVIEWED,Patrick Thoral,1710326674756,0,Unmapped,,MAPS_TO,,,0,
6671-15,Junct,2568,,2568,Junct,6671,Hartritme,Ritme,HD-Hartritme,0,15,0.94,APPROVED,EQUAL,Patrick Thoral,1687122649044,4178444,Junctional,Meas Value,MAPS_TO,,<auto>,1687038685048,
6671-16,PAT,140,,140,PAT,6671,Hartritme,Ritme,HD-Hartritme,0,16,0.73,APPROVED,EQUAL,Patrick Thoral,1687122658289,4108830,Atrial paroxysmal tachycardia,Condition,MAPS_TO,,Patrick Thoral,1687122656898,
18670-67,Operative Gastrointestinal - Gastrointestinal for neoplasm,133,,133,Operatief Gastro-Intestinaal - Gastro-intestinaal voor neoplasma,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,67,0.57,APPROVED,UNREVIEWED,Patrick Thoral,1710326674755,0,Unmapped,,MAPS_TO,,,0,
6671-17,Sinus ari,4046,,4046,Sinus ari,6671,Hartritme,Ritme,HD-Hartritme,0,17,0.74,APPROVED,EQUAL,Patrick Thoral,1687122723665,4313053,Normal sinus arrhythmia,Condition,MAPS_TO,,Patrick Thoral,1687122721750,
16665-13,Abdominal surgery,240,,240,Buikchirurgie,16665,DMC_Subgroep_Algemene chirurgie,DMC_Subgroep_Algemene chirurgie,Diagnose,0,13,0.74,APPROVED,UNREVIEWED,Patrick Thoral,1687111543801,0,Unmapped,,MAPS_TO,,,0,
6671-18,sinus arr,553,,553,Sinus arr,6671,Hartritme,Ritme,HD-Hartritme,0,18,0.67,APPROVED,EQUAL,Patrick Thoral,1687122904370,4313053,Normal sinus arrhythmia,Condition,MAPS_TO,,Patrick Thoral,1687122783179,
16665-14,Transplant surgery,65,,65,Transplantatie chirurgie,16665,DMC_Subgroep_Algemene chirurgie,DMC_Subgroep_Algemene chirurgie,Diagnose,0,14,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1687111543801,0,Unmapped,,MAPS_TO,,,0,
6671-19,Sinus block,68,,68,Sinus blk,6671,Hartritme,Ritme,HD-Hartritme,0,19,0.67,APPROVED,EQUAL,Patrick Thoral,1687122803742,4277903,Sinoatrial block,Condition,MAPS_TO,,Patrick Thoral,1687122802188,
18671-82,Non-operative hematological - Coagulopathy,29,,29,Non-operative hematological - Coagulopathy,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,82,0.54,APPROVED,UNREVIEWED,Patrick Thoral,1710326674756,0,Unmapped,,MAPS_TO,,,0,
6671-20,sinus bra,93519,,93519,Sinus bra,6671,Hartritme,Ritme,HD-Hartritme,0,20,0.72,APPROVED,EQUAL,Patrick Thoral,1687122894491,4171683,Sinus bradycardia,Condition,MAPS_TO,,Patrick Thoral,1687122892181,
18673-592,"Non-operative neurologic - Overdose, sedatives, hypnotics, antipsychotics, benzodiazepines",8,,8,"Non-operative neurologic - Overdose, sedatives, hypnotics, antipsychotics, benzodiazepines",18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,592,0.37,APPROVED,UNREVIEWED,Patrick Thoral,1710326674756,0,Unmapped,,MAPS_TO,,,0,
18671-340,"Postoperative genitourinary - Prostatectomy, suprapubic; for cancer",10,,10,"Post-operative genitourinary - Prostatectomy, suprapubic; for cancer",18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,340,0.53,APPROVED,UNREVIEWED,Patrick Thoral,1710326674756,0,Unmapped,,MAPS_TO,,,0,
6671-21,Sinus Tac,394670,,394670,Sinus Tac,6671,Hartritme,Ritme,HD-Hartritme,0,21,0.74,APPROVED,EQUIVALENT,Patrick Thoral,1687040144975,45879290,Sinus tachycardia,Meas Value,MAPS_TO,,Patrick Thoral,1687040142975,
16665-15,Endocrinological surgery,13,,13,Endocrinologische chirurgie,16665,DMC_Subgroep_Algemene chirurgie,DMC_Subgroep_Algemene chirurgie,Diagnose,0,15,0.69,APPROVED,UNREVIEWED,Patrick Thoral,1687111543801,0,Unmapped,,MAPS_TO,,,0,
18670-68,Operative Gastrointestinal - Gastrointestinal bleeding,13,,13,Operatief Gastro-Intestinaal - Gastro-intestinale bloeding,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,68,0.64,APPROVED,UNREVIEWED,Patrick Thoral,1710326674755,0,Unmapped,,MAPS_TO,,,0,
6671-22,SVT,1967,,1967,SVT,6671,Hartritme,Ritme,HD-Hartritme,0,22,0.48,APPROVED,EQUAL,Patrick Thoral,1687122910395,4275423,Supraventricular tachycardia,Condition,MAPS_TO,,Patrick Thoral,1687122909590,
16665-16,Traumatology,128,,128,Traumatologie,16665,DMC_Subgroep_Algemene chirurgie,DMC_Subgroep_Algemene chirurgie,Diagnose,0,16,0.70,APPROVED,UNREVIEWED,Patrick Thoral,1687111543801,0,Unmapped,,MAPS_TO,,,0,
6671-23,Ventr arr,127,,127,Ventr arr,6671,Hartritme,Ritme,HD-Hartritme,0,23,0.46,APPROVED,EQUAL,Patrick Thoral,1687122918200,4185572,Ventricular arrhythmia,Condition,MAPS_TO,,Patrick Thoral,1687122917501,
6671-24,VF,161,,161,VF,6671,Hartritme,Ritme,HD-Hartritme,0,24,0.63,APPROVED,EQUAL,Patrick Thoral,1687122948340,437894,Ventricular fibrillation,Condition,MAPS_TO,,Patrick Thoral,1687122946986,
6671-25,VT,2357,,2357,VT,6671,Hartritme,Ritme,HD-Hartritme,0,25,1.00,APPROVED,EQUAL,Patrick Thoral,1687122968448,4103295,Ventricular tachycardia,Condition,MAPS_TO,,Patrick Thoral,1687122967226,
6671-26,>QRS,1080,,1080,>QRS,6671,Hartritme,Ritme,HD-Hartritme,0,26,0.45,APPROVED,EQUAL,Patrick Thoral,1687123015149,4321877,Wide QRS complex,Measurement,MAPS_TO,,Patrick Thoral,1687123012718,
16665-17,Orthopedic surgery,20,,20,Orthopedische chirurgie,16665,DMC_Subgroep_Algemene chirurgie,DMC_Subgroep_Algemene chirurgie,Diagnose,0,17,0.93,APPROVED,UNREVIEWED,Patrick Thoral,1687111543801,0,Unmapped,,MAPS_TO,,,0,
18671-83,"Non-operative hematological - Hematologic medical, other",87,,87,"Non-operative hematological - Hematologic medical, other",18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,83,0.54,APPROVED,UNREVIEWED,Patrick Thoral,1710326674756,0,Unmapped,,MAPS_TO,,,0,
18671-343,"Post-operative hematology - Hematologic surgery, other",57,,57,"Post-operative hematology - Hematologic surgery, other",18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,343,0.54,APPROVED,UNREVIEWED,Patrick Thoral,1710326674756,0,Unmapped,,MAPS_TO,,,0,
6671-30,<ST segment,12,,12,<ST-segment,6671,Hartritme,Ritme,HD-Hartritme,0,30,0.65,APPROVED,EQUAL,Patrick Thoral,1687123140867,4095285,ST segment depression,Measurement,MAPS_TO,,Patrick Thoral,1687123139982,
16665-18,Genitourinary,45,,45,Urogenitaal,16665,DMC_Subgroep_Algemene chirurgie,DMC_Subgroep_Algemene chirurgie,Diagnose,0,18,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1687111543801,0,Unmapped,,MAPS_TO,,,0,
16665-19,ENT/Other,28,,28,KNO/Overige,16665,DMC_Subgroep_Algemene chirurgie,DMC_Subgroep_Algemene chirurgie,Diagnose,0,19,0.68,APPROVED,UNREVIEWED,Patrick Thoral,1687111543801,0,Unmapped,,MAPS_TO,,,0,
6671-31,>QT segment,184,,184,>QT-segment,6671,Hartritme,Ritme,HD-Hartritme,0,31,0.48,APPROVED,EQUAL,Patrick Thoral,1687123108242,4008859,Prolonged QT interval,Measurement,MAPS_TO,,Patrick Thoral,1687123106597,
18670-69,Operative Gastrointestinal - Gastrointestinal perforation or obstruction,47,,47,Operatief Gastro-Intestinaal - Gastro-intestinale perforatie of obstructie,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,69,0.56,APPROVED,UNREVIEWED,Patrick Thoral,1710326674755,0,Unmapped,,MAPS_TO,,,0,
16666-9,Cardiovascular,67,,67,Cardiovasculair,16666,DMC_Subgroep_Interne geneeskunde,DMC_Subgroep_Interne geneeskunde,Diagnose,0,9,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1687111543801,0,Unmapped,,MAPS_TO,,,0,
6671-32,>ST segment,71,,71,>ST-segment,6671,Hartritme,Ritme,HD-Hartritme,0,32,0.64,APPROVED,EQUAL,Patrick Thoral,1687123128818,4295129,ST segment elevation,Measurement,MAPS_TO,,Patrick Thoral,1687123127631,
6671-33,P.M rhythm,57210,,57210,P.M-ritme,6671,Hartritme,Ritme,HD-Hartritme,0,33,0.59,APPROVED,EQUAL,Patrick Thoral,1687123165852,4304202,Rhythm from artificial pacing,Condition,MAPS_TO,,Patrick Thoral,1687123164359,
16666-10,Pulmonary,129,,129,Pulmonaal,16666,DMC_Subgroep_Interne geneeskunde,DMC_Subgroep_Interne geneeskunde,Diagnose,0,10,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1687111543801,0,Unmapped,,MAPS_TO,,,0,
18673-593,"Non-operative neurologic - Overdose, street drugs (opiates, cocaine, amphetamine)",8,,8,"Non-operative neurologic - Overdose, street drugs (opiates, cocaine, amphetamine)",18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,593,0.36,APPROVED,UNREVIEWED,Patrick Thoral,1710326674756,0,Unmapped,,MAPS_TO,,,0,
6671-34,AV Nodal,3075,,3075,AV-Nodaal,6671,Hartritme,Ritme,HD-Hartritme,0,34,0.71,APPROVED,EQUAL,Patrick Thoral,1687123197070,4038688,AV junctional rhythm,Condition,MAPS_TO,,Patrick Thoral,1687123189394,
16666-11,Abdominal,30,,30,Abdominaal,16666,DMC_Subgroep_Interne geneeskunde,DMC_Subgroep_Interne geneeskunde,Diagnose,0,11,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1687111543801,0,Unmapped,,MAPS_TO,,,0,
18671-346,Post-operative metabolic - Adrenalectomy,37,,37,Post-operative metabolic - Adrenalectomy,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,346,0.53,APPROVED,UNREVIEWED,Patrick Thoral,1710326674756,0,Unmapped,,MAPS_TO,,,0,
18670-70,Operative Hematological - Hematological,5,,5,Operatief Hematologisch - Hematologisch,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,70,0.68,APPROVED,UNREVIEWED,Patrick Thoral,1710326674755,0,Unmapped,,MAPS_TO,,,0,
6671-35,Ventricular,811,,811,Ventriculair,6671,Hartritme,Ritme,HD-Hartritme,0,35,0.80,APPROVED,EQUAL,Patrick Thoral,1687123232284,4218242,Ventricular escape rhythm,Condition,MAPS_TO,,Patrick Thoral,1687123231398,
18671-84,"Non-operative hematological - Leukemia, acute lymphocytic",59,,59,"Non-operative hematological - Leukemia, acute lymphocytic",18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,84,0.64,APPROVED,UNREVIEWED,Patrick Thoral,1710326674756,0,Unmapped,,MAPS_TO,,,0,
16666-12,Infectious diseases,41,,41,Infectieziekten,16666,DMC_Subgroep_Interne geneeskunde,DMC_Subgroep_Interne geneeskunde,Diagnose,0,12,0.96,APPROVED,UNREVIEWED,Patrick Thoral,1687111543801,0,Unmapped,,MAPS_TO,,,0,
6685-1,CPPV,118,,118,CPPV,6685,Type Beademing Evita 4,Type Evita 4,ZZ-OUD-Resp-Evita Machinegegevens,0,1,0.44,APPROVED,EQUAL,Patrick Thoral,1711078053612,4165535,Continuous positive airway pressure ventilation treatment,Procedure,MAPS_TO,,Patrick Thoral,1711077956470,
6685-1,CPPV,118,,118,CPPV,6685,Type Beademing Evita 4,Type Evita 4,ZZ-OUD-Resp-Evita Machinegegevens,0,1,0.44,APPROVED,EQUAL,Patrick Thoral,1711078053612,45880365,Assisted ventilation,Meas Value,MAPS_TO,,Patrick Thoral,1711078051611,
6685-3,ASB,213,,213,ASB,6685,Type Beademing Evita 4,Type Evita 4,ZZ-OUD-Resp-Evita Machinegegevens,0,3,0.65,APPROVED,EQUIVALENT,Patrick Thoral,1711075109454,45880365,Assisted ventilation,Meas Value,MAPS_TO,,Patrick Thoral,1710328195649,
6685-3,ASB,213,,213,ASB,6685,Type Beademing Evita 4,Type Evita 4,ZZ-OUD-Resp-Evita Machinegegevens,0,3,0.65,APPROVED,EQUIVALENT,Patrick Thoral,1711075109454,37154096,Pressure support ventilation,Procedure,MAPS_TO,,Patrick Thoral,1711075107171,
16666-13,Metabolic,55,,55,Metabool,16666,DMC_Subgroep_Interne geneeskunde,DMC_Subgroep_Interne geneeskunde,Diagnose,0,13,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1687111543801,0,Unmapped,,MAPS_TO,,,0,
18670-71,Operative Renal - Renal,8,,8,Operatief Renaal - Renaal,18670,NICE SEC APACHEII diagnosen,NICE SEC APACHEII diagnosen,NICE - Apache,0,71,0.55,APPROVED,UNREVIEWED,Patrick Thoral,1710326674755,0,Unmapped,,MAPS_TO,,,0,
