sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:source_concept,ADD_INFO:item,ADD_INFO:itemid,ADD_INFO:valueid,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
18671-339,"Postoperative genitourinary - Prostatectomy, suprapubic; for benign prostatic hypertrophy",4,,"Post-operative genitourinary - Prostatectomy, suprapubic; for benign prostatic hypertrophy",NICE APACHEIV diagnosen,18671,339,0.54,APPROVED,EQUAL,Patrick Thoral,1711234285272,198803,Benign prostatic hyperplasia,Condition,MAPS_TO,,<auto>,1685372662050,
18671-339,"Postoperative genitourinary - Prostatectomy, suprapubic; for benign prostatic hypertrophy",4,,"Post-operative genitourinary - Prostatectomy, suprapubic; for benign prostatic hypertrophy",NICE APACHEIV diagnosen,18671,339,0.54,APPROVED,EQUAL,Patrick Thoral,1711234285272,4263480,Suprapubic prostatectomy,Procedure,MAPS_TO,,Patrick Thoral,1711234283828,
16648-20,Abdominal trauma (surgical),11,,Buiktrauma (operatief),DMC_Algemene chirurgie_Trauma,16648,20,0.61,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710019623061,
16648-20,Abdominal trauma (surgical),11,,Buiktrauma (operatief),DMC_Algemene chirurgie_Trauma,16648,20,0.61,APPROVED,EQUAL,Patrick Thoral,1711248222024,200588,Injury of abdomen,Condition,MAPS_TO,,Patrick Thoral,1710019786088,
16648-20,Abdominal trauma (surgical),11,,Buiktrauma (operatief),DMC_Algemene chirurgie_Trauma,16648,20,0.61,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
17017-32,"Spinal cord only trauma, surgery for",16,,"Spinal cord only trauma, surgery for",APACHEIV Post-operative trauma,17017,32,0.40,APPROVED,EQUAL,Patrick Thoral,1711248222024,600861,Traumatic spinal cord injury,Condition,MAPS_TO,,Patrick Thoral,1710013133530,
17017-32,"Spinal cord only trauma, surgery for",16,,"Spinal cord only trauma, surgery for",APACHEIV Post-operative trauma,17017,32,0.40,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
18671-311,Post-operative gastrointestinal - Peritoneal lavage,1,,Post-operative gastro-intestinal - Peritoneal lavage,NICE APACHEIV diagnosen,18671,311,0.50,APPROVED,EQUAL,Patrick Thoral,1711244382733,196152,Peritonitis,Condition,MAPS_TO,,Patrick Thoral,1710033469549,
18671-311,Post-operative gastrointestinal - Peritoneal lavage,1,,Post-operative gastro-intestinal - Peritoneal lavage,NICE APACHEIV diagnosen,18671,311,0.50,APPROVED,EQUAL,Patrick Thoral,1711244382733,4306203,Peritoneal lavage,Procedure,MAPS_TO,,Patrick Thoral,1711244381866,
18671-126,"Non-operative neurologic - Hematoma, epidural",63,,"Non-operative neurologic - Hematoma, epidural",NICE APACHEIV diagnosen,18671,126,0.47,APPROVED,EQUAL,Patrick Thoral,1711230579588,4176148,Extradural intracranial hematoma,Condition,MAPS_TO,,Patrick Thoral,1710026718934,
17009-32,Splenectomy,4,,Splenectomy,APACHEIV Post-operative gastro-intestinal,17009,32,0.57,APPROVED,EQUAL,Patrick Thoral,1711238220584,201265,Disorder of spleen,Condition,MAPS_TO,,Patrick Thoral,1710013177468,
17009-32,Splenectomy,4,,Splenectomy,APACHEIV Post-operative gastro-intestinal,17009,32,0.57,APPROVED,EQUAL,Patrick Thoral,1711238220584,4125482,Splenectomy,Procedure,MAPS_TO,,Patrick Thoral,1711238217804,
18671-21,"Non-operative cardiovascular - Hypertension, uncontrolled (for cerebrovascular accident-see Neurological System)",59,,"Non-operative cardiovascular - Hypertension, uncontrolled (for cerebrovascular accident-see Neurological System)",NICE APACHEIV diagnosen,18671,21,0.46,APPROVED,EQUAL,Patrick Thoral,1711230579588,45768449,Hypertensive crisis,Condition,MAPS_TO,,Patrick Thoral,1710024962743,
18671-274,"Post-operative cardiovascular - Sepsis, renal/UTI (including bladder)",1,,"Post-operative cardiovascular - Sepsis, renal/UTI (including bladder)",NICE APACHEIV diagnosen,18671,274,0.36,APPROVED,EQUAL,Patrick Thoral,1711245716676,132797,Sepsis,Condition,MAPS_TO,,Patrick Thoral,1710032564610,
18671-274,"Post-operative cardiovascular - Sepsis, renal/UTI (including bladder)",1,,"Post-operative cardiovascular - Sepsis, renal/UTI (including bladder)",NICE APACHEIV diagnosen,18671,274,0.36,APPROVED,EQUAL,Patrick Thoral,1711245716676,81902,Urinary tract infectious disease,Condition,MAPS_TO,,Patrick Thoral,1710032685564,
18671-274,"Post-operative cardiovascular - Sepsis, renal/UTI (including bladder)",1,,"Post-operative cardiovascular - Sepsis, renal/UTI (including bladder)",NICE APACHEIV diagnosen,18671,274,0.36,APPROVED,EQUAL,Patrick Thoral,1711245716676,4012185,Cardiovascular surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711245703709,
17008-20,CABG with mitral valve replacement,40,,CABG with mitral valve replacement,APACHEIV Post-operative cardiovascular,17008,20,0.45,APPROVED,EQUAL,Patrick Thoral,1711236552437,317576,Coronary arteriosclerosis,Condition,MAPS_TO,,Patrick Thoral,1696502264387,
17008-20,CABG with mitral valve replacement,40,,CABG with mitral valve replacement,APACHEIV Post-operative cardiovascular,17008,20,0.45,APPROVED,EQUAL,Patrick Thoral,1711236552437,319843,Mitral valve disorder,Condition,MAPS_TO,,Patrick Thoral,1696502433634,
17008-20,CABG with mitral valve replacement,40,,CABG with mitral valve replacement,APACHEIV Post-operative cardiovascular,17008,20,0.45,APPROVED,EQUAL,Patrick Thoral,1711236552437,4336464,Coronary artery bypass graft,Procedure,MAPS_TO,,Patrick Thoral,1711235815830,
17008-20,CABG with mitral valve replacement,40,,CABG with mitral valve replacement,APACHEIV Post-operative cardiovascular,17008,20,0.45,APPROVED,EQUAL,Patrick Thoral,1711236552437,4203153,Replacement of mitral valve,Procedure,MAPS_TO,,Patrick Thoral,1711236549100,
18671-340,"Postoperative genitourinary - Prostatectomy, suprapubic; for cancer",10,,"Post-operative genitourinary - Prostatectomy, suprapubic; for cancer",NICE APACHEIV diagnosen,18671,340,0.35,APPROVED,EQUAL,Patrick Thoral,1711234504227,4116087,Carcinoma of prostate,Condition,MAPS_TO,,Patrick Thoral,1710034076556,
18671-340,"Postoperative genitourinary - Prostatectomy, suprapubic; for cancer",10,,"Post-operative genitourinary - Prostatectomy, suprapubic; for cancer",NICE APACHEIV diagnosen,18671,340,0.35,APPROVED,EQUAL,Patrick Thoral,1711234504227,4263480,Suprapubic prostatectomy,Procedure,MAPS_TO,,Patrick Thoral,1711234501110,
17036-32,Thoracotomy for lung cancer,19,,Thoracotomy for lung cancer,SEC_APACHEIV Post-operative respiratory,17036,32,0.61,APPROVED,EQUAL,Patrick Thoral,1711244952290,258369,Primary malignant neoplasm of lung,Condition,MAPS_TO,,<auto>,1685372663618,
17036-32,Thoracotomy for lung cancer,19,,Thoracotomy for lung cancer,SEC_APACHEIV Post-operative respiratory,17036,32,0.61,APPROVED,EQUAL,Patrick Thoral,1711244952290,4073393,Opening of chest,Procedure,MAPS_TO,,Patrick Thoral,1711244947992,
18671-232,Postoperative cardiovascular - Atrial Septal Defect (ASD) Repair,8,,Post-operative cardiovascular - Atrial Septal Defect (ASD) Repair,NICE APACHEIV diagnosen,18671,232,0.53,APPROVED,EQUAL,Patrick Thoral,1711234123880,4289309,Atrial septal defect,Condition,MAPS_TO,,<auto>,1685372663766,
18671-232,Postoperative cardiovascular - Atrial Septal Defect (ASD) Repair,8,,Post-operative cardiovascular - Atrial Septal Defect (ASD) Repair,NICE APACHEIV diagnosen,18671,232,0.53,APPROVED,EQUAL,Patrick Thoral,1711234123880,4012932,Atrioseptoplasty,Procedure,MAPS_TO,,Patrick Thoral,1711234118356,
18671-127,"Non-operative neurologic - Hematoma, subdural",151,,"Non-operative neurologic - Hematoma, subdural",NICE APACHEIV diagnosen,18671,127,0.54,APPROVED,EQUAL,Patrick Thoral,1711230579588,4318408,Subdural hematoma,Condition,MAPS_TO,,<auto>,1685372663807,
17026-33,"Cancer, laryngeal",7,,"Cancer, laryngeal",SEC_APACHEIV Non-operative respiratory,17026,33,0.83,APPROVED,EQUAL,Patrick Thoral,1711230500289,4178968,Malignant tumor of larynx,Condition,MAPS_TO,,<auto>,1685372664059,
18669-21,Operative Neurological - Craniotomy for haematoma,1169,,Operatief Neurologisch - Craniotomie voor haematoom,NICE APACHEII diagnosen,18669,21,0.50,APPROVED,EQUAL,Patrick Thoral,1711240480974,42872434,Intracranial hematoma,Condition,MAPS_TO,,Patrick Thoral,1685379577239,
18669-21,Operative Neurological - Craniotomy for haematoma,1169,,Operatief Neurologisch - Craniotomie voor haematoom,NICE APACHEII diagnosen,18669,21,0.50,APPROVED,EQUAL,Patrick Thoral,1711240480974,4019540,Evacuation of intracerebral hematoma,Procedure,MAPS_TO,,Patrick Thoral,1711240474729,
18671-312,"Post-operative gastrointestinal - Peritonitis, surgery for",2,,"Post-operative gastro-intestinal - Peritonitis, surgery for",NICE APACHEIV diagnosen,18671,312,0.47,APPROVED,EQUAL,Patrick Thoral,1711244392052,196152,Peritonitis,Condition,MAPS_TO,,Patrick Thoral,1710033478830,
18671-312,"Post-operative gastrointestinal - Peritonitis, surgery for",2,,"Post-operative gastro-intestinal - Peritonitis, surgery for",NICE APACHEIV diagnosen,18671,312,0.47,APPROVED,EQUAL,Patrick Thoral,1711244392052,4314251,Laparotomy,Procedure,MAPS_TO,,Patrick Thoral,1711244391509,
16658-20,Chronic obstructive pulmonary disease,5,,Chronisch obstructieve longziekte,DMC_Interne Geneeskunde_Pulmonaal,16658,20,1.00,APPROVED,EQUAL,Patrick Thoral,1711230623660,257004,Acute exacerbation of chronic obstructive airways disease,Condition,MAPS_TO,,Patrick Thoral,1696504977148,
17025-33,drug withdrawal,4,,Drug withdrawal,SEC_APACHEIV Non-operative neurologic,17025,33,1.00,APPROVED,EQUAL,Patrick Thoral,1711230500290,37165425,Substance withdrawal,Condition,MAPS_TO,,Patrick Thoral,1711094625134,
18671-343,"Post-operative hematology - Hematologic surgery, other",57,,"Post-operative hematology - Hematologic surgery, other",NICE APACHEIV diagnosen,18671,343,0.45,APPROVED,EQUAL,Patrick Thoral,1711241121592,432571,Malignant lymphoma,Condition,MAPS_TO,,Patrick Thoral,1710034103968,
18671-343,"Post-operative hematology - Hematologic surgery, other",57,,"Post-operative hematology - Hematologic surgery, other",NICE APACHEIV diagnosen,18671,343,0.45,APPROVED,EQUAL,Patrick Thoral,1711241121592,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711241119621,
18673-467,"Non-operative cardiovascular - Complications of previous open heart surgery (i.e. bleeding, infection etc.)",2,,"Non-operative cardiovascular - Complications of previous open heart surgery (i.e. bleeding, infection etc.)",NICE SEC APACHEIV diagnosen,18673,467,0.36,APPROVED,EQUAL,Patrick Thoral,1711230545286,4300243,Postoperative complication,Condition,MAPS_TO,,Patrick Thoral,1710024798808,
18671-276,Post-operative cardiovascular - Thrombectomy (with general anaesthesia),23,,Post-operative cardiovascular - Thrombectomy (with general anesthesia),NICE APACHEIV diagnosen,18671,276,0.40,APPROVED,EQUAL,Patrick Thoral,1711243951981,3654996,Peripheral arterial disease,Condition,MAPS_TO,,Patrick Thoral,1710032740910,
18671-276,Post-operative cardiovascular - Thrombectomy (with general anaesthesia),23,,Post-operative cardiovascular - Thrombectomy (with general anesthesia),NICE APACHEIV diagnosen,18671,276,0.40,APPROVED,EQUAL,Patrick Thoral,1711243951981,4287324,Thrombectomy of artery,Procedure,MAPS_TO,,Patrick Thoral,1711243951245,
16643-20,Diagnosis different,62,,Diagnose anders,DMC_Algemene chirurgie_Buikchirurgie,16643,20,0.64,APPROVED,EQUAL,Patrick Thoral,1711237513170,4000610,Disorder of gastrointestinal tract,Condition,MAPS_TO,,Patrick Thoral,1710017893386,
16643-20,Diagnosis different,62,,Diagnose anders,DMC_Algemene chirurgie_Buikchirurgie,16643,20,0.64,APPROVED,EQUAL,Patrick Thoral,1711237513170,4314251,Laparotomy,Procedure,MAPS_TO,,Patrick Thoral,1711237512019,
18671-128,"Non-operative neurologic - Hemorrhage/hematoma, intracranial",403,,"Non-operative neurologic - Hemorrhage/hematoma, intracranial",NICE APACHEIV diagnosen,18671,128,0.54,APPROVED,EQUAL,Patrick Thoral,1711230579588,439847,Intracranial hemorrhage,Condition,MAPS_TO,,Patrick Thoral,1685386369399,
18671-315,Post-operative Gastrointestinal - Splenectomy,40,,Post-operative gastro-intestinal - Splenectomy,NICE APACHEIV diagnosen,18671,315,0.53,APPROVED,EQUAL,Patrick Thoral,1711238220406,201265,Disorder of spleen,Condition,MAPS_TO,,Patrick Thoral,1710033494464,
18671-315,Post-operative Gastrointestinal - Splenectomy,40,,Post-operative gastro-intestinal - Splenectomy,NICE APACHEIV diagnosen,18671,315,0.53,APPROVED,EQUAL,Patrick Thoral,1711238220406,4125482,Splenectomy,Procedure,MAPS_TO,,Patrick Thoral,1711238217804,
17010-21,Orchiectomy with/without pelvic lymph node dissection,2,,Orchiectomy with/without pelvic lymph node dissection,APACHEIV Post-operative genitourinary,17010,21,0.40,APPROVED,EQUAL,Patrick Thoral,1711242778979,4129900,Neoplasm of testis,Condition,MAPS_TO,,Patrick Thoral,1710030519075,
17010-21,Orchiectomy with/without pelvic lymph node dissection,2,,Orchiectomy with/without pelvic lymph node dissection,APACHEIV Post-operative genitourinary,17010,21,0.40,APPROVED,EQUAL,Patrick Thoral,1711242778979,4341536,Total orchidectomy,Procedure,MAPS_TO,,Patrick Thoral,1711242778191,
17008-33,Embolectomy (without general anaesthesia),4,,Embolectomy (without general anesthesia),APACHEIV Post-operative cardiovascular,17008,33,0.52,APPROVED,EQUAL,Patrick Thoral,1711244336100,321052,Peripheral vascular disease,Condition,MAPS_TO,,Patrick Thoral,1710018286177,
17008-33,Embolectomy (without general anaesthesia),4,,Embolectomy (without general anesthesia),APACHEIV Post-operative cardiovascular,17008,33,0.52,APPROVED,EQUAL,Patrick Thoral,1711244336100,4246371,Arterial embolectomy,Procedure,MAPS_TO,,Patrick Thoral,1711244335472,
18671-233,"Post-operative cardiovascular - CABG alone, coronary artery bypass grafting",4038,,"Post-operative cardiovascular - CABG alone, coronary artery bypass grafting",NICE APACHEIV diagnosen,18671,233,0.47,APPROVED,EQUAL,Patrick Thoral,1711236677083,317576,Coronary arteriosclerosis,Condition,MAPS_TO,,Patrick Thoral,1685372988465,
18671-233,"Post-operative cardiovascular - CABG alone, coronary artery bypass grafting",4038,,"Post-operative cardiovascular - CABG alone, coronary artery bypass grafting",NICE APACHEIV diagnosen,18671,233,0.47,APPROVED,EQUAL,Patrick Thoral,1711236677083,4336464,Coronary artery bypass graft,Procedure,MAPS_TO,,Patrick Thoral,1711236669945,
17009-20,"GI Perforation/rupture, surgery for",161,,"GI Perforation/rupture, surgery for",APACHEIV Post-operative gastro-intestinal,17009,20,0.32,APPROVED,EQUAL,Patrick Thoral,1711239562431,4202064,Gastrointestinal perforation,Condition,MAPS_TO,,Patrick Thoral,1709163842724,
17009-20,"GI Perforation/rupture, surgery for",161,,"GI Perforation/rupture, surgery for",APACHEIV Post-operative gastro-intestinal,17009,20,0.32,APPROVED,EQUAL,Patrick Thoral,1711239562431,4314251,Laparotomy,Procedure,MAPS_TO,,Patrick Thoral,1711239556729,
18671-346,Post-operative metabolic - Adrenalectomy,37,,Post-operative metabolic - Adrenalectomy,NICE APACHEIV diagnosen,18671,346,0.53,APPROVED,EQUAL,Patrick Thoral,1711231960730,4170895,Adrenal hyperplasia,Condition,MAPS_TO,,Patrick Thoral,1710034138805,
18671-346,Post-operative metabolic - Adrenalectomy,37,,Post-operative metabolic - Adrenalectomy,NICE APACHEIV diagnosen,18671,346,0.53,APPROVED,EQUAL,Patrick Thoral,1711231960730,4137462,Adrenalectomy,Procedure,MAPS_TO,,Patrick Thoral,1711231958593,
17007-20,Head/abdominal trauma,3,,Head/abdomen trauma,APACHEIV Non-operative trauma,17007,20,0.45,APPROVED,EQUAL,Patrick Thoral,1711230694213,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710019657254,
17007-20,Head/abdominal trauma,3,,Head/abdomen trauma,APACHEIV Non-operative trauma,17007,20,0.45,APPROVED,EQUAL,Patrick Thoral,1711230694213,375415,Injury of head,Condition,MAPS_TO,,Patrick Thoral,1710021249664,
17007-20,Head/abdominal trauma,3,,Head/abdomen trauma,APACHEIV Non-operative trauma,17007,20,0.45,APPROVED,EQUAL,Patrick Thoral,1711230694213,200588,Injury of abdomen,Condition,MAPS_TO,,Patrick Thoral,1710021272883,
18671-278,Postoperative cardiovascular - Tricuspid valve surgery,3,,Post-operative cardiovascular - Tricuspid valve surgery,NICE APACHEIV diagnosen,18671,278,0.50,APPROVED,EQUAL,Patrick Thoral,1711247585053,316993,Tricuspid valve disorder,Condition,MAPS_TO,,Patrick Thoral,1710032759865,
18671-278,Postoperative cardiovascular - Tricuspid valve surgery,3,,Post-operative cardiovascular - Tricuspid valve surgery,NICE APACHEIV diagnosen,18671,278,0.50,APPROVED,EQUAL,Patrick Thoral,1711247585053,4338315,Tricuspid valve operation,Procedure,MAPS_TO,,Patrick Thoral,1711247579023,
18673-468,"Non-operative cardiovascular - Contusion, myocardial (include R/O)",6,,"Non-operative cardiovascular - Contusion, myocardial (include R/O)",NICE SEC APACHEIV diagnosen,18673,468,0.42,APPROVED,EQUAL,Patrick Thoral,1711230545286,321710,Contusion to heart,Condition,MAPS_TO,,<auto>,1685372666079,
17004-21,"Overdose, antidepressants (cyclic, lithium)",38,,"Overdose, antidepressants (cyclic, lithium)",APACHEIV Non-operative neurologic,17004,21,0.57,APPROVED,EQUAL,Patrick Thoral,1711230694213,4176983,Overdose of antidepressant drug,Condition,MAPS_TO,,Patrick Thoral,1710030863611,
18669-33,Non-operative Cardiovascular - Arrhythmias,519,,Non-operatief Cardiovasculair - Ritmestoornissen,NICE APACHEII diagnosen,18669,33,0.60,APPROVED,EQUAL,Patrick Thoral,1711230600603,44784217,Cardiac arrhythmia,Condition,MAPS_TO,,Patrick Thoral,1710024482143,
18671-234,"Post-operative cardiovascular - CABG alone, redo",42,,"Post-operative cardiovascular - CABG alone, redo",NICE APACHEIV diagnosen,18671,234,0.45,APPROVED,EQUAL,Patrick Thoral,1711236722692,317576,Coronary arteriosclerosis,Condition,MAPS_TO,,Patrick Thoral,1710031777723,
18671-234,"Post-operative cardiovascular - CABG alone, redo",42,,"Post-operative cardiovascular - CABG alone, redo",NICE APACHEIV diagnosen,18671,234,0.45,APPROVED,EQUAL,Patrick Thoral,1711236722692,37016181,Coronary arteriosclerosis following coronary artery bypass graft,Condition,MAPS_TO,,Patrick Thoral,1710031833427,
18671-234,"Post-operative cardiovascular - CABG alone, redo",42,,"Post-operative cardiovascular - CABG alone, redo",NICE APACHEIV diagnosen,18671,234,0.45,APPROVED,EQUAL,Patrick Thoral,1711236722692,4020216,Revision of bypass for coronary artery,Procedure,MAPS_TO,,Patrick Thoral,1711236717082,
17017-20,"Head/abdomen trauma, surgery for",5,,"Head/abdomen trauma, surgery for",APACHEIV Post-operative trauma,17017,20,0.38,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710019657254,
17017-20,"Head/abdomen trauma, surgery for",5,,"Head/abdomen trauma, surgery for",APACHEIV Post-operative trauma,17017,20,0.38,APPROVED,EQUAL,Patrick Thoral,1711248222024,375415,Injury of head,Condition,MAPS_TO,,Patrick Thoral,1710021249664,
17017-20,"Head/abdomen trauma, surgery for",5,,"Head/abdomen trauma, surgery for",APACHEIV Post-operative trauma,17017,20,0.38,APPROVED,EQUAL,Patrick Thoral,1711248222024,200588,Injury of abdomen,Condition,MAPS_TO,,Patrick Thoral,1710021272883,
17017-20,"Head/abdomen trauma, surgery for",5,,"Head/abdomen trauma, surgery for",APACHEIV Post-operative trauma,17017,20,0.38,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
18671-347,"Post-operative metabolic - Metabolic/endocrine surgery, other",15,,"Post-operative metabolic - Metabolic/endocrine surgery, other",NICE APACHEIV diagnosen,18671,347,0.38,APPROVED,EQUAL,Patrick Thoral,1711232356863,31821,Disorder of endocrine system,Condition,MAPS_TO,,Patrick Thoral,1710034149813,
18671-347,"Post-operative metabolic - Metabolic/endocrine surgery, other",15,,"Post-operative metabolic - Metabolic/endocrine surgery, other",NICE APACHEIV diagnosen,18671,347,0.38,APPROVED,EQUAL,Patrick Thoral,1711232356863,4194964,Operation on endocrine system,Procedure,MAPS_TO,,Patrick Thoral,1711232355703,
17005-21,"Pneumonia, parasitic (i.e. Pneumocystis pneumonia)",3,,"Pneumonia, parasitic (i.e. Pneumocystis pneumonia)",APACHEIV Non-operative respiratory,17005,21,0.48,APPROVED,EQUAL,Patrick Thoral,1711230694213,4190647,Pneumocystosis pneumonia,Condition,MAPS_TO,,<auto>,1685372666837,
18671-316,Post-operative gastrointestinal - Whipple surgery for pancreatic cancer,38,,Post-operative gastro-intestinal - Whipple-surgery for pancreatic cancer,NICE APACHEIV diagnosen,18671,316,0.43,APPROVED,EQUAL,Patrick Thoral,1711241754856,4180793,Malignant tumor of pancreas,Condition,MAPS_TO,,Patrick Thoral,1710033510941,
18671-316,Post-operative gastrointestinal - Whipple surgery for pancreatic cancer,38,,Post-operative gastro-intestinal - Whipple-surgery for pancreatic cancer,NICE APACHEIV diagnosen,18671,316,0.43,APPROVED,EQUAL,Patrick Thoral,1711241754856,4020329,Pancreaticoduodenectomy,Procedure,MAPS_TO,,Patrick Thoral,1711241749557,
18673-469,"Non-operative cardiovascular - Efffusion, pericardial",2,,"Non-operative cardiovascular - Efffusion, pericardial",NICE SEC APACHEIV diagnosen,18673,469,0.53,APPROVED,EQUAL,Patrick Thoral,1711230545286,4161701,Pericardial effusion,Condition,MAPS_TO,,<auto>,1685372667127,
18671-279,"Post-operative cardiovascular - Tumor removal, intracardiac",19,,"Post-operative cardiovascular - Tumor removal, intracardiac",NICE APACHEIV diagnosen,18671,279,0.45,APPROVED,EQUAL,Patrick Thoral,1711233190890,37395826,Adult heart tumor,Condition,MAPS_TO,,Patrick Thoral,1710032780807,
18671-279,"Post-operative cardiovascular - Tumor removal, intracardiac",19,,"Post-operative cardiovascular - Tumor removal, intracardiac",NICE APACHEIV diagnosen,18671,279,0.45,APPROVED,EQUAL,Patrick Thoral,1711233190890,4329271,Resection of neoplasm of heart,Procedure,MAPS_TO,,Patrick Thoral,1711233186856,
18671-33,Non-operative cardiovascular - Rhythm disturbance (ventricular),137,,Non-operative cardiovascular - Rhythm disturbance (ventricular),NICE APACHEIV diagnosen,18671,33,0.52,APPROVED,EQUAL,Patrick Thoral,1711230579588,4185572,Ventricular arrhythmia,Condition,MAPS_TO,,Patrick Thoral,1710025187084,
17014-21,"Spinal cord sugery, other",24,,"Spinal cord sugery, other",APACHEIV Post-operative neurologic,17014,21,0.40,APPROVED,EQUAL,Patrick Thoral,1711245933446,135526,Spinal cord disease,Condition,MAPS_TO,,Patrick Thoral,1710013165670,
17014-21,"Spinal cord sugery, other",24,,"Spinal cord sugery, other",APACHEIV Post-operative neurologic,17014,21,0.40,APPROVED,EQUAL,Patrick Thoral,1711245933446,4298562,Operation on spinal cord,Procedure,MAPS_TO,,Patrick Thoral,1711245924667,
18671-349,Post-operative metabolic - Thyroidectomy,12,,Post-operative metabolic - Thyroidectomy,NICE APACHEIV diagnosen,18671,349,0.52,APPROVED,EQUAL,Patrick Thoral,1711238416905,141253,Disorder of thyroid gland,Condition,MAPS_TO,,Patrick Thoral,1710034159877,
18671-349,Post-operative metabolic - Thyroidectomy,12,,Post-operative metabolic - Thyroidectomy,NICE APACHEIV diagnosen,18671,349,0.52,APPROVED,EQUAL,Patrick Thoral,1711238416905,4030107,Thyroidectomy,Procedure,MAPS_TO,,Patrick Thoral,1711238412540,
18671-236,Post-operative cardiovascular - CABG redo with valve repair/replacement,124,,Post-operative cardiovascular - CABG redo with valve repair/replacement,NICE APACHEIV diagnosen,18671,236,0.36,APPROVED,EQUAL,Patrick Thoral,1711236771403,317576,Coronary arteriosclerosis,Condition,MAPS_TO,,Patrick Thoral,1710031777723,
18671-236,Post-operative cardiovascular - CABG redo with valve repair/replacement,124,,Post-operative cardiovascular - CABG redo with valve repair/replacement,NICE APACHEIV diagnosen,18671,236,0.36,APPROVED,EQUAL,Patrick Thoral,1711236771403,37016181,Coronary arteriosclerosis following coronary artery bypass graft,Condition,MAPS_TO,,Patrick Thoral,1710031833427,
18671-236,Post-operative cardiovascular - CABG redo with valve repair/replacement,124,,Post-operative cardiovascular - CABG redo with valve repair/replacement,NICE APACHEIV diagnosen,18671,236,0.36,APPROVED,EQUAL,Patrick Thoral,1711236771403,4281749,Heart valve disorder,Condition,MAPS_TO,,Patrick Thoral,1710032099691,
18671-236,Post-operative cardiovascular - CABG redo with valve repair/replacement,124,,Post-operative cardiovascular - CABG redo with valve repair/replacement,NICE APACHEIV diagnosen,18671,236,0.36,APPROVED,EQUAL,Patrick Thoral,1711236771403,4020216,Revision of bypass for coronary artery,Procedure,MAPS_TO,,Patrick Thoral,1711236717082,
18671-236,Post-operative cardiovascular - CABG redo with valve repair/replacement,124,,Post-operative cardiovascular - CABG redo with valve repair/replacement,NICE APACHEIV diagnosen,18671,236,0.36,APPROVED,EQUAL,Patrick Thoral,1711236771403,4249161,Operation on heart valve,Procedure,MAPS_TO,,Patrick Thoral,1711236759045,
16998-20,Hemorrhage (for gastrointestinal bleeding -see GI system) (trauma: see Trauma),44,,Hemorrhage (for gastrointestinal bleeding -see GI system) (trauma: see Trauma),APACHE IV Non-operative cardiovascular,16998,20,0.45,APPROVED,EQUAL,Patrick Thoral,1711230694213,437312,Bleeding,Condition,MAPS_TO,,Patrick Thoral,1685390335426,
18673-470,Nonoperative cardiovascular - Endocarditis,11,,Non-operative cardiovascular - Endocarditis,NICE SEC APACHEIV diagnosen,18673,470,0.59,APPROVED,EQUAL,Patrick Thoral,1711230545286,441589,Endocarditis,Condition,MAPS_TO,,Patrick Thoral,1710024878008,
18671-280,"Post-operative cardiovascular - Vascular surgery, other",179,,"Post-operative cardiovascular - Vascular surgery, other",NICE APACHEIV diagnosen,18671,280,0.46,APPROVED,EQUAL,Patrick Thoral,1711237318310,134057,Disorder of cardiovascular system,Condition,MAPS_TO,,Patrick Thoral,1709163560528,
18671-280,"Post-operative cardiovascular - Vascular surgery, other",179,,"Post-operative cardiovascular - Vascular surgery, other",NICE APACHEIV diagnosen,18671,280,0.46,APPROVED,EQUAL,Patrick Thoral,1711237318310,4148948,Vascular surgery procedure,Procedure,MAPS_TO,,Patrick Thoral,1711237315275,
16998-33,Rhythm disturbance (ventricular),64,,Rhythm disturbance (ventricular),APACHE IV Non-operative cardiovascular,16998,33,0.55,APPROVED,EQUAL,Patrick Thoral,1711230694213,4185572,Ventricular arrhythmia,Condition,MAPS_TO,,Patrick Thoral,1685390180104,
18671-317,Post-operative genitourinary - Bladder repair for perforation/rupture,41,,Post-operative genitourinary - Bladder repair for perforation/rupture,NICE APACHEIV diagnosen,18671,317,0.47,APPROVED,EQUAL,Patrick Thoral,1711243262508,4134928,Perforation of bladder,Condition,MAPS_TO,,Patrick Thoral,1710033527203,
