sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:count_validated,ADD_INFO:vocabulary_id,ADD_INFO:vocabulary_concept_code,ADD_INFO:vocabulary_concept_name,ADD_INFO:source_concept,ADD_INFO:abbreviation,ADD_INFO:category,ADD_INFO:islabresult,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
19410,Other RNA PCR (br.-alv.lav),1,,1,,,,Overige RNA PCR (br.-alv.lav),Overige RNA PCR (br.-alv.lav),LAB-Viro-Micro-BAL,1,0.33,UNCHECKED,UNREVIEWED,,0,21492506,Left ventricular lateral anterior Segmental wall motion by Cardiac angiogram,Measurement,MAPS_TO,,<auto>,1687596161744,
17603,Note LP (blood),7,,7,,,,Opmerking LP (bloed),Opmerking LP (bloed),LAB-Divers-bloed,1,0.25,UNCHECKED,UNREVIEWED,,0,21490586,Blood temperature,Measurement,MAPS_TO,,<auto>,1687596161975,
15477,MRSA DNA PCR (throat),177,,177,,,,MRSA DNA PCR (keel),MRSA DNA PCR (keel),LAB-Viro-Micro-keel,1,0.38,APPROVED,EQUAL,Patrick Thoral,1696454169405,3033966,Methicillin resistant Staphylococcus aureus (MRSA) DNA [Presence] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,Patrick Thoral,1696454168325,
10859,Rota virus antigen test (faeces),44,,44,,,,Rota virus antigeentest (faeces),Rota virus antigeentest (faeces),LAB-Viro-Micro-faeces,1,0.27,UNCHECKED,UNREVIEWED,,0,3008284,Rotavirus Ag [Presence] in Stool,Measurement,MAPS_TO,,<auto>,1687596162289,
17604,Note MDS (bone marrow),2,,2,,,,Opmerking MDS (beenmerg),Opmerking MDS (beenmerg),LAB-Divers-beenmerg,1,0.29,UNCHECKED,UNREVIEWED,,0,3048879,Bone marrow aspiration report,Measurement,MAPS_TO,,<auto>,1687596162363,
17861,Streptococcal anti DNase (blood),7,,7,,,,Streptococcen anti DNase (bloed),Streptococcen anti DNase (bloed),LAB-Viro-Micro-bloed,1,0.50,UNCHECKED,UNREVIEWED,,0,3001475,Streptococcal DNAse B [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596162378,
11294,Other Ext PCR (biopsy),7,,7,,,,Overige Ext PCR (biopt),Overige Ext PCR (biopt),LAB-Viro-Micro-biopt,1,0.27,UNCHECKED,UNREVIEWED,,0,3008561,Activated protein C resistance [Time Ratio] in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,<auto>,1687596162486,
17606,Note MP (bone marrow),1,,1,,,,Opmerking MP (beenmerg),Opmerking MP (beenmerg),LAB-Divers-beenmerg,1,0.31,UNCHECKED,UNREVIEWED,,0,3048879,Bone marrow aspiration report,Measurement,MAPS_TO,,<auto>,1687596162993,
19415,Other RNA PCR (blood),2,,2,,,,Overige RNA PCR (bloed),Overige RNA PCR (bloed),LAB-Viro-Micro-bloed,1,0.25,UNCHECKED,UNREVIEWED,,0,36304616,Enterovirus RNA [Presence] in Pericardial fluid by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596163327,
15478,MRSA DNA PCR (anus),180,,180,,,,MRSA DNA PCR (anus),MRSA DNA PCR (anus),LAB-Viro-Micro-anus,1,0.39,APPROVED,EQUAL,Patrick Thoral,1696454151118,3033966,Methicillin resistant Staphylococcus aureus (MRSA) DNA [Presence] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,Patrick Thoral,1696454150236,
11295,Sediment screening (urine),734,,734,,,,Sediment screening (urine),Sediment screening (urine),LAB-Divers-urine,1,0.32,UNCHECKED,UNREVIEWED,,0,40758548,Home drug screening panel - Urine,Measurement,MAPS_TO,,<auto>,1687596163730,
17862,Streptococcus genus DNA PCR (biopsy),1,,1,,,,Streptococcus genus DNA PCR (biopt),Streptococcus genus DNA PCR (biopt),LAB-Viro-Micro-biopt,1,0.40,UNCHECKED,UNREVIEWED,,0,3044506,Streptococcus sp identified in Isolate,Measurement,MAPS_TO,,<auto>,1687596163874,
17608,Note PNH (blood),3,,3,,,,Opmerking PNH (bloed),Opmerking PNH (bloed),LAB-Divers-bloed,1,0.33,UNCHECKED,UNREVIEWED,,0,1175525,PNH GPI-Linked WBC and RBC Ag Panel - Blood,Measurement,MAPS_TO,,<auto>,1687596163880,
10861,Adeno virus antigen test (faeces),44,,44,,,,Adeno virus antigeentest (faeces),Adeno virus antigeentest (faeces),LAB-Viro-Micro-faeces,1,0.30,UNCHECKED,UNREVIEWED,,0,3020393,Adenovirus Ag [Presence] in Stool,Measurement,MAPS_TO,,<auto>,1687596163899,
19450,Platelet aggregation (blood),8,,8,,,,Trombocyten aggregatie (bloed),Trombocyten aggregatie (bloed),LAB-Hem-bloed,1,0.56,UNCHECKED,UNREVIEWED,,0,3048233,Platelet aggregation panel - Platelet rich plasma,Measurement,MAPS_TO,,<auto>,1687596164137,
10863,C.TRA IF (eye),1,,1,,,,C.TRA IF (oog),C.TRA IF (oog),LAB-Viro-Micro-oog,1,0.29,UNCHECKED,UNREVIEWED,,0,40762167,"Heart circumference, transverse/Thorax circumference by US",Measurement,MAPS_TO,,<auto>,1687596164281,
10866,RSV IF (sputum),1,,1,,,,RSV IF (sputum),RSV IF (sputum),LAB-Viro-Micro-sputum,1,0.47,UNCHECKED,UNREVIEWED,,0,3016656,Respiratory syncytial virus IgG Ab [Titer] in Serum by Immunofluorescence,Measurement,MAPS_TO,,<auto>,1687596164585,
10867,RSV IF (nose),1,,1,,,,RSV IF (neus),RSV IF (neus),LAB-Viro-Micro-neus,1,0.50,UNCHECKED,UNREVIEWED,,0,3016656,Respiratory syncytial virus IgG Ab [Titer] in Serum by Immunofluorescence,Measurement,MAPS_TO,,<auto>,1687596164796,
15479,HCV antibody blot (blood),5,,5,,,,HCV antistoffen blot (bloed),HCV antistoffen blot (bloed),LAB-Viro-Micro-serum,1,0.42,UNCHECKED,UNREVIEWED,,0,46235693,HCV antibody screening - Meaningful Use set,Measurement,MAPS_TO,,<auto>,1687596164808,
11300,Arachidonic acid (blood),52,,52,,,,Arachidonzuur (bloed),Arachidonzuur (bloed),LAB-Divers-bloed,1,0.30,UNCHECKED,UNREVIEWED,,0,36660347,Clot strength arachidonate induced [Length fraction] in Blood by calculation,Measurement,MAPS_TO,,<auto>,1687596164815,
17609,Note STClab (Blood),7,,7,,,,Opmerking STClab (bloed),Opmerking STClab (bloed),LAB-Divers-bloed,1,0.22,UNCHECKED,UNREVIEWED,,0,40760832,Reason for lab test in Dried blood spot,Measurement,MAPS_TO,,<auto>,1687596164815,
19580,Dir. Coombs conclusion (blood),68,,68,,,,Dir.Coombs conclusie (bloed),Dir.Coombs conclusie (bloed),LAB-Hem-bloed,1,0.25,UNCHECKED,UNREVIEWED,,0,46234747,Physical therapy conclusion of care panel,Measurement,MAPS_TO,,<auto>,1687596165308,
17610,ovalocytes (blood),192,,192,,,,ovalocyten (bloed),ovalocyten (bloed),LAB-Hem-bloed,1,0.45,UNCHECKED,UNREVIEWED,,0,3031639,Reticulocytes panel - Blood,Measurement,MAPS_TO,,<auto>,1687596165379,
17863,Streptococcus genus DNA PCR (blood),1,,1,,,,Streptococcus genus DNA PCR (bloed),Streptococcus genus DNA PCR (bloed),LAB-Viro-Micro-bloed,1,0.42,UNCHECKED,UNREVIEWED,,0,3044506,Streptococcus sp identified in Isolate,Measurement,MAPS_TO,,<auto>,1687596165543,
10869,Treponema pallidum agglutination (liquor),22,,22,,,,Treponema pallidum agglutinatie (liquor),Treponema pallidum agglutinatie (liquor),LAB-Viro-Micro-liquor,1,0.60,UNCHECKED,UNREVIEWED,,0,3004786,Treponema pallidum Ab [Presence] in Serum by Agglutination,Measurement,MAPS_TO,,<auto>,1687596165938,
11304,BCR ABL qualitative (blood),14,,14,,,,BCR ABL kwalitatief (bloed),BCR ABL kwalitatief (bloed),LAB-Hem-bloed,1,0.35,UNCHECKED,UNREVIEWED,,0,3040749,Gross blood [Presence] of Stool Qualitative,Measurement,MAPS_TO,,<auto>,1687596166280,
19701,Note. red blood count (blood),74,,74,,,,Opm. rood bloedbeeld (bloed),Opm. rood bloedbeeld (bloed),LAB-Hem-bloed,1,0.34,UNCHECKED,UNREVIEWED,,0,40758558,Short blood count panel - Blood,Measurement,MAPS_TO,,<auto>,1687596166625,
10870,Cr.neof.Ag (Blood),3,,3,,,,Cr.neof.Ag (bloed),Cr.neof.Ag (bloed),LAB-Viro-Micro-serum,1,0.20,UNCHECKED,UNREVIEWED,,0,3045997,Neutrophils.agranular [Presence] in Blood by Light microscopy,Measurement,MAPS_TO,,<auto>,1687596166705,
17614,Other PCR (bone marrow),1,,1,,,,Overige PCR (beenmerg),Overige PCR (beenmerg),LAB-Viro-Micro-beenmerg,1,0.35,UNCHECKED,UNREVIEWED,,0,3039404,Other cells/100 cells in Bone marrow,Measurement,MAPS_TO,,<auto>,1687596166713,
15480,M. tuberculosis DNA PCR (paragraph section),6,,6,,,,M. tuberculosis DNA PCR (paraf. coupe),M. tuberculosis DNA PCR (paraf. coupe),LAB-Viro-Micro-diversen,1,0.34,UNCHECKED,UNREVIEWED,,0,3028393,Mycobacterium tuberculosis DNA [Presence] in Semen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596166812,
17869,Streptococcus genus DNA PCR (other),1,,1,,,,Streptococcus genus DNA PCR (overig),Streptococcus genus DNA PCR (overig),LAB-Viro-Micro-diversen,1,0.44,UNCHECKED,UNREVIEWED,,0,3044506,Streptococcus sp identified in Isolate,Measurement,MAPS_TO,,<auto>,1687596167248,
19761,MRD in Bone marrow (bone marrow),4,,4,,,,MRD in Beenmerg (beenmerg),MRD in Beenmerg (beenmerg),LAB-Imm-beenmerg,1,0.32,UNCHECKED,UNREVIEWED,,0,40763313,Bacteria identified in Bone marrow by Culture,Measurement,MAPS_TO,,<auto>,1687596167508,
17615,Other PCR (biopsy),1,,1,,,,Overige PCR (biopt),Overige PCR (biopt),LAB-Viro-Micro-biopt,1,0.32,UNCHECKED,UNREVIEWED,,0,3008561,Activated protein C resistance [Time Ratio] in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,<auto>,1687596167638,
10871,Cr.neof.Ag (liquor),2,,2,,,,Cr.neof.Ag (liquor),Cr.neof.Ag (liquor),LAB-Viro-Micro-liquor,1,0.21,UNCHECKED,UNREVIEWED,,0,3003535,Chest Circumference at nipple line,Measurement,MAPS_TO,,<auto>,1687596167757,
11305,BCR ABL qualitative (bone marrow),25,,25,,,,BCR ABL kwalitatief (beenmerg),BCR ABL kwalitatief (beenmerg),LAB-Hem-beenmerg,1,0.23,UNCHECKED,UNREVIEWED,,0,1989472,Siderocytes [Presence] in Blood or Marrow by Prussian blue stain,Measurement,MAPS_TO,,<auto>,1687596167806,
15503,M. avium DNA PCR (sputum),3,,3,,,,M. avium DNA PCR (sputum),M. avium DNA PCR (sputum),LAB-Viro-Micro-sputum,1,0.32,UNCHECKED,UNREVIEWED,,0,36203862,Color of Sputum,Measurement,MAPS_TO,,<auto>,1687596167871,
11307,t(8;21) (blood),8,,8,,,,t(8;21) (bloed),t(8;21) (bloed),LAB-Hem-bloed,1,0.51,UNCHECKED,UNREVIEWED,,0,44816904,"t(8;21)(q22;q22.3)(RUNX1T1,RUNX1) fusion transcript [Presence] in Bone marrow by Molecular genetics method",Measurement,MAPS_TO,,<auto>,1687596168567,
10872,H.pyl.As (blood),2,,2,,,,H.pyl.As (bloed),H.pyl.As (bloed),LAB-Viro-Micro-serum,1,0.27,UNCHECKED,UNREVIEWED,,0,3043110,Gestational age estimated from Humerus length on US by Australian Society of Ultrasound Medicine 2000 method,Measurement,MAPS_TO,,<auto>,1687596168604,
19905,Antibodies HLA (blood),2,,2,,,,Antistoffen HLA (bloed),Antistoffen HLA (bloed),LAB-Hem-bloed,1,0.40,UNCHECKED,UNREVIEWED,,0,3036472,Blood group antibodies identified in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1687596168649,
17870,Streptococcus genus DNA PCR (punctate),1,,1,,,,Streptococcus genus DNA PCR (punctaat),Streptococcus genus DNA PCR (punctaat),LAB-Viro-Micro-punctaat,1,0.41,UNCHECKED,UNREVIEWED,,0,3044506,Streptococcus sp identified in Isolate,Measurement,MAPS_TO,,<auto>,1687596168909,
17617,Other PCR (blood),3,,3,,,,Overige PCR (bloed),Overige PCR (bloed),LAB-Viro-Micro-bloed,1,0.35,UNCHECKED,UNREVIEWED,,0,3008561,Activated protein C resistance [Time Ratio] in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,<auto>,1687596168948,
11308,t(8;21) (bone marrow),18,,18,,,,t(8;21) (beenmerg),t(8;21) (beenmerg),LAB-Hem-beenmerg,1,0.49,UNCHECKED,UNREVIEWED,,0,44816904,"t(8;21)(q22;q22.3)(RUNX1T1,RUNX1) fusion transcript [Presence] in Bone marrow by Molecular genetics method",Measurement,MAPS_TO,,<auto>,1687596169136,
15504,M. avium DNA PCR (br.-alv.lav),3,,3,,,,M. avium DNA PCR (br.-alv.lav),M. avium DNA PCR (br.-alv.lav),LAB-Viro-Micro-BAL,1,0.31,UNCHECKED,UNREVIEWED,,0,21492506,Left ventricular lateral anterior Segmental wall motion by Cardiac angiogram,Measurement,MAPS_TO,,<auto>,1687596169207,
10877,FTA-ABS (blood),28,,28,,,,FTA-ABS (bloed),FTA-ABS (bloed),LAB-Viro-Micro-serum,1,0.23,UNCHECKED,UNREVIEWED,,0,3044194,HLA-A2 panel - Blood,Measurement,MAPS_TO,,<auto>,1687596169319,
19907,Blood culture preparation explanation (blood),7,,7,,,,Bloedkweek preparaat toelichting (bloed),Bloedkweek preparaat toelichting (bloed),LAB-Viro-Micro-bloed,1,0.38,UNCHECKED,UNREVIEWED,,0,36304747,Gram positive blood culture panel by Probe in Positive blood culture,Measurement,MAPS_TO,,<auto>,1687596169431,
11310,Inv (16) (blood),8,,8,,,,Inv (16) (bloed),Inv (16) (bloed),LAB-Hem-bloed,1,0.34,UNCHECKED,UNREVIEWED,,0,3027836,HLA-B38(16) [Presence],Measurement,MAPS_TO,,<auto>,1687596169587,
10880,VIRUS culture (throat),28,,28,,,,VIRUSkweek (keel),VIRUSkweek (keel),LAB-Viro-Micro-keel,1,0.59,UNCHECKED,UNREVIEWED,,0,3000686,Virus identified in Throat by Culture,Measurement,MAPS_TO,,<auto>,1687596169673,
17871,Streptococcus genus DNA PCR (pus),1,,1,,,,Streptococcus genus DNA PCR (pus),Streptococcus genus DNA PCR (pus),LAB-Viro-Micro-pus,1,0.42,UNCHECKED,UNREVIEWED,,0,3044506,Streptococcus sp identified in Isolate,Measurement,MAPS_TO,,<auto>,1687596169834,
11311,Inv (16) (bone marrow),18,,18,,,,Inv (16) (beenmerg),Inv (16) (beenmerg),LAB-Hem-beenmerg,1,0.25,UNCHECKED,UNREVIEWED,,0,44816901,"inv(16)(p13.1;q22.1)(MYH11,CBFB) fusion transcript [Presence] in Bone marrow by Molecular genetics method",Measurement,MAPS_TO,,<auto>,1687596169896,
17618,Other PCR (br.-alv.lav),14,,14,,,,Overige PCR (br.-alv.lav),Overige PCR (br.-alv.lav),LAB-Viro-Micro-BAL,1,0.35,UNCHECKED,UNREVIEWED,,0,21492506,Left ventricular lateral anterior Segmental wall motion by Cardiac angiogram,Measurement,MAPS_TO,,<auto>,1687596170105,
19908,Chlamydia pneumoniae DNA PCR (br.scopy),5,,5,,,,Chlamydia pneumoniae DNA PCR (br.scopie),Chlamydia pneumoniae DNA PCR (br.scopie),LAB-Viro-Micro-br.scopie,1,0.40,UNCHECKED,UNREVIEWED,,0,1988651,Chlamydophila pneumoniae Ab panel - Serum,Measurement,MAPS_TO,,<auto>,1687596170348,
15510,M. avium DNA PCR (bone marrow),2,,2,,,,M. avium DNA PCR (beenmerg),M. avium DNA PCR (beenmerg),LAB-Viro-Micro-beenmerg,1,0.23,UNCHECKED,UNREVIEWED,,0,3003706,Mycobacterium avium ss paratuberculosis DNA [Presence] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596170400,
10882,FTA ABS (liqueur),3,,3,,,,FTA-ABS (liquor),FTA-ABS (liquor),LAB-Viro-Micro-liquor,1,0.18,UNCHECKED,UNREVIEWED,,0,21494963,Bowel sounds quadrant of Abdomen,Measurement,MAPS_TO,,<auto>,1687596170528,
11313,t(15;17) (blood),9,,9,,,,t(15;17) (bloed),t(15;17) (bloed),LAB-Hem-bloed,1,0.63,UNCHECKED,UNREVIEWED,,0,40763643,"t(15;17)(q24.1;q21.1)(PML,RARA) bcr1 fusion transcript [Presence] in Blood or Tissue by Molecular genetics method",Measurement,MAPS_TO,,<auto>,1687596170617,
17873,Strongyloides antibodies (blood),12,,12,,,,Strongyloides antistoffen (bloed),Strongyloides antistoffen (bloed),LAB-Viro-Micro-bloed,1,0.49,UNCHECKED,UNREVIEWED,,0,36305220,Strongyloides sp identified in Stool by Organism specific culture,Measurement,MAPS_TO,,<auto>,1687596170816,
10885,Size (blood),3521,,3521,,,,Grootte (bloed),Grootte (bloed),LAB-Hem-bloed,1,0.31,APPROVED,EQUAL,Patrick Thoral,1687600415074,3022525,Erythrocyte size [Morphology] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1687600413905,
15516,Sequence analysis (biopsy),1,,1,,,,Sequentie analyse (biopt),Sequentie analyse (biopt),LAB-Viro-Micro-biopt,1,0.43,UNCHECKED,UNREVIEWED,,0,40758337,DNA analysis discrete sequence variation panel,Measurement,MAPS_TO,,<auto>,1687596171043,
19912,Ratio 6MMP-6TGN (blood),1,,1,,,,Ratio 6MMP-6TGN (bloed),Ratio 6MMP-6TGN (bloed),LAB-Tox-bloed,1,0.21,UNCHECKED,UNREVIEWED,,0,3043838,6-Thioguanine [Presence] in Red Blood Cells,Measurement,MAPS_TO,,<auto>,1687596171082,
17619,Other PCR (br.scopy),5,,5,,,,Overige PCR (br.scopie),Overige PCR (br.scopie),LAB-Viro-Micro-br.scopie,1,0.39,UNCHECKED,UNREVIEWED,,0,3034412,Left eye Sphere Autorefractor.sciascopy,Measurement,MAPS_TO,,<auto>,1687596171241,
11314,t(15;17) (bone marrow),20,,20,,,,t(15;17) (beenmerg),t(15;17) (beenmerg),LAB-Hem-beenmerg,1,0.60,UNCHECKED,UNREVIEWED,,0,43054955,"t(15;17)(q24.1;q21.1)(PML,RARA) bcr1 fusion transcript/control transcript [# Ratio] in Bone marrow by Molecular genetics method",Measurement,MAPS_TO,,<auto>,1687596171437,
15532,HCV genotyping (blood),1,,1,,,,HCV genotypering (bloed),HCV genotypering (bloed),LAB-Viro-Micro-edta-bloed,1,0.46,UNCHECKED,UNREVIEWED,,0,37021073,Hepatitis C virus genotype in Serum or Plasma by Sequencing,Measurement,MAPS_TO,,<auto>,1687596171719,
10886,Color (blood),3036,,3036,,,,Kleur (bloed),Kleur (bloed),LAB-Hem-bloed,1,0.31,APPROVED,EQUIVALENT,Patrick Thoral,1687600649072,46235616,Erythrocyte chromasia [Identifier] in Blood by Light microscopy,Measurement,MAPS_TO,,Patrick Thoral,1687600646276,
20024,Bacterial PCR IS-pro (biopsy),6,,6,,,,Bacteriële PCR IS-pro (biopt),Bacteriële PCR IS-pro (biopt),LAB-Viro-Micro-biopt,1,0.28,UNCHECKED,UNREVIEWED,,0,40759834,Bacteria identified in Pericardial fluid by Culture,Measurement,MAPS_TO,,<auto>,1687596171884,
10887,VIRUS culture (eye),2,,2,,,,VIRUSkweek (oog),VIRUSkweek (oog),LAB-Viro-Micro-oog,1,0.46,UNCHECKED,UNREVIEWED,,0,3036869,Virus identified in Eye by Culture,Measurement,MAPS_TO,,<auto>,1687596172077,
11316,MLL11Q23 (blood),8,,8,,,,MLL11Q23 (bloed),MLL11Q23 (bloed),LAB-Hem-bloed,1,0.39,UNCHECKED,UNREVIEWED,,0,37019924,Fetal Chromosome region 11q23 deletion [Presence] based on Plasma cell-free DNA by Sequencing,Measurement,MAPS_TO,,<auto>,1687596172332,
17882,"Tarassovi, Tarassovi, Perepelicin (blood)",6,,6,,,,"Tarassovi, Tarassovi, Perepelicin (bloed)","Tarassovi, Tarassovi, Perepelicin (bloed)",LAB-Viro-Micro-bloed,1,0.23,UNCHECKED,UNREVIEWED,,0,40762458,Leptospira interrogans sv Tarassovi Ab [Titer] in Serum by Agglutination,Measurement,MAPS_TO,,<auto>,1687596172592,
10888,Form (blood),1681,,1681,,,,Vorm (bloed),Vorm (bloed),LAB-Hem-bloed,1,0.30,UNCHECKED,UNREVIEWED,,0,21490586,Blood temperature,Measurement,MAPS_TO,,<auto>,1687596172756,
11317,MLL11Q23 (bone marrow),19,,19,,,,MLL11Q23 (beenmerg),MLL11Q23 (beenmerg),LAB-Hem-beenmerg,1,0.37,UNCHECKED,UNREVIEWED,,0,37019924,Fetal Chromosome region 11q23 deletion [Presence] based on Plasma cell-free DNA by Sequencing,Measurement,MAPS_TO,,<auto>,1687596172778,
17625,Other PCR (faeces),2,,2,,,,Overige PCR (faeces),Overige PCR (faeces),LAB-Viro-Micro-faeces,1,0.32,UNCHECKED,UNREVIEWED,,0,3008561,Activated protein C resistance [Time Ratio] in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,<auto>,1687596172783,
20028,Bacterial PCR IS-pro (blood),1,,1,,,,Bacteriële PCR IS-pro (bloed),Bacteriële PCR IS-pro (bloed),LAB-Viro-Micro-bloed,1,0.30,UNCHECKED,UNREVIEWED,,0,40759834,Bacteria identified in Pericardial fluid by Culture,Measurement,MAPS_TO,,<auto>,1687596173034,
17883,target cells (blood),85,,85,,,,target cells (bloed),target cells (bloed),LAB-Hem-bloed,1,0.44,UNCHECKED,UNREVIEWED,,0,3025616,Target cells [Presence] in Blood by Light microscopy,Measurement,MAPS_TO,,<auto>,1687596173177,
10890,Protein Jellyfish (urine),12254,,12254,,,,Eiwit Kwal (urine),Eiwit Kwal (urine),LAB-Imm-urine,1,0.35,APPROVED,EQUAL,Patrick Thoral,1687597887592,3037185,Protein [Presence] in Urine,Measurement,MAPS_TO,,Patrick Thoral,1687597886903,
11327,Material: (blood),46,,46,,,,Materiaal: (bloed),Materiaal: (bloed),LAB-Divers-bloed,1,0.26,UNCHECKED,UNREVIEWED,,0,21490587,Arterial blood temperature,Measurement,MAPS_TO,,<auto>,1687596173362,
15537,HSV type 1 DNA PCR (br.-alv.lav),74,,74,,,,HSV type 1 DNA PCR (br.-alv.lav),HSV type 1 DNA PCR (br.-alv.lav),LAB-Viro-Micro-BAL,1,0.21,UNCHECKED,UNREVIEWED,,0,37021409,Herpes simplex virus 1 and 2 DNA panel - Bronchoalveolar lavage by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596173560,
17884,teardrop cells (blood),74,,74,,,,teardrop cells (bloed),teardrop cells (bloed),LAB-Hem-bloed,1,0.34,UNCHECKED,UNREVIEWED,,0,3045702,Viable cells/100 cells in Blood,Measurement,MAPS_TO,,<auto>,1687596173679,
17631,Other PCR (throat),3,,3,,,,Overige PCR (keel),Overige PCR (keel),LAB-Viro-Micro-keel,1,0.34,UNCHECKED,UNREVIEWED,,0,3008561,Activated protein C resistance [Time Ratio] in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,<auto>,1687596174029,
10891,Gluc.Qual. (urine),6782,,6782,,,,Gluc.Kwal. (urine),Gluc.Kwal. (urine),LAB-Chem-urine,1,0.13,APPROVED,EQUAL,Patrick Thoral,1687597981656,3020650,Glucose [Presence] in Urine,Measurement,MAPS_TO,,Patrick Thoral,1687597980687,
20037,Bacterial PCR IS-pro (liquor),4,,4,,,,Bacteriële PCR IS-pro (liquor),Bacteriële PCR IS-pro (liquor),LAB-Viro-Micro-liquor,1,0.28,UNCHECKED,UNREVIEWED,,0,40759834,Bacteria identified in Pericardial fluid by Culture,Measurement,MAPS_TO,,<auto>,1687596174201,
11328,Material: (bone marrow),42,,42,,,,Materiaal: (beenmerg),Materiaal: (beenmerg),LAB-Divers-beenmerg,1,0.26,UNCHECKED,UNREVIEWED,,0,3051861,Differential panel - Bone marrow,Measurement,MAPS_TO,,<auto>,1687596174488,
10892,Ketones (urine),272,,272,,,,Ketonen (urine),Ketonen (urine),LAB-Chem-urine,1,0.37,UNCHECKED,UNREVIEWED,,0,3028893,Ketones [Presence] in Urine,Measurement,MAPS_TO,,<auto>,1687596174562,
17886,Thrombos MEDUSA (blood),36,,36,,,,Thrombo's KWAL (bloed),Thrombo's KWAL (bloed),LAB-Hem-bloed,1,0.30,UNCHECKED,UNREVIEWED,,0,40770392,Thromboelastography panel - Blood,Measurement,MAPS_TO,,<auto>,1687596174796,
10893,S.M. (other),2,,2,,,,S.M. (overig),S.M. (overig),LAB-Divers-diversen,1,0.27,UNCHECKED,UNREVIEWED,,0,3007898,Gestational sac Mean diameter US,Measurement,MAPS_TO,,<auto>,1687596174881,
20048,Bacterial PCR IS-pro (ear),1,,1,,,,Bacteriële PCR IS-pro (oor),Bacteriële PCR IS-pro (oor),LAB-Viro-Micro-oor,1,0.29,UNCHECKED,UNREVIEWED,,0,40759834,Bacteria identified in Pericardial fluid by Culture,Measurement,MAPS_TO,,<auto>,1687596175073,
17891,Toxocara IgG (blood),3,,3,,,,Toxocara IgG (bloed),Toxocara IgG (bloed),LAB-Viro-Micro-bloed,1,0.55,UNCHECKED,UNREVIEWED,,0,36031863,Toxocara sp IgG Ab [Presence] in Serum by Immunoassay,Measurement,MAPS_TO,,<auto>,1687596175173,
10895,Urobil. (urine),26,,26,,,,Urobil. (urine),Urobil. (urine),LAB-Chem-urine,1,0.23,UNCHECKED,UNREVIEWED,,0,3017396,Urobilin [Presence] in Urine,Measurement,MAPS_TO,,<auto>,1687596175268,
15538,HSV type 2 DNA PCR (br.-alv.lav),73,,73,,,,HSV type 2 DNA PCR (br.-alv.lav),HSV type 2 DNA PCR (br.-alv.lav),LAB-Viro-Micro-BAL,1,0.22,UNCHECKED,UNREVIEWED,,0,37021409,Herpes simplex virus 1 and 2 DNA panel - Bronchoalveolar lavage by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596175342,
17642,Other PCR (nose),1,,1,,,,Overige PCR (neus),Overige PCR (neus),LAB-Viro-Micro-neus,1,0.35,UNCHECKED,UNREVIEWED,,0,3008561,Activated protein C resistance [Time Ratio] in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,<auto>,1687596175466,
11330,Chlamydia trachomatis DNA screening PCR (cervix),10,,10,,,,Chlamydia trachomatis DNA screening PCR (cervix),Chlamydia trachomatis DNA screening PCR (cervix),LAB-Viro-Micro-cervix,1,0.53,UNCHECKED,UNREVIEWED,,0,3013070,Chlamydia trachomatis Ag [Presence] in Cervix,Measurement,MAPS_TO,,<auto>,1687596175757,
17892,Toxoplasma gondii DNA PCR (biopsy),4,,4,,,,Toxoplasma gondii DNA PCR (biopt),Toxoplasma gondii DNA PCR (biopt),LAB-Viro-Micro-biopt,1,0.46,UNCHECKED,UNREVIEWED,,0,36305234,Toxoplasma gondii DNA [Presence] in Placenta by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596175904,
10896,Bilirubin (urine),42,,42,,,,Bilirubine (urine),Bilirubine (urine),LAB-Chem-urine,1,0.39,UNCHECKED,UNREVIEWED,,0,3011258,Bilirubin.total [Presence] in Urine,Measurement,MAPS_TO,,<auto>,1687596176030,
20049,Bacterial PCR IS-pro (other),2,,2,,,,Bacteriële PCR IS-pro (overig),Bacteriële PCR IS-pro (overig),LAB-Viro-Micro-diversen,1,0.31,UNCHECKED,UNREVIEWED,,0,40759834,Bacteria identified in Pericardial fluid by Culture,Measurement,MAPS_TO,,<auto>,1687596176260,
