source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
17007-14,0,AUMC Diagnosis,Extremity only trauma,440921,SNOMED,1994-12-28,2099-12-31,
17007-14,0,AUMC Diagnosis,Extremity only trauma,133468,SNOMED,1994-12-29,2099-12-31,
18673-514,0,AUMC Diagnosis,Non-operative Gastro-intestinal - GI Obstruction,4129389,SNOMED,1994-12-30,2099-12-31,
17010-24,0,AUMC Diagnosis,"Prostatectomy, suprapubic; for cancer",4116087,SNOMED,1994-12-31,2099-12-31,
17010-24,0,AUMC Diagnosis,"Prostatectomy, suprapubic; for cancer",4263480,SNOMED,1995-01-01,2099-12-31,
17010-11,0,AUMC Diagnosis,Hysterectomy for other benign neoplasm/fibroids,195500,SNOMED,1995-01-02,2099-12-31,
17010-11,0,AUMC Diagnosis,Hysterectomy for other benign neoplasm/fibroids,4127886,SNOMED,1995-01-03,2099-12-31,
17017-3,0,AUMC Diagnosis,"Abdomen/face trauma, surgery for",440921,SNOMED,1995-01-04,2099-12-31,
17017-3,0,AUMC Diagnosis,"Abdomen/face trauma, surgery for",200588,SNOMED,1995-01-05,2099-12-31,
17017-3,0,AUMC Diagnosis,"Abdomen/face trauma, surgery for",444191,SNOMED,1995-01-06,2099-12-31,
17017-3,0,AUMC Diagnosis,"Abdomen/face trauma, surgery for",4301351,SNOMED,1995-01-07,2099-12-31,
17038-37,0,AUMC Diagnosis,"Abdomen only trauma, surgery for",440921,SNOMED,1995-01-08,2099-12-31,
17038-37,0,AUMC Diagnosis,"Abdomen only trauma, surgery for",200588,SNOMED,1995-01-09,2099-12-31,
17038-37,0,AUMC Diagnosis,"Abdomen only trauma, surgery for",4301351,SNOMED,1995-01-10,2099-12-31,
18670-110,0,AUMC Diagnosis,Non-operatief Respiratoir - Niet-cardiogene long oedeem,4317285,SNOMED,1995-01-11,2099-12-31,
18673-544,0,AUMC Diagnosis,Non-operative hematological - Pancytopenia,432881,SNOMED,1995-01-12,2099-12-31,
17017-14,0,AUMC Diagnosis,"Extremity only trauma, surgery for",440921,SNOMED,1995-01-13,2099-12-31,
17017-14,0,AUMC Diagnosis,"Extremity only trauma, surgery for",133468,SNOMED,1995-01-14,2099-12-31,
17017-14,0,AUMC Diagnosis,"Extremity only trauma, surgery for",4301351,SNOMED,1995-01-15,2099-12-31,
18671-226,0,AUMC Diagnosis,"Post-operative cardiovascular - Aneurysm, thoracic aortic",443622,SNOMED,1995-01-16,2099-12-31,
18671-226,0,AUMC Diagnosis,"Post-operative cardiovascular - Aneurysm, thoracic aortic",4000088,SNOMED,1995-01-17,2099-12-31,
16999-14,0,AUMC Diagnosis,GI Abscess/cyst,4326255,SNOMED,1995-01-18,2099-12-31,
18671-143,0,AUMC Diagnosis,Non-operative neurologic - Seizures (primary-no structural brain disease),4197485,SNOMED,1995-01-19,2099-12-31,
17005-24,0,AUMC Diagnosis,"Respiratory- medical, other",320136,SNOMED,1995-01-20,2099-12-31,
18673-515,0,AUMC Diagnosis,Non-operative Gastro-intestinal - GI Perforation/rupture,4202064,SNOMED,1995-01-21,2099-12-31,
17030-37,0,AUMC Diagnosis,"Bleeding-upper GI, surgery for",4291649,SNOMED,1995-01-22,2099-12-31,
17030-37,0,AUMC Diagnosis,"Bleeding-upper GI, surgery for",40485318,SNOMED,1995-01-23,2099-12-31,
16655-11,0,AUMC Diagnosis,Infectieuze aandoening overig,432250,SNOMED,1995-01-24,2099-12-31,
17008-3,0,AUMC Diagnosis,"Aneurysm, abdominal aortic",198177,SNOMED,1995-01-25,2099-12-31,
17008-3,0,AUMC Diagnosis,"Aneurysm, abdominal aortic",4236715,SNOMED,1995-01-26,2099-12-31,
17034-14,0,AUMC Diagnosis,"Grafting, skin (all)",4317258,SNOMED,1995-01-27,2099-12-31,
17034-14,0,AUMC Diagnosis,"Grafting, skin (all)",4118634,SNOMED,1995-01-28,2099-12-31,
17031-36,0,AUMC Diagnosis,Hysterectomy for cancer with or without lymph node dissection,197230,SNOMED,1995-01-29,2099-12-31,
17031-36,0,AUMC Diagnosis,Hysterectomy for cancer with or without lymph node dissection,4127886,SNOMED,1995-01-30,2099-12-31,
16999-24,0,AUMC Diagnosis,"Ulcer disease, peptic",4027663,SNOMED,1995-01-31,2099-12-31,
17026-37,0,AUMC Diagnosis,"Embolus, pulmonary",440417,SNOMED,1995-02-01,2099-12-31,
16998-3,0,AUMC Diagnosis,"Aneurysm/pseudoaneurysm, other",40479758,SNOMED,1995-02-02,2099-12-31,
16663-11,0,AUMC Diagnosis,Infectieuze aandoeningen CZS,4028070,SNOMED,1995-02-03,2099-12-31,
18673-546,0,AUMC Diagnosis,Non-operative metabolic - Acid-base electrolyte disturbance,4096947,SNOMED,1995-02-04,2099-12-31,
17020-25,0,AUMC Diagnosis,Alcohol withdrawal,375519,SNOMED,1995-02-05,2099-12-31,
17020-37,0,AUMC Diagnosis,"Encephalopathy, hepatic",4029488,SNOMED,1995-02-06,2099-12-31,
18671-446,0,AUMC Diagnosis,"Post-operative trauma - Pelvis/multiple trauma, surgery for",440921,SNOMED,1995-02-07,2099-12-31,
18671-446,0,AUMC Diagnosis,"Post-operative trauma - Pelvis/multiple trauma, surgery for",4096313,SNOMED,1995-02-08,2099-12-31,
18671-446,0,AUMC Diagnosis,"Post-operative trauma - Pelvis/multiple trauma, surgery for",4154168,SNOMED,1995-02-09,2099-12-31,
18671-446,0,AUMC Diagnosis,"Post-operative trauma - Pelvis/multiple trauma, surgery for",4301351,SNOMED,1995-02-10,2099-12-31,
17014-14,0,AUMC Diagnosis,"Hemorrhage/hematoma-intracranial, surgery for",439847,SNOMED,1995-02-11,2099-12-31,
17014-14,0,AUMC Diagnosis,"Hemorrhage/hematoma-intracranial, surgery for",4019540,SNOMED,1995-02-12,2099-12-31,
13118-3,0,AUMC Diagnosis,Aorta-boog vervanging,46273237,SNOMED,1995-02-13,2099-12-31,
13118-3,0,AUMC Diagnosis,Aorta-boog vervanging,44783222,SNOMED,1995-02-14,2099-12-31,
16664-11,0,AUMC Diagnosis,Intracerebraal haematoom,376713,SNOMED,1995-02-15,2099-12-31,
18671-227,0,AUMC Diagnosis,"Post-operative cardiovascular - Aneurysm, thoracic aortic; with dissection",436136,SNOMED,1995-02-16,2099-12-31,
18671-227,0,AUMC Diagnosis,"Post-operative cardiovascular - Aneurysm, thoracic aortic; with dissection",443622,SNOMED,1995-02-17,2099-12-31,
18671-227,0,AUMC Diagnosis,"Post-operative cardiovascular - Aneurysm, thoracic aortic; with dissection",44783314,SNOMED,1995-02-18,2099-12-31,
18671-110,0,AUMC Diagnosis,Non-operative musculo-skeletal - Cellulitis and localized soft tissue infections,4320030,SNOMED,1995-02-19,2099-12-31,
17008-25,0,AUMC Diagnosis,"Cardiovascular surgery, other",134057,SNOMED,1995-02-20,2099-12-31,
17008-25,0,AUMC Diagnosis,"Cardiovascular surgery, other",4012185,SNOMED,1995-02-21,2099-12-31,
18671-144,0,AUMC Diagnosis,Non-operative neurologic - Subarachnoid hemorrhage/arteriovenous malformation,4046364,SNOMED,1995-02-22,2099-12-31,
17008-37,0,AUMC Diagnosis,"Graft, aorto-femoral bypass",3654996,SNOMED,1995-02-23,2099-12-31,
17008-37,0,AUMC Diagnosis,"Graft, aorto-femoral bypass",4231680,SNOMED,1995-02-24,2099-12-31,
18669-36,0,AUMC Diagnosis,Non-operatief Cardiovasculair - Haemorragische shock,4148882,SNOMED,1995-02-25,2099-12-31,
17001-11,0,AUMC Diagnosis,"Lymphoma, non-Hodgkins",4038838,SNOMED,1995-02-26,2099-12-31,
16658-14,0,AUMC Diagnosis,Hogere luchtwegobstructie,4286507,SNOMED,1995-02-27,2099-12-31,
18673-550,0,AUMC Diagnosis,Non-operative metabolic - Diabetic ketoacidosis,443727,SNOMED,1995-02-28,2099-12-31,
16661-25,0,AUMC Diagnosis,Diagnose anders,381591,SNOMED,1995-03-01,2099-12-31,
17025-37,0,AUMC Diagnosis,"Hematoma, epidural",4176148,SNOMED,1995-03-02,2099-12-31,
17005-3,0,AUMC Diagnosis,"Arrest, respiratory (without cardiac arrest)",317109,SNOMED,1995-03-03,2099-12-31,
18589-11,0,AUMC Diagnosis,Na cardiac arrest,44783658,SNOMED,1995-03-04,2099-12-31,
18670-111,0,AUMC Diagnosis,Non-operatief Respiratoir - Na respiratoir arrest,317109,SNOMED,1995-03-05,2099-12-31,
18671-447,0,AUMC Diagnosis,"Post-operative trauma - Pelvis/spinal trauma, surgery for",440921,SNOMED,1995-03-06,2099-12-31,
18671-447,0,AUMC Diagnosis,"Post-operative trauma - Pelvis/spinal trauma, surgery for",4095850,SNOMED,1995-03-07,2099-12-31,
18671-447,0,AUMC Diagnosis,"Post-operative trauma - Pelvis/spinal trauma, surgery for",4154168,SNOMED,1995-03-08,2099-12-31,
18671-447,0,AUMC Diagnosis,"Post-operative trauma - Pelvis/spinal trauma, surgery for",4301351,SNOMED,1995-03-09,2099-12-31,
17005-14,0,AUMC Diagnosis,"Hypertension-pulmonary, primary/idiopathic",44782560,SNOMED,1995-03-10,2099-12-31,
16648-25,0,AUMC Diagnosis,Extremiteitentrauma (niet operatief),440921,SNOMED,1995-03-11,2099-12-31,
16648-25,0,AUMC Diagnosis,Extremiteitentrauma (niet operatief),133468,SNOMED,1995-03-12,2099-12-31,
16648-25,0,AUMC Diagnosis,Extremiteitentrauma (niet operatief),4301351,SNOMED,1995-03-13,2099-12-31,
18671-36,0,AUMC Diagnosis,"Non-operative cardiovascular - Sepsis, gynecologic",132797,SNOMED,1995-03-14,2099-12-31,
18671-36,0,AUMC Diagnosis,"Non-operative cardiovascular - Sepsis, gynecologic",4193182,SNOMED,1995-03-15,2099-12-31,
18671-228,0,AUMC Diagnosis,"Post-operative cardiovascular - Aneurysm, thoracic aortic; with rupture",441875,SNOMED,1995-03-16,2099-12-31,
18671-228,0,AUMC Diagnosis,"Post-operative cardiovascular - Aneurysm, thoracic aortic; with rupture",4000088,SNOMED,1995-03-17,2099-12-31,
18673-551,0,AUMC Diagnosis,Non-operative metabolic - Heat exhaustion/stroke,437744,SNOMED,1995-03-18,2099-12-31,
18669-37,0,AUMC Diagnosis,Non-operatief Cardiovasculair - Na cardiac arrest,4120088,SNOMED,1995-03-19,2099-12-31,
17010-14,0,AUMC Diagnosis,Mastectomy (all),4112853,SNOMED,1995-03-20,2099-12-31,
17010-14,0,AUMC Diagnosis,Mastectomy (all),37164749,SNOMED,1995-03-21,2099-12-31,
18671-145,0,AUMC Diagnosis,Non-operative neurologic - Subarachnoid hemorrhage/intracranial aneurysm,4046365,SNOMED,1995-03-22,2099-12-31,
18669-11,0,AUMC Diagnosis,Operatief Gastro-Intestinaal - Gastro-intestinale bloeding,192671,SNOMED,1995-03-23,2099-12-31,
18669-11,0,AUMC Diagnosis,Operatief Gastro-Intestinaal - Gastro-intestinale bloeding,4314251,SNOMED,1995-03-24,2099-12-31,
17014-3,0,AUMC Diagnosis,"Arteriovenous malformation, surgery for",4121803,SNOMED,1995-03-25,2099-12-31,
17014-3,0,AUMC Diagnosis,"Arteriovenous malformation, surgery for",4045952,SNOMED,1995-03-26,2099-12-31,
16998-36,0,AUMC Diagnosis,"Sepsis, gynecologic",132797,SNOMED,1995-03-27,2099-12-31,
16998-36,0,AUMC Diagnosis,"Sepsis, gynecologic",4129391,SNOMED,1995-03-28,2099-12-31,
18670-112,0,AUMC Diagnosis,Non-operatief Respiratoir - Asthma of allergie,257581,SNOMED,1995-03-29,2099-12-31,
18670-112,0,AUMC Diagnosis,Non-operatief Respiratoir - Asthma of allergie,40589905,SNOMED,1995-03-30,2099-12-31,
16671-25,0,AUMC Diagnosis,Gecombineerde hartchirurgie,317576,SNOMED,1995-03-31,2099-12-31,
16671-25,0,AUMC Diagnosis,Gecombineerde hartchirurgie,4281749,SNOMED,1995-04-01,2099-12-31,
16671-25,0,AUMC Diagnosis,Gecombineerde hartchirurgie,4336464,SNOMED,1995-04-02,2099-12-31,
16671-25,0,AUMC Diagnosis,Gecombineerde hartchirurgie,4249161,SNOMED,1995-04-03,2099-12-31,
18673-554,0,AUMC Diagnosis,Non-operative metabolic - Hypoglycemia,24609,SNOMED,1995-04-04,2099-12-31,
16648-14,0,AUMC Diagnosis,Multi trauma (operatief),440921,SNOMED,1995-04-05,2099-12-31,
16648-14,0,AUMC Diagnosis,Multi trauma (operatief),4096313,SNOMED,1995-04-06,2099-12-31,
16648-14,0,AUMC Diagnosis,Multi trauma (operatief),4301351,SNOMED,1995-04-07,2099-12-31,
18671-448,0,AUMC Diagnosis,"Post-operative trauma - Spinal cord only trauma, surgery for",440921,SNOMED,1995-04-08,2099-12-31,
18671-448,0,AUMC Diagnosis,"Post-operative trauma - Spinal cord only trauma, surgery for",4235863,SNOMED,1995-04-09,2099-12-31,
18671-448,0,AUMC Diagnosis,"Post-operative trauma - Spinal cord only trauma, surgery for",4301351,SNOMED,1995-04-10,2099-12-31,
18671-146,0,AUMC Diagnosis,"Non-operative respiratory - Apnea, sleep",313459,SNOMED,1995-04-11,2099-12-31,
17007-25,0,AUMC Diagnosis,Head/pelvis trauma,440921,SNOMED,1995-04-12,2099-12-31,
17007-25,0,AUMC Diagnosis,Head/pelvis trauma,375415,SNOMED,1995-04-13,2099-12-31,
17007-25,0,AUMC Diagnosis,Head/pelvis trauma,4154168,SNOMED,1995-04-14,2099-12-31,
17029-112,0,AUMC Diagnosis,"Sepsis, cutaneous/soft tissue",132797,SNOMED,1995-04-15,2099-12-31,
17029-112,0,AUMC Diagnosis,"Sepsis, cutaneous/soft tissue",4320030,SNOMED,1995-04-16,2099-12-31,
17029-112,0,AUMC Diagnosis,"Sepsis, cutaneous/soft tissue",4012185,SNOMED,1995-04-17,2099-12-31,
17020-31,0,AUMC Diagnosis,"Cancer, esophageal",4181343,SNOMED,1995-04-18,2099-12-31,
17004-14,0,AUMC Diagnosis,Myasthenia gravis,76685,SNOMED,1995-04-19,2099-12-31,
18671-37,0,AUMC Diagnosis,"Non-operative cardiovascular - Sepsis, other",132797,SNOMED,1995-04-20,2099-12-31,
17000-1,0,AUMC Diagnosis,"Genitourinary medical, other",4171379,SNOMED,1995-04-21,2099-12-31,
17036-36,0,AUMC Diagnosis,Thoracotomy for pleural disease,4238808,SNOMED,1995-04-22,2099-12-31,
17036-36,0,AUMC Diagnosis,Thoracotomy for pleural disease,4073393,SNOMED,1995-04-23,2099-12-31,
16998-37,0,AUMC Diagnosis,"Sepsis, other",132797,SNOMED,1995-04-24,2099-12-31,
17007-1,0,AUMC Diagnosis,Abdomen only trauma,440921,SNOMED,1995-04-25,2099-12-31,
17007-1,0,AUMC Diagnosis,Abdomen only trauma,200588,SNOMED,1995-04-26,2099-12-31,
18671-229,0,AUMC Diagnosis,"Post-operative cardiovascular - Aneurysms, repair of other (except ventricular)",317585,SNOMED,1995-04-27,2099-12-31,
18671-229,0,AUMC Diagnosis,"Post-operative cardiovascular - Aneurysms, repair of other (except ventricular)",4327488,SNOMED,1995-04-28,2099-12-31,
18610-14,0,AUMC Diagnosis,Niet-cardiogene long oedeem,4317285,SNOMED,1995-04-29,2099-12-31,
17011-1,0,AUMC Diagnosis,"Hematologic surgery, other",4044013,SNOMED,1995-04-30,2099-12-31,
17011-1,0,AUMC Diagnosis,"Hematologic surgery, other",4301351,SNOMED,1995-05-01,2099-12-31,
18671-449,0,AUMC Diagnosis,"Post-operative trauma - Spinal/extremity trauma, surgery for",440921,SNOMED,1995-05-02,2099-12-31,
18671-449,0,AUMC Diagnosis,"Post-operative trauma - Spinal/extremity trauma, surgery for",4095850,SNOMED,1995-05-03,2099-12-31,
18671-449,0,AUMC Diagnosis,"Post-operative trauma - Spinal/extremity trauma, surgery for",133468,SNOMED,1995-05-04,2099-12-31,
18671-449,0,AUMC Diagnosis,"Post-operative trauma - Spinal/extremity trauma, surgery for",4301351,SNOMED,1995-05-05,2099-12-31,
16998-25,0,AUMC Diagnosis,"Infarction, acute myocardial (MI), NON Q Wave",4145721,SNOMED,1995-05-06,2099-12-31,
18671-20,0,AUMC Diagnosis,Non-operative cardiovascular - Hemorrhage (for gastrointestinal bleeding -see GI system) (trauma: see Trauma),437312,SNOMED,1995-05-07,2099-12-31,
18591-1,0,AUMC Diagnosis,Hematologisch,4044013,SNOMED,1995-05-08,2099-12-31,
17036-37,0,AUMC Diagnosis,Thoracotomy for thoracic/respiratory infection,4238808,SNOMED,1995-05-09,2099-12-31,
17036-37,0,AUMC Diagnosis,Thoracotomy for thoracic/respiratory infection,4073393,SNOMED,1995-05-10,2099-12-31,
17017-1,0,AUMC Diagnosis,"Abdomen only trauma, surgery for",440921,SNOMED,1995-05-11,2099-12-31,
17017-1,0,AUMC Diagnosis,"Abdomen only trauma, surgery for",200588,SNOMED,1995-05-12,2099-12-31,
17017-1,0,AUMC Diagnosis,"Abdomen only trauma, surgery for",4301351,SNOMED,1995-05-13,2099-12-31,
18670-113,0,AUMC Diagnosis,Non-operatief Respiratoir - Chronisch obstructieve longziekte,257004,SNOMED,1995-05-14,2099-12-31,
18598-1,0,AUMC Diagnosis,Hematologisch,4044013,SNOMED,1995-05-15,2099-12-31,
18598-1,0,AUMC Diagnosis,Hematologisch,4301351,SNOMED,1995-05-16,2099-12-31,
18671-147,0,AUMC Diagnosis,"Non-operative respiratory - ARDS-adult respiratory distress syndrome, non-cardiogenic pulmonary edema",4195694,SNOMED,1995-05-17,2099-12-31,
17028-38,0,AUMC Diagnosis,Abdomen/extremity trauma,440921,SNOMED,1995-05-18,2099-12-31,
17028-38,0,AUMC Diagnosis,Abdomen/extremity trauma,200588,SNOMED,1995-05-19,2099-12-31,
17028-38,0,AUMC Diagnosis,Abdomen/extremity trauma,133468,SNOMED,1995-05-20,2099-12-31,
16672-20,0,AUMC Diagnosis,Ontlasting pericardeffusie,4161701,SNOMED,1995-05-21,2099-12-31,
16672-20,0,AUMC Diagnosis,Ontlasting pericardeffusie,4018853,SNOMED,1995-05-22,2099-12-31,
17025-31,0,AUMC Diagnosis,"Coma/change in level of consciousness (for hepatic see GI, for diabetic see",380834,SNOMED,1995-05-23,2099-12-31,
17004-1,0,AUMC Diagnosis,"Abscess, neurologic",4247297,SNOMED,1995-05-24,2099-12-31,
17009-25,0,AUMC Diagnosis,"Inflammatory bowel disease, surgery for",4074815,SNOMED,1995-05-25,2099-12-31,
17009-25,0,AUMC Diagnosis,"Inflammatory bowel disease, surgery for",4314251,SNOMED,1995-05-26,2099-12-31,
18671-451,0,AUMC Diagnosis,"Post-operative trauma - Spinal/multiple trauma, surgery for",440921,SNOMED,1995-05-27,2099-12-31,
18671-451,0,AUMC Diagnosis,"Post-operative trauma - Spinal/multiple trauma, surgery for",4095850,SNOMED,1995-05-28,2099-12-31,
18671-451,0,AUMC Diagnosis,"Post-operative trauma - Spinal/multiple trauma, surgery for",4096313,SNOMED,1995-05-29,2099-12-31,
18671-451,0,AUMC Diagnosis,"Post-operative trauma - Spinal/multiple trauma, surgery for",4301351,SNOMED,1995-05-30,2099-12-31,
13133-1,0,AUMC Diagnosis,Hypovolemische shock,4192647,SNOMED,1995-05-31,2099-12-31,
18671-14,0,AUMC Diagnosis,"Non-operative cardiovascular - CHF, congestive heart failure",4023479,SNOMED,1995-06-01,2099-12-31,
17026-38,0,AUMC Diagnosis,Emphysema/bronchitis,257004,SNOMED,1995-06-02,2099-12-31,
13135-1,0,AUMC Diagnosis,Ileus,192357,SNOMED,1995-06-03,2099-12-31,
17022-25,0,AUMC Diagnosis,"Lymphoma, non-Hodgkins",4038838,SNOMED,1995-06-04,2099-12-31,
17031-31,0,AUMC Diagnosis,Cystectomy for neoplasm,4112878,SNOMED,1995-06-05,2099-12-31,
17031-31,0,AUMC Diagnosis,Cystectomy for neoplasm,4029571,SNOMED,1995-06-06,2099-12-31,
17020-38,0,AUMC Diagnosis,GI Abscess/cyst,4326255,SNOMED,1995-06-07,2099-12-31,
18671-113,0,AUMC Diagnosis,"Non-operative musculo-skeletal - Musculoskeletal medical, other",4244662,SNOMED,1995-06-08,2099-12-31,
18669-20,0,AUMC Diagnosis,Operatief Neurologisch - Hoofd trauma,440921,SNOMED,1995-06-09,2099-12-31,
18669-20,0,AUMC Diagnosis,Operatief Neurologisch - Hoofd trauma,375415,SNOMED,1995-06-10,2099-12-31,
18669-20,0,AUMC Diagnosis,Operatief Neurologisch - Hoofd trauma,4301351,SNOMED,1995-06-11,2099-12-31,
17008-19,0,AUMC Diagnosis,CABG with mitral valve repair,317576,SNOMED,1995-06-12,2099-12-31,
17008-19,0,AUMC Diagnosis,CABG with mitral valve repair,319843,SNOMED,1995-06-13,2099-12-31,
17008-19,0,AUMC Diagnosis,CABG with mitral valve repair,4336464,SNOMED,1995-06-14,2099-12-31,
17008-19,0,AUMC Diagnosis,CABG with mitral valve repair,4297235,SNOMED,1995-06-15,2099-12-31,
17014-1,0,AUMC Diagnosis,"Abscess/infection-cranial, surgery for",4247297,SNOMED,1995-06-16,2099-12-31,
17014-1,0,AUMC Diagnosis,"Abscess/infection-cranial, surgery for",4323283,SNOMED,1995-06-17,2099-12-31,
17029-113,0,AUMC Diagnosis,"Sepsis, GI",132797,SNOMED,1995-06-18,2099-12-31,
17029-113,0,AUMC Diagnosis,"Sepsis, GI",37396146,SNOMED,1995-06-19,2099-12-31,
17029-113,0,AUMC Diagnosis,"Sepsis, GI",4012185,SNOMED,1995-06-20,2099-12-31,
13137-1,0,AUMC Diagnosis,Intoxicatie,602985,SNOMED,1995-06-21,2099-12-31,
18671-452,0,AUMC Diagnosis,"Post-operative trauma - Trauma surgery, other",440921,SNOMED,1995-06-22,2099-12-31,
18671-452,0,AUMC Diagnosis,"Post-operative trauma - Trauma surgery, other",4301351,SNOMED,1995-06-23,2099-12-31,
18671-148,0,AUMC Diagnosis,"Non-operative respiratory - Arrest, respiratory (without cardiac arrest)",317109,SNOMED,1995-06-24,2099-12-31,
18671-301,0,AUMC Diagnosis,"Post-operative gastro-intestinal - GI Abscess/cyst-primary, surgery for (for complications of GI surgery see below)",4326255,SNOMED,1995-06-25,2099-12-31,
18671-301,0,AUMC Diagnosis,"Post-operative gastro-intestinal - GI Abscess/cyst-primary, surgery for (for complications of GI surgery see below)",4314251,SNOMED,1995-06-26,2099-12-31,
17008-38,0,AUMC Diagnosis,"Graft, aorto-iliac bypass",3654996,SNOMED,1995-06-27,2099-12-31,
17008-38,0,AUMC Diagnosis,"Graft, aorto-iliac bypass",4236711,SNOMED,1995-06-28,2099-12-31,
18592-1,0,AUMC Diagnosis,Metabolisme,31821,SNOMED,1995-06-29,2099-12-31,
18604-19,0,AUMC Diagnosis,Cardiogene shock,198571,SNOMED,1995-06-30,2099-12-31,
17023-25,0,AUMC Diagnosis,"Metabolic/endocrine medical, other",31821,SNOMED,1995-07-01,2099-12-31,
18599-1,0,AUMC Diagnosis,Metabolisme,31821,SNOMED,1995-07-02,2099-12-31,
18599-1,0,AUMC Diagnosis,Metabolisme,4194964,SNOMED,1995-07-03,2099-12-31,
17004-20,0,AUMC Diagnosis,"Overdose, analgesic (aspirin, cetaminophen)",4166498,SNOMED,1995-07-04,2099-12-31,
17002-1,0,AUMC Diagnosis,Acid-base electrolyte disturbance,4096947,SNOMED,1995-07-05,2099-12-31,
18671-149,0,AUMC Diagnosis,Non-operative respiratory - Asthma,45769438,SNOMED,1995-07-06,2099-12-31,
16643-19,0,AUMC Diagnosis,Gastro-intestinaal overig,4000610,SNOMED,1995-07-07,2099-12-31,
16643-19,0,AUMC Diagnosis,Gastro-intestinaal overig,4314251,SNOMED,1995-07-08,2099-12-31,
17035-38,0,AUMC Diagnosis,"Hematoma, epidural, surgery for",4176148,SNOMED,1995-07-09,2099-12-31,
17035-38,0,AUMC Diagnosis,"Hematoma, epidural, surgery for",4063759,SNOMED,1995-07-10,2099-12-31,
17005-20,0,AUMC Diagnosis,"Pneumonia, other",255848,SNOMED,1995-07-11,2099-12-31,
18669-31,0,AUMC Diagnosis,Non-operatief Cardiovasculair - Congestief hart falen,4023479,SNOMED,1995-07-12,2099-12-31,
18673-453,0,AUMC Diagnosis,Non-operative cardiovascular - Anaphylaxis,441202,SNOMED,1995-07-13,2099-12-31,
18670-114,0,AUMC Diagnosis,Non-operatief Respiratoir - Aspiratie en vergiftiging,4306082,SNOMED,1995-07-14,2099-12-31,
17024-20,0,AUMC Diagnosis,Rhabdomyolysis,4345578,SNOMED,1995-07-15,2099-12-31,
13138-1,0,AUMC Diagnosis,Acute tubulus necrose,444044,SNOMED,1995-07-16,2099-12-31,
17025-38,0,AUMC Diagnosis,"Hematoma, subdural",4318408,SNOMED,1995-07-17,2099-12-31,
18604-20,0,AUMC Diagnosis,Sepsis,132797,SNOMED,1995-07-18,2099-12-31,
17029-115,0,AUMC Diagnosis,"Sepsis, other",132797,SNOMED,1995-07-19,2099-12-31,
17029-115,0,AUMC Diagnosis,"Sepsis, other",4012185,SNOMED,1995-07-20,2099-12-31,
13145-1,0,AUMC Diagnosis,Mond/keelholte/kaak chirurgie (hemodynamische bewaking),4339468,SNOMED,1995-07-21,2099-12-31,
13145-1,0,AUMC Diagnosis,Mond/keelholte/kaak chirurgie (hemodynamische bewaking),201965,SNOMED,1995-07-22,2099-12-31,
13145-1,0,AUMC Diagnosis,Mond/keelholte/kaak chirurgie (hemodynamische bewaking),4298484,SNOMED,1995-07-23,2099-12-31,
17012-1,0,AUMC Diagnosis,Adrenalectomy,4118993,SNOMED,1995-07-24,2099-12-31,
17012-1,0,AUMC Diagnosis,Adrenalectomy,4137462,SNOMED,1995-07-25,2099-12-31,
18671-150,0,AUMC Diagnosis,Non-operative respiratory - Atelectasis,261880,SNOMED,1995-07-26,2099-12-31,
18671-25,0,AUMC Diagnosis,"Non-operative cardiovascular - Infarction, acute myocardial (MI), NON Q Wave",4145721,SNOMED,1995-07-27,2099-12-31,
17029-116,0,AUMC Diagnosis,"Sepsis, pulmonary",132797,SNOMED,1995-07-28,2099-12-31,
17029-116,0,AUMC Diagnosis,"Sepsis, pulmonary",255848,SNOMED,1995-07-29,2099-12-31,
17029-116,0,AUMC Diagnosis,"Sepsis, pulmonary",4012185,SNOMED,1995-07-30,2099-12-31,
16999-1,0,AUMC Diagnosis,Alcohol withdrawal,375519,SNOMED,1995-07-31,2099-12-31,
17014-20,0,AUMC Diagnosis,Shunts and revisions,440385,SNOMED,1995-08-01,2099-12-31,
17014-20,0,AUMC Diagnosis,Shunts and revisions,4003037,SNOMED,1995-08-02,2099-12-31,
13124-1,0,AUMC Diagnosis,Multi trauma (operatief),440921,SNOMED,1995-08-03,2099-12-31,
13124-1,0,AUMC Diagnosis,Multi trauma (operatief),4096313,SNOMED,1995-08-04,2099-12-31,
13124-1,0,AUMC Diagnosis,Multi trauma (operatief),4301351,SNOMED,1995-08-05,2099-12-31,
18671-302,0,AUMC Diagnosis,"Post-operative gastro-intestinal - GI Obstruction, surgery for (including lysis of adhesions)",4129389,SNOMED,1995-08-06,2099-12-31,
18671-302,0,AUMC Diagnosis,"Post-operative gastro-intestinal - GI Obstruction, surgery for (including lysis of adhesions)",4314251,SNOMED,1995-08-07,2099-12-31,
18669-38,0,AUMC Diagnosis,Non-operatief Gastro-Intestinaal - Gastro-intestinaal,4000610,SNOMED,1995-08-08,2099-12-31,
18671-31,0,AUMC Diagnosis,"Non-operative cardiovascular - Rhythm disturbance (atrial, supraventricular)",4248028,SNOMED,1995-08-09,2099-12-31,
17009-19,0,AUMC Diagnosis,"GI Obstruction, surgery for (including lysis of adhesions)",4129389,SNOMED,1995-08-10,2099-12-31,
17009-19,0,AUMC Diagnosis,"GI Obstruction, surgery for (including lysis of adhesions)",4314251,SNOMED,1995-08-11,2099-12-31,
