sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:vocabulary_id,ADD_INFO:vocabulary_concept_code,ADD_INFO:vocabulary_concept_name,ADD_INFO:source_concept,ADD_INFO:abbreviation,ADD_INFO:ordercategory,ADD_INFO:category,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
9549-21,SDD Paste/Beverage/Belcomycin,41,,,,,SDD-Pasta/Drank/Belcomycine,SDD-Pasta/Drank/Belcomycine,Niet iv Antimicrobiele middelen,Deleted - Niet gebruiken,0.29,APPROVED,EQUIVALENT,Patrick Thoral,1711142331000,901845,colistin,Drug,MAPS_TO,"# SDD suspension (10 ml): 80 mg tobramycin, 100 mg colistin, and 500 mg amphotericin B. Rx: 10 ml t.i.d. ",Patrick Thoral,1696804387711,
9549-21,SDD Paste/Beverage/Belcomycin,41,,,,,SDD-Pasta/Drank/Belcomycine,SDD-Pasta/Drank/Belcomycine,Niet iv Antimicrobiele middelen,Deleted - Niet gebruiken,0.29,APPROVED,EQUIVALENT,Patrick Thoral,1711142331000,1717240,amphotericin B,Drug,MAPS_TO,"# SDD suspension (10 ml): 80 mg tobramycin, 100 mg colistin, and 500 mg amphotericin B. Rx: 10 ml t.i.d. ",Patrick Thoral,1696804600200,
8249-25,danaparoid,219,,ATC,B01AB09,danaparoid,Danaparoïde (Orgaran),Danaparoïde,Injecties Haematologisch,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696674572727,40060271,danaparoid Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696674571956,
6953-15,rifampicin,1127,,ATC,J04AB02,rifampicin,Rifampicine (Rifadin),Rifampicine  (Rifadin),Injecties Antimicrobiele middelen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696797588232,40754936,Rifampin 600 MG Injectable Solution [Rifadin],Drug,MAPS_TO,,Patrick Thoral,1696797587357,
15038-42,Broth 250ml,75,,,,,Bouilllon 250ml,Bouilllon 250ml,Voeding Drinken,Voeding-Intake-Vocht,0.41,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
15039-42,Broth x ml,13,,,,,Bouilllon x ml,Bouilllon x ml,Voeding Drinken,Voeding-Intake-Vocht,0.41,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
9550-71,Supradyn multivitamin,16266,,ATC,A11AA03,"multivitamins and other minerals, incl. combinations",Supradyn,Supradyn,Niet iv Hormonen/Vitaminen/Mineralen,Medicatie,0.50,APPROVED,EQUAL,Patrick Thoral,1686946004992,44181518,Ascorbic Acid 150 MG / Biotin 0.25 MG / Calcium 262 MG / Cobalt 0.47 MG / Copper Gluconate 0.4 MG / ferrous cation 12.5 MG / Magnesium 38 MG / Manganese 2 MG / Molybdenum 0.25 MG / Niacinamide 50 MG / ... Oral Tablet [Supradyn],Drug,MAPS_TO,,Patrick Thoral,1686946003435,
12491-67,trace elements (Nutritrace),11160,,ATC,B05XA31,electrolytes in combination with other drugs,Spoorelementen (Nutritrace),Spoorelementen (Nutritrace),Injecties Hormonen/Vitaminen/Mineralen,Medicatie,0.36,APPROVED,EQUAL,Patrick Thoral,1696678491878,43153071,10 ML chromic chloride 0.00512 MG/ML / Copper chloride 0.205 MG/ML / ferrous sulfate 0.696 MG/ML / manganese chloride 0.198 MG/ML / molybdate ion 0.00242 MG/ML / Potassium Iodide 0.0166 MG/ML / ... Prefilled Syringe [Tracutil] Box of 5 by B.Braun,Drug,MAPS_TO,,Patrick Thoral,1696678486586,
6954-27,Clemastine (Tavegil),1132,,,,,Clemastine (Tavegil),Clemastine (Tavegil),Injecties Overig,Medicatie,0.61,APPROVED,EQUAL,Patrick Thoral,1710266062119,40030210,clemastine Oral Tablet [Tavegil],Drug,MAPS_TO,,<auto>,1686702902938,
15040-42,Soup (Bound) 200ml,373,,,,,Soep (Gebonden) 200ml,Soep (Gebonden) 200ml,Voeding Drinken,Voeding-Intake-Vocht,0.33,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
8267-55,X-Crystalloid to be determined,402,,,,,X- Crystalloïd nader te bepalen,X-Crystalloïd,Infuus - Crystalloid,INFUUS-Crystalloïd,0.29,APPROVED,UNMATCHED,Patrick Thoral,1696795214792,0,Unmapped,,MAPS_TO,,,0,
12492-29,Mirtazapine (Remeron),582,,,,,Mirtazapine (Remeron),Mirtazapine (Remeron),Niet iv CZS/Sedatie/Analgetica,Medicatie,0.71,APPROVED,EQUAL,Patrick Thoral,1711150343588,40065516,mirtazapine Oral Tablet [Remeron],Drug,MAPS_TO,,Patrick Thoral,1711150342272,
15041-42,Soup (Bound) 50ml,119,,,,,Soep (Gebonden) 50ml,Soep (Gebonden) 50ml,Voeding Drinken,Voeding-Intake-Vocht,0.32,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
6954-32,Clemastine (Tavegil),85,,,,,Clemastine (Tavegil),Clemastine (Tavegil),Niet iv Overig,Medicatie,0.61,UNCHECKED,UNREVIEWED,,0,40030210,clemastine Oral Tablet [Tavegil],Drug,MAPS_TO,,<auto>,1686702904219,
6958-21,clindamycin,112,,ATC,J01FF01,clindamycin,Clindamycine (Dalacin),Clindamycine (Dalacin),Niet iv Antimicrobiele middelen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696795564297,41129017,Clindamycin 300 MG Oral Capsule [Dalacin],Drug,MAPS_TO,,Patrick Thoral,1696795562625,
15042-42,Soup (Bound) 100ml,168,,,,,Soep (Gebonden) 100ml,Soep (Gebonden) 100ml,Voeding Drinken,Voeding-Intake-Vocht,0.33,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
12518-29,Baclofen (Lioresal),3035,,,,,Baclofen (Lioresal),Baclofen,Niet iv CZS/Sedatie/Analgetica,Medicatie,0.60,APPROVED,EQUAL,Patrick Thoral,1696724755333,40009903,baclofen Oral Tablet [Lioresal],Drug,MAPS_TO,,<auto>,1686702905101,
6958-15,clindamycin,3125,,ATC,J01FF01,clindamycin,Clindamycine (Dalacin),Clindamycine (Dalacin),Injecties Antimicrobiele middelen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696795526232,35154887,Clindamycin 600 MG Injectable Solution [Dalacin],Drug,MAPS_TO,,Patrick Thoral,1696795524359,
9551-71,Zinc sulfate oral solution,11991,,ATC,A12CB01,zinc sulfate,Zinkdrank,Zinkdrank,Niet iv Hormonen/Vitaminen/Mineralen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696674355897,40096786,zinc sulfate Oral Solution,Drug,MAPS_TO,,<auto>,1686702905468,
15043-42,Soup (Bound) 150ml,195,,,,,Soep (Gebonden) 150ml,Soep (Gebonden) 150ml,Voeding Drinken,Voeding-Intake-Vocht,0.32,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
15044-42,Soup (Bound) 250ml,86,,,,,Soep (Gebonden) 250ml,Soep (Gebonden) 250ml,Voeding Drinken,Voeding-Intake-Vocht,0.32,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
6960-65,rocuronium bromide,274,,ATC,M03AC09,rocuronium bromide,Rocuronium (Esmeron),Rocuronium,2. Spuitpompen,Medicatie,0.92,APPROVED,EQUAL,Patrick Thoral,1696797831226,43767736,Rocuronium 10 MG/ML Injectable Solution [Esmeron],Drug,MAPS_TO,,Patrick Thoral,1696797822106,
7314-63,Nutrison Standard enteral nutrition,11844,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Nutrison Standaard oud,NutriStandaard oud,Voeding Enteraal oud,SONDEVOEDING OUD,0.44,APPROVED,INEXACT,Patrick Thoral,1696614898898,40798859,General Nutrients,Drug,MAPS_TO,,<auto>,1686702906284,
7314-63,Nutrison Standard enteral nutrition,11844,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Nutrison Standaard oud,NutriStandaard oud,Voeding Enteraal oud,SONDEVOEDING OUD,0.44,APPROVED,INEXACT,Patrick Thoral,1696614898898,619486,Enteral nutrition intake,Observation,MAPS_TO,,Patrick Thoral,1686948763796,
9552-70,Acetylcysteine (oral),775,,,,,Acetylcysteine (oraal),Acetylcysteine (oraal),Niet iv Tractus Respiratorius,Medicatie,0.82,APPROVED,EQUAL,Patrick Thoral,1696768381952,21044768,Acetylcysteine 200 MG Oral Solution [Fluimucil],Drug,MAPS_TO,,Patrick Thoral,1696615520000,
9552-70,Acetylcysteine (oral),775,,,,,Acetylcysteine (oraal),Acetylcysteine (oraal),Niet iv Tractus Respiratorius,Medicatie,0.82,APPROVED,EQUAL,Patrick Thoral,1696768381952,4167540,Enteral,Route,MAPS_TO_TYPE,,Patrick Thoral,1696768379572,
15045-42,Soup (Tied) x ml,16,,,,,Soep (Gebonden) x ml,Soep (Gebonden) x ml,Voeding Drinken,Voeding-Intake-Vocht,0.28,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
6960-23,rocuronium bromide,2950,,ATC,M03AC09,rocuronium bromide,Rocuronium (Esmeron),Rocuronium,Injecties CZS/Sedatie/Analgetica,Medicatie,0.92,APPROVED,EQUAL,Patrick Thoral,1696797828347,43767736,Rocuronium 10 MG/ML Injectable Solution [Esmeron],Drug,MAPS_TO,,Patrick Thoral,1696797826927,
12530-31,Methylene Blue NOT IV (Methylthionide Chloride),59,,,,,Methyleenblauw NIET IV (Methylthionide cloride),Methyleenblauw NIET IV,Niet iv Tractus Digestivus,Medicatie,0.49,APPROVED,EQUAL,Patrick Thoral,1690485724900,19061486,methylene blue 10 MG/ML Oral Solution,Drug,MAPS_TO,,Patrick Thoral,1690485722915,
6962-65,Clonazepam (Rivotril),1833,,,,,Clonazepam (Rivotril),Clonazepam,2. Spuitpompen,Medicatie,0.65,APPROVED,EQUIVALENT,Patrick Thoral,1710149750095,40026126,clonazepam Injectable Solution [Rivotril],Drug,MAPS_TO,,Patrick Thoral,1710149741616,
15046-42,Soup (Clear) 200ml,330,,,,,Soep (Helder) 200ml,Soep (Helder) 200ml,Voeding Drinken,Voeding-Intake-Vocht,0.30,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
7316-55,Ringer's lactate solution,36561,,ATC,B05BB01,electrolytes,Ri-Lac (Ringers lactaat),Ri-Lac(RingersLactaat),Infuus - Crystalloid,INFUUS-Crystalloïd,0.83,APPROVED,EQUAL,Patrick Thoral,1686786778002,40709262,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [RINGER LACTATE VIAFLO] by Baxter,Drug,MAPS_TO,,Patrick Thoral,1686786775295,
6799-65,Abciximab (Reopro),103,,,,,Abciximab (Reopro),Abciximab (Reopro),2. Spuitpompen,Medicatie,0.69,APPROVED,EQUAL,Patrick Thoral,1690488786134,40720437,abciximab Injectable Solution [ReoPro],Drug,MAPS_TO,,Patrick Thoral,1690488784132,
12535-29,Citalopram (Cipramil),1524,,,,,Citalopram (Cipramil),Citalopram (Cipramil),Niet iv CZS/Sedatie/Analgetica,Medicatie,0.54,APPROVED,EQUAL,Patrick Thoral,1710151749202,40029131,citalopram Oral Tablet [Cipramil],Drug,MAPS_TO,,<auto>,1686702908925,
15047-42,Soup (Clear) 50ml,96,,,,,Soep (Helder) 50ml,Soep (Helder) 50ml,Voeding Drinken,Voeding-Intake-Vocht,0.30,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
6799-25,Abciximab (Reopro),5,,,,,Abciximab (Reopro),Abciximab (Reopro),Injecties Haematologisch,Medicatie,0.69,APPROVED,EQUAL,Patrick Thoral,1696615047197,46275863,abciximab Injection [ReoPro],Drug,MAPS_TO,,Patrick Thoral,1696615044454,
9562-42,oral medication in water,1975,,,,,Medicatie oplossing,Medicatie oplossing,Voeding Drinken,Voeding-Intake-Vocht-Algemeen,0.36,APPROVED,EQUAL,Patrick Thoral,1696613590834,4036190,Water,Observation,MAPS_TO,,Patrick Thoral,1696613590394,
7321-67,Solvit solution,25,,,,,Soluvit solution,SoluvitOpl,Injecties Hormonen/Vitaminen/Mineralen,Additieven,0.50,APPROVED,EQUAL,Patrick Thoral,1693505590732,43255418,Ascorbic Acid 100 MG / Biotin 0.06 MG / Folic Acid 0.4 MG / Niacinamide 42.5 MG / Pantothenic Acid 15 MG / pyridoxine 4.06 MG / Riboflavin 3.4 MG / Thiamine 3 MG / Vitamin B 12 0.005 MG Injection [Soluvit N],Drug,MAPS_TO,,Patrick Thoral,1693505587339,
12536-29,Trazodone (Trazolan),206,,,,,Trazodon (Trazolan),Trazodon (Trazolan),Niet iv CZS/Sedatie/Analgetica,Medicatie,0.62,UNCHECKED,UNREVIEWED,,0,703547,trazodone,Drug,MAPS_TO,,<auto>,1686702910071,
6802-32,acenocoumarol,2905,,ATC,B01AA07,acenocoumarol,Acenocoumarol (Sintrom mitis),Sintrom mitis,Niet iv Overig,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696615121211,19086519,acenocoumarol 1 MG,Drug,MAPS_TO,,Patrick Thoral,1696615118706,
7349-42,Yogurt,455,,,,,Yoghurt,Yoghurt,Voeding Drinken,Voeding-Intake-Vocht-Algemeen,0.34,APPROVED,EQUAL,Patrick Thoral,1696613606306,4026735,Yogurt,Observation,MAPS_TO,,Patrick Thoral,1696613605749,
15048-42,Soup (Clear) 100ml,135,,,,,Soep (Helder) 100ml,Soep (Helder) 100ml,Voeding Drinken,Voeding-Intake-Vocht,0.30,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
7350-42,Water 150ml,24545,,,,,Water 150ml,Water 150ml,Voeding Drinken,Voeding-Intake-Vocht,0.65,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
6804-27,acetazolamide,656,,ATC,S01EC01,acetazolamide,Acetazolamide (Diamox),Acetazolamide,Injecties Overig,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696615214013,43692317,Acetazolamide Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696615213258,
9569-65,glucose 5% syringe pump infusion,10450,,ATC,B05BA03,carbohydrates,Glucose 5% spuit,Glucose 5% spuit,2. Spuitpompen,Medicatie,0.40,APPROVED,EQUAL,Patrick Thoral,1696675473864,21088435,50 ML Glucose 50 MG/ML Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696675469790,
15049-42,Soup (Clear) 150ml,177,,,,,Soep (Helder) 150ml,Soep (Helder) 150ml,Voeding Drinken,Voeding-Intake-Vocht,0.29,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
7360-55,mannitol 20%,3366,,ATC,B05BC01,mannitol,Mannitol 20% Solution,Mannitol,Infuus - Crystalloid,INFUUS-Crystalloïd,0.73,APPROVED,EQUAL,Patrick Thoral,1696675714268,42481409,Mannitol 200 MG/ML Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696675712349,
12552-67,Nandrolone (Deca Durabolin),8,,,,,Nandrolon (Deca-durabolin),Nandrolon (Deca-durabolin),Injecties Hormonen/Vitaminen/Mineralen,Medicatie,0.63,UNCHECKED,UNREVIEWED,,0,40921955,Nandrolone 50 MG/ML [Deca Durabolin Eup],Drug,MAPS_TO,,<auto>,1686702912070,
6804-32,acetazolamide,626,,ATC,S01EC01,acetazolamide,Acetazolamide (Diamox),Acetazolamide,Niet iv Overig,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696615252057,19018781,acetazolamide 250 MG Oral Tablet,Drug,MAPS_TO,,Patrick Thoral,1696615244477,
15050-42,Soup (Clear) 250ml,50,,,,,Soep (Helder) 250ml,Soep (Helder) 250ml,Voeding Drinken,Voeding-Intake-Vocht,0.30,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
9571-65,glucose 40% syringe pump infusion,1194,,ATC,B05BA03,carbohydrates,Glucose 40% spuit,Glucose 40% spuit,2. Spuitpompen,Medicatie,0.39,APPROVED,EQUAL,Patrick Thoral,1696675403338,36896019,50 ML Glucose 400 MG/ML Injection,Drug,MAPS_TO,,Patrick Thoral,1696675401002,
7366-61,filtered erythrocytes (red blood cells),267,,ATC,B05AX01,erythrocytes,Packed cells,Packed cells,Infuus - Bloedproducten,Deleted - Niet gebruiken,0.41,APPROVED,EQUAL,Patrick Thoral,1686872069142,36854116,HUMAN BLOOD CELLS,Drug,MAPS_TO,,<auto>,1686702913490,
6804-30,acetazolamide,2151,,ATC,S01EC01,acetazolamide,Acetazolamide (Diamox),Acetazolamide,Niet iv Circulatie/Diurese,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696615252564,19018781,acetazolamide 250 MG Oral Tablet,Drug,MAPS_TO,,Patrick Thoral,1696615249450,
15051-42,Soup (Clear) x ml,15,,,,,Soep (Helder) x ml,Soep (Helder) x ml,Voeding Drinken,Voeding-Intake-Vocht,0.27,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
9590-29,alprazolam,11604,,ATC,N05BA12,alprazolam,Alprazolam (Xanax),Alprazolam (Xanax),Niet iv CZS/Sedatie/Analgetica,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696638552823,781041,alprazolam 0.5 MG Oral Tablet [Xanax],Drug,MAPS_TO,,Patrick Thoral,1696638551553,
6804-24,acetazolamide,3910,,ATC,S01EC01,acetazolamide,Acetazolamide (Diamox),Acetazolamide,Injecties Circulatie/Diuretica,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696615221745,43692317,Acetazolamide Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696615220949,
7367-61,fresh frozen plasma (FFP),5989,,ATC,B05AX03,blood plasma,Fresh Frozen Plasma,FFP,Infuus - Bloedproducten,INFUUS-Bloedproducten,0.24,APPROVED,EQUAL,Patrick Thoral,1687710605780,36861661,HUMAN PLASMA,Drug,MAPS_TO,,<auto>,1686702914412,
7367-61,fresh frozen plasma (FFP),5989,,ATC,B05AX03,blood plasma,Fresh Frozen Plasma,FFP,Infuus - Bloedproducten,INFUUS-Bloedproducten,0.24,APPROVED,EQUAL,Patrick Thoral,1687710605780,4136959,"Frozen plasma product, human",Device,MAPS_TO,,Patrick Thoral,1687710334895,
15052-42,Milkshake 200ml,47,,,,,Milkshake 200ml,Milkshake 200ml,Voeding Drinken,Voeding-Intake-Vocht,0.28,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
6811-15,aciclovir,7846,,ATC,J05AB01,aciclovir,Aciclovir (Zovirax),Aciclovir,Injecties Antimicrobiele middelen,Medicatie,0.89,APPROVED,EQUAL,Patrick Thoral,1696616311804,41119476,Acyclovir 250 MG Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696616310090,
9591-69,NaCl 0.9% drops,1268,,,,,"NaCl 0,9% druppels","NaCl 0,9% druppels",Niet iv Zalven/Crèmes/Druppels,Medicatie,0.24,APPROVED,EQUAL,Patrick Thoral,1696636775921,42901703,sodium chloride 9 MG/ML Nasal Solution [Nasadrops],Drug,MAPS_TO,,Patrick Thoral,1696636774971,
6816-24,Adenosine,217,,,,,Adenosine,Adenosine,Injecties Circulatie/Diuretica,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696616443701,42480325,Adenosine 3 MG/ML Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696616441802,
12586-114,Nutrison Standard enteral nutrition,29933,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Nutrison Standaard,Nutrison Standaard,Voeding Enteraal ,SONDEVOEDING NIEUW,0.44,APPROVED,INEXACT,Patrick Thoral,1696812679167,40798859,General Nutrients,Drug,MAPS_TO,,Patrick Thoral,1686948375993,
12586-114,Nutrison Standard enteral nutrition,29933,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Nutrison Standaard,Nutrison Standaard,Voeding Enteraal ,SONDEVOEDING NIEUW,0.44,APPROVED,INEXACT,Patrick Thoral,1696812679167,619486,Enteral nutrition intake,Observation,MAPS_TO,,Patrick Thoral,1686948678907,
7369-61,thrombocytes (platelets),3728,,ATC,B05AX02,thrombocytes,Thrombocyten suspensie,Thrombo's,Infuus - Bloedproducten,INFUUS-Bloedproducten,0.37,APPROVED,EQUAL,Patrick Thoral,1687710601471,36879118,human platelets,Drug,MAPS_TO,,Patrick Thoral,1686872028837,
7369-61,thrombocytes (platelets),3728,,ATC,B05AX02,thrombocytes,Thrombocyten suspensie,Thrombo's,Infuus - Bloedproducten,INFUUS-Bloedproducten,0.37,APPROVED,EQUAL,Patrick Thoral,1687710601471,4129069,"Human platelets, pooled",Device,MAPS_TO,,Patrick Thoral,1687710581780,
15053-42,Milkshake 50ml,10,,,,,Milkshake 50ml,Milkshake 50ml,Voeding Drinken,Voeding-Intake-Vocht,0.28,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
9599-17,Voluven,425,,ATC,B05AA07,hydroxyethylstarch,Voluven,Voluven,Infuus - Colloid,INFUUS-Colloïd,0.71,APPROVED,EQUAL,Patrick Thoral,1696654251337,1718299,hydroxyethyl starch 130-0.4 60 MG/ML Injection [Voluven],Drug,MAPS_TO,,<auto>,1686702915776,
6818-65,epinephrine,2195,,ATC,C01CA24,epinephrine,Adrenaline (Epinefrine),Adrenaline,2. Spuitpompen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696679858287,19076867,epinephrine 0.1 MG/ML Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696679857684,
15054-42,Milkshake 100ml,10,,,,,Milkshake 100ml,Milkshake 100ml,Voeding Drinken,Voeding-Intake-Vocht,0.26,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
7407-29,Indometazin (Indocid),16,,,,,Indometazine (Indocid),Indometazine,Niet iv CZS/Sedatie/Analgetica,Medicatie,0.45,UNCHECKED,UNREVIEWED,,0,36854832,SETAZINDOL,Drug,MAPS_TO,,<auto>,1686702916458,
6818-24,epinephrine,520,,ATC,C01CA24,epinephrine,Adrenaline (Epinefrine),Adrenaline,Injecties Circulatie/Diuretica,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696679875365,40038600,epinephrine Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696679874789,
9602-15,Tetanus immune globulin,66,,,,,Tetanusimmunoglobuline,Tetanusimmunoglobuline,Injecties Antimicrobiele middelen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1710265522463,35417660,2 ML Tetanus immune globulin 125 UNT/ML Prefilled Syringe,Drug,MAPS_TO,,Patrick Thoral,1710265520471,
15055-42,Milkshake 150ml,7,,,,,Milkshake 150ml,Milkshake 150ml,Voeding Drinken,Voeding-Intake-Vocht,0.28,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
7408-65,Lidocaine (Xylocard),256,,,,,Lidocaïne (Xylocard),Lidocaïne,2. Spuitpompen,Medicatie,0.43,APPROVED,EQUAL,Patrick Thoral,1710155494450,36896007,50 ML Lidocaine 20 MG/ML Injectable Solution [Xylocaine],Drug,MAPS_TO,,Patrick Thoral,1710155487103,
6821-71,Alfacalcidol (Etalpha),1254,,,,,Alfacalcidol (Etalpha),Alfacalcidol,Niet iv Hormonen/Vitaminen/Mineralen,Medicatie,0.59,APPROVED,EQUAL,Patrick Thoral,1696616817139,19060004,alfacalcidol 0.00025 MG Oral Capsule,Drug,MAPS_TO,,Patrick Thoral,1696616815659,
15056-42,Milkshake 250ml,14,,,,,Milkshake 250ml,Milkshake 250ml,Voeding Drinken,Voeding-Intake-Vocht,0.24,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
7408-23,Lidocaine (Xylocard),110,,,,,Lidocaïne (Xylocard),Lidocaïne,Injecties CZS/Sedatie/Analgetica,Medicatie,0.43,APPROVED,EQUAL,Patrick Thoral,1710262431338,40227056,lidocaine hydrochloride 20 MG/ML Injectable Solution [Xylocaine],Drug,MAPS_TO,,Patrick Thoral,1710262429823,
15057-42,Milkshake x ml,3,,,,,Milkshake x ml,Milkshake x ml,Voeding Drinken,Voeding-Intake-Vocht,0.21,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
6829-29,Amantadine (Symmetrel),36,,,,,Amantadine (Symmetrel),Amantadine (Symmetrel),Niet iv CZS/Sedatie/Analgetica,Medicatie,0.66,UNCHECKED,UNREVIEWED,,0,40008326,amantadine Oral Tablet [Symmetrel],Drug,MAPS_TO,,<auto>,1686702919285,
9612-27,sodium chloride 0.9% injections,2890,,ATC,B05BB01,electrolytes,"NaCl 0,9% injecties","NaCl 0,9% injecties",Injecties Overig,Medicatie,0.58,APPROVED,EQUAL,Patrick Thoral,1693504684132,19079524,sodium chloride 9 MG/ML Injectable Solution,Drug,MAPS_TO,,<auto>,1686702919533,
12587-114,Nutrison Protein Plus Multi Fibre enteral nutrition,1173,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Nutrison Protein Plus Multi Fibre,Nutrison Protein Plus Multi Fibre,Voeding Enteraal ,SONDEVOEDING NIEUW,0.29,APPROVED,INEXACT,Patrick Thoral,1696614898898,40798859,General Nutrients,Drug,MAPS_TO,,Patrick Thoral,1686948455515,
12587-114,Nutrison Protein Plus Multi Fibre enteral nutrition,1173,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Nutrison Protein Plus Multi Fibre,Nutrison Protein Plus Multi Fibre,Voeding Enteraal ,SONDEVOEDING NIEUW,0.29,APPROVED,INEXACT,Patrick Thoral,1696614898898,619486,Enteral nutrition intake,Observation,MAPS_TO,,Patrick Thoral,1686948713905,
7412-65,calcium glubionate,17832,,ATC,A12AA02,calcium glubionate,Calcium Glubionaat (Calcium Sandoz),CalciumSandoz,2. Spuitpompen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1686945058137,19061881,calcium glubionate 138 MG/ML Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1686945000457,
15058-42,Milk/yogurt 100ml,804,,,,,Melk/yoghurt  100ml,Melk/yoghurt  100ml,Voeding Drinken,Voeding-Intake-Vocht,0.21,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
