sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:vocabulary_id,ADD_INFO:vocabulary_concept_code,ADD_INFO:vocabulary_concept_name,ADD_INFO:source_concept,ADD_INFO:abbreviation,ADD_INFO:category,ADD_INFO:unitid,ADD_INFO:unit,ADD_INFO:ucum_code,ADD_INFO:low_normal_value,ADD_INFO:high_normal_value,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
11692,Met-Hb (blood),2714,,,,,Met-Hb (bloed),Met-Hb (bloed),LAB-Hem-bloed,191,Geen,,0,3,0.29,APPROVED,EQUAL,Patrick Thoral,1696986379499,3007930,Methemoglobin/Hemoglobin.total in Blood,Measurement,MAPS_TO,,Patrick Thoral,1696986378938,
21213,partial pressure of carbon dioxide in blood,9464,,LOINC,11557-6,Carbon dioxide [Partial pressure] in Blood,PCO2 (bloed) - kPa,PCO2 (bloed) - kPa,LAB-Astr-bloed,152,kPa,kPa,"4,7",6,1.00,APPROVED,EQUAL,Patrick Thoral,1688595591262,3013290,Carbon dioxide [Partial pressure] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1688595590310,
14682,Levetiracetam (blood),45,,,,,Levetiracetam (bloed),Levetiracetam (bloed),LAB-Tox-bloed,63,mg/l,mg/L,,,0.56,APPROVED,EQUAL,Patrick Thoral,1715203521130,3020666,levETIRAcetam [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715203519795,
10412,Protein g/L (liqueur),2168,,,,,Eiwit g/L (liquor),Eiwit g/L (liquor),LAB-Chem-liquor,62,g/l,g/L,,,0.24,APPROVED,EQUAL,Patrick Thoral,1696978422812,3019473,Protein [Mass/volume] in Cerebral spinal fluid,Measurement,MAPS_TO,,Patrick Thoral,1696978391312,
11695,A1-FR. (blood),59,,,,,A1-FR. (bloed),A1-FR. (bloed),LAB-Chem-bloed,191,Geen,,,,0.25,UNCHECKED,UNREVIEWED,,0,4353845,Segmental pressure (blood pressure),Measurement,MAPS_TO,,<auto>,1686354582158,
7202,Valproic acid level,1,,,,,Valproinezuur spiegel,ValproinezuurS,LAB TOXICOLOGIE,0,None,,50,100,0.66,APPROVED,EQUAL,Patrick Thoral,1715199843583,3016201,Valproate [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715199824869,
7202,Valproic acid level,1,,,,,Valproinezuur spiegel,ValproinezuurS,LAB TOXICOLOGIE,0,None,,50,100,0.66,APPROVED,EQUAL,Patrick Thoral,1715199843583,8751,milligram per liter,Unit,MAPS_TO_UNIT,,Patrick Thoral,1715199840463,
10413,MB-Mass (blood),59014,,,,,MB-Massa (bloed),MB-Massa (bloed),LAB-Chem-bloed,41,µg/l,ug/L,0,18,0.32,APPROVED,EQUAL,Patrick Thoral,1688594104192,3005785,Creatine kinase.MB [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1688594102298,
11615,F/T PSA ratio (blood),4,,,,,F/T PSA ratio (bloed),F/T PSA ratio (bloed),LAB-Divers-bloed,191,Geen,,,,0.31,UNCHECKED,UNREVIEWED,,0,715972,Prostate-specific antigen precursor (proPSA) / total prostate-specific antigen (total PCA) ratio,Measurement,MAPS_TO,,<auto>,1686354582439,
7205,digoxin level,5,,,,,Digoxine spiegel,DigoxineS,LAB TOXICOLOGIE,66,ng/ml,ng/mL,1,2,0.86,APPROVED,EQUAL,Patrick Thoral,1696978368723,3011335,Digoxin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1696978368135,
10415,Free PSA (blood),4,,,,,Vrij PSA (bloed),Vrij PSA (bloed),LAB-Chem-bloed,41,µg/l,ug/L,,,0.54,UNCHECKED,UNREVIEWED,,0,4194418,Free prostate specific antigen level,Measurement,MAPS_TO,,<auto>,1686354582751,
21214,partial pressure of oxygen blood,9392,,LOINC,11556-8,Oxygen [Partial pressure] in Blood,PO2 (bloed) - kPa,PO2 (bloed) - kPa,LAB-Astr-bloed,152,kPa,kPa,10,"13,3",0.97,APPROVED,EQUAL,Patrick Thoral,1688595601204,3027315,Oxygen [Partial pressure] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1688595600473,
18562,Total Protein Pleural Fluid (pleural puncture),210,,,,,Totaal Eiwit pleuravocht (pleurapunct.),Totaal Eiwit pleuravocht (pleurapunct.),LAB-Chem-diversen,62,g/l,g/L,,,0.57,APPROVED,EQUAL,Patrick Thoral,1715034096201,3003434,Protein [Mass/volume] in Pleural fluid,Measurement,MAPS_TO,,Patrick Thoral,1715034093497,
11699,Alpha 2 antiplasmin activity (blood),4,,,,,Alfa 2 antiplasmine activiteit (bloed),Alfa 2 antiplasmine activiteit (bloed),LAB-Chem-bloed,191,Geen,,60,,0.80,UNCHECKED,UNREVIEWED,,0,37398587,Alpha 2 antiplasmin activity,Measurement,MAPS_TO,,<auto>,1686354582955,
11656,Ery/3uL (liquor),3028,,,,,Ery/3uL (liquor),Ery/3uL (liquor),LAB-Hem-liquor,196,/3 µl,{cells}/(3.ul),,,0.20,APPROVED,EQUAL,Patrick Thoral,1696979326411,3027475,Erythrocytes [#/volume] in Cerebral spinal fluid,Measurement,MAPS_TO,,Patrick Thoral,1696979325156,
11700,A2-FR. (blood),60,,,,,A2-FR. (bloed),A2-FR. (bloed),LAB-Chem-bloed,191,Geen,,,,0.25,UNCHECKED,UNREVIEWED,,0,4353845,Segmental pressure (blood pressure),Measurement,MAPS_TO,,<auto>,1686354583136,
7433,partial pressure of oxygen blood,25372,,LOINC,11556-8,Oxygen [Partial pressure] in Blood,PO2,PO2,LAB ASTRUPS,173,mmHg,mm[Hg],,,0.97,APPROVED,EQUAL,Patrick Thoral,1688594259541,3027315,Oxygen [Partial pressure] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1688594258213,
10292,TOTAL PROTEIN (sat. urine),282,,,,,TOT.EIWIT (verz. urine),TOT.EIWIT-vur,LAB-Chem-verz. urine,62,g/l,g/L,,,0.53,APPROVED,EQUAL,Patrick Thoral,1710255734143,3011705,Protein [Mass/volume] in 24 hour Urine,Measurement,MAPS_TO,,Patrick Thoral,1710255726160,
11705,ALB.FR. (blood),59,,,,,ALB.FR. (bloed),ALB.FR. (bloed),LAB-Chem-bloed,191,Geen,,,,0.26,APPROVED,EQUAL,Patrick Thoral,1696975084729,3028286,Albumin [Mass/volume] in Serum or Plasma by Electrophoresis,Measurement,MAPS_TO,,Patrick Thoral,1696975083753,
18564,Triglycerides ascitic fluid (ascitic fluid),13,,,,,Triglyceriden ascitesvocht (ascitesvocht),Triglyceriden ascitesvocht (ascitesvocht),LAB-Chem-diversen,97,mmol/l,mmol/L,,,0.47,APPROVED,EQUAL,Patrick Thoral,1710255889317,40769427,Triglyceride [Moles/volume] in Peritoneal fluid,Measurement,MAPS_TO,,Patrick Thoral,1710255887654,
11658,Leuco/3uL (liqueur),3110,,,,,Leuco/3uL (liquor),Leuco/3uL (liquor),LAB-Hem-liquor,196,/3 µl,{cells}/(3.ul),,12,0.22,APPROVED,EQUAL,Patrick Thoral,1696985930904,3016543,Leukocytes [#/volume] in Cerebral spinal fluid,Measurement,MAPS_TO,,Patrick Thoral,1696985930298,
10417,Corticosteroid Binding Globulin (Cbg) (blood),143,,,,,Corticosteroid Binding Globulin (Cbg) (bloed),Corticosteroid Binding Globulin (Cbg) (bloed),LAB-Chem-bloed,63,mg/l,mg/L,,,0.42,APPROVED,EQUAL,Patrick Thoral,1715034612039,3018174,Transcortin [Mass/volume] in Serum,Measurement,MAPS_TO,,Patrick Thoral,1715034610778,
7796,Glucose in Liquor,34,,,,,Glucose in Liquor,Glucose-Liqour,LAB LIQUOR,97,mmol/l,mmol/L,,,0.48,APPROVED,EQUAL,Patrick Thoral,1696983518268,3020044,Glucose [Moles/volume] in Cerebral spinal fluid,Measurement,MAPS_TO,,Patrick Thoral,1696983517496,
10293,Total Protein (other),47,,,,,Totaal Eiwit (overig),Totaal Eiwit (overig),LAB-Chem-diversen,62,g/l,g/L,,,0.68,UNCHECKED,UNREVIEWED,,0,4119650,Total protein measurement,Measurement,MAPS_TO,,<auto>,1686354583739,
18565,Thrombin time (blood),2,,,,,Trombinetijd  (bloed),Trombinetijd  (bloed),LAB-Hem-bloed,3,sec,s,,,0.65,UNCHECKED,UNREVIEWED,,0,37393317,Thrombin time,Measurement,MAPS_TO,,<auto>,1686354583898,
7810,Lipase,1,,,,,Lipase,Lipase,LAB CHEMIE,0,None,,,,0.75,APPROVED,EQUAL,Patrick Thoral,1696986049263,3004905,Lipase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1696986048603,
11709,Antithrombin 3 (blood),120,,,,,Antitrombine 3 (bloed),Antitrombine 3 (bloed),LAB-Hem-bloed,191,Geen,,80,,0.51,APPROVED,EQUAL,Patrick Thoral,1696976022616,3003771,Antithrombin Ag actual/normal in Platelet poor plasma by Immunoassay,Measurement,MAPS_TO,,Patrick Thoral,1696976014728,
10294,magnesium (urine),62,,,,,Magnesium (urine),Magnesium (urine),LAB-Chem-urine,97,mmol/l,mmol/L,,,0.61,APPROVED,EQUAL,Patrick Thoral,1696985282707,3017400,Magnesium [Moles/volume] in Urine,Measurement,MAPS_TO,,Patrick Thoral,1696985282115,
11661,Ery's/uL (liquor),2385,,,,,Ery's/uL (liquor),Ery's/uL (liquor),LAB-Divers-liquor,197,/µl,/uL,,,0.20,APPROVED,EQUAL,Patrick Thoral,1696979306769,3027475,Erythrocytes [#/volume] in Cerebral spinal fluid,Measurement,MAPS_TO,,Patrick Thoral,1696979305295,
18568,Vancomycin (liquor),1,,,,,Vancomycine (liquor),Vancomycine (liquor),LAB-Tox-liquor,63,mg/l,mg/L,,,0.47,APPROVED,EQUAL,Patrick Thoral,1715029447170,3016063,Vancomycin [Mass/volume] in Cerebral spinal fluid,Measurement,MAPS_TO,,Patrick Thoral,1715029445443,
7821,Thrombo test,18,,,,,Thrombotest,Thrombotest,LAB STOLLING,0,None,,,,0.68,UNCHECKED,UNREVIEWED,,0,4095462,Thrombotest,Measurement,MAPS_TO,,<auto>,1686354584259,
11710,Baso % (blood),3937,,,,,Baso % (bloed),Baso % (bloed),LAB-Hem-bloed,191,Geen,,,2,0.32,APPROVED,EQUAL,Patrick Thoral,1710246335492,3022096,Basophils/100 leukocytes in Blood,Measurement,MAPS_TO,,Patrick Thoral,1696976471638,
11710,Baso % (blood),3937,,,,,Baso % (bloed),Baso % (bloed),LAB-Hem-bloed,191,Geen,,,2,0.32,APPROVED,EQUAL,Patrick Thoral,1710246335492,8554,percent,Unit,MAPS_TO_UNIT,,Patrick Thoral,1710246333566,
10421,SAQUINAVIR (diverse)-LabZis2,1,,,,,SAQUINAVIR (divers)-LabZis2,SAQUINAVIR-div-LabZis2,LAB-LabZIS2_Ongebruikt,63,mg/l,mg/L,,,0.40,UNCHECKED,UNREVIEWED,,0,37399131,Serum saquinavir level,Measurement,MAPS_TO,,<auto>,1686354584292,
10295,Magnesium (sat. urine),7,,,,,Magnesium  (verz. urine),Magnesium  (verz. urine),LAB-Chem-verz. urine,97,mmol/l,mmol/L,,,0.49,APPROVED,EQUAL,Patrick Thoral,1696984888177,3025734,Magnesium [Moles/volume] in 24 hour Urine,Measurement,MAPS_TO,,Patrick Thoral,1696984887622,
7839,LH in urine,1,,,,,LH in urine,LHUrine,LAB URINE,187,IE/ml,[IU]/mL,,,0.54,UNCHECKED,UNREVIEWED,,0,4043104,Urine luteinizing hormone measurement,Measurement,MAPS_TO,,<auto>,1686354584530,
11663,Leucos/uL (liquor),2416,,,,,Leuco's/uL (liquor),Leuco's/uL (liquor),LAB-Divers-liquor,197,/µl,/uL,,,0.22,APPROVED,EQUAL,Patrick Thoral,1696985947825,3016543,Leukocytes [#/volume] in Cerebral spinal fluid,Measurement,MAPS_TO,,Patrick Thoral,1696985946479,
10300,HOP. (urine),1,,,,,H.O.P. (urine),H.O.P. (urine),LAB-Divers-urine,97,mmol/l,mmol/L,,,0.18,UNCHECKED,UNREVIEWED,,0,21490990,Pulmonary vein A-wave duration by Ultrasound.doppler.PW,Measurement,MAPS_TO,,<auto>,1686354584567,
10426,Lopinavir (blood),3,,,,,Lopinavir (bloed),Lopinavir (bloed),LAB-Tox-bloed,63,mg/l,mg/L,,,0.49,APPROVED,EQUAL,Patrick Thoral,1715203539610,3002357,Lopinavir [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715203538789,
11712,BETA-FR. (blood),59,,,,,BETA-FR. (bloed),BETA-FR. (bloed),LAB-Chem-bloed,191,Geen,,,,0.31,UNCHECKED,UNREVIEWED,,0,4018178,Measurement of beta-fructofuranosidase,Measurement,MAPS_TO,,<auto>,1686354584735,
18569,Venlafaxine + Venlafaxine desmethyl (blood),5,,,,,Venlafaxine + Venlafaxine desmethyl (bloed),Venlafaxine + Venlafaxine desmethyl (bloed),LAB-Viro-Micro-bloed,41,µg/l,ug/L,,,0.48,UNCHECKED,UNREVIEWED,,0,4007017,O-Desmethylvenlafaxine measurement,Measurement,MAPS_TO,,<auto>,1686354584798,
10301,HOP. (sat. urine),2,,,,,H.O.P. (verz. urine),H.O.P.-vur,LAB-Divers-verz. urine,97,mmol/l,mmol/L,,,0.16,UNCHECKED,UNREVIEWED,,0,3015736,pH of Urine,Measurement,MAPS_TO,,<auto>,1686354584874,
7840,Osmolality of urine,39,,,,,Osmolaliteit van urine,Osmolaliteit-Urine,LAB URINE,0,None,,,,1.00,APPROVED,EQUAL,Patrick Thoral,1696986610454,3026782,Osmolality of Urine,Measurement,MAPS_TO,,Patrick Thoral,1696986609981,
11716,Blast % (blood),1901,,,,,Blasten % (bloed),Blasten % (bloed),LAB-Hem-bloed,191,Geen,,,,0.38,APPROVED,EQUAL,Patrick Thoral,1710246615804,3025159,Blasts/100 leukocytes in Blood,Measurement,MAPS_TO,,Patrick Thoral,1696976790909,
11716,Blast % (blood),1901,,,,,Blasten % (bloed),Blasten % (bloed),LAB-Hem-bloed,191,Geen,,,,0.38,APPROVED,EQUAL,Patrick Thoral,1710246615804,8554,percent,Unit,MAPS_TO_UNIT,,Patrick Thoral,1710246614480,
10751,Cortisol in blood,10,,,,,Cortisol in bloed,Cortisol in bloed,LAB CHEMIE,44,nmol/l,nmol/L,,,0.42,UNCHECKED,UNREVIEWED,,0,37208514,Basophil count in blood,Measurement,MAPS_TO,,<auto>,1686354585086,
10304,Lactate (other),3,,,,,Lactaat (overig),Lactaat (overig),LAB-Chem-diversen,97,mmol/l,mmol/L,,,0.23,UNCHECKED,UNREVIEWED,,0,37398705,Serum lactate level,Measurement,MAPS_TO,,<auto>,1686354585193,
7846,Urea in urine,1,,,,,Ureum in urine,Ureum-Urine,LAB URINE,97,mmol/l,mmol/L,,,0.54,APPROVED,EQUAL,Patrick Thoral,1710257173582,3012898,Urea [Moles/volume] in Urine,Measurement,MAPS_TO,,Patrick Thoral,1710257172741,
11669,Cum.CFU/KG (miscellaneous)-LabZis2,1,,,,,Cum.CFU/KG (divers)-LabZis2,Cum.CFU/KG-div-LabZis2,LAB-LabZIS2_Ongebruikt,218,10^4/kg,10*4/kg,,,0.18,APPROVED,UNREVIEWED,Patrick Thoral,1696978086136,0,Unmapped,,MAPS_TO,,,0,
11717,CD19/CD103/CD25 (bone marrow),1,,,,,CD19/CD103/CD25 (beenmerg),CD19/CD103/CD25 (beenmerg),LAB-Imm-beenmerg,191,Geen,,,,0.36,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
11423,hematocrit,200516,,LOINC,20570-8,Hematocrit [Volume Fraction] of Blood,Ht (bloed),Ht (bloed),LAB-Hem-bloed,191,Geen,,"0,35","0,5",1.00,APPROVED,EQUAL,Patrick Thoral,1710252059893,42869588,Hematocrit [Pure volume fraction] of Blood by Automated count,Measurement,MAPS_TO,NOTE 'Pure volume fraction' means 'Decimal Volume Fraction',Patrick Thoral,1710252057993,
18571,Collection period (faeces),9,,,,,Verzamelperiode (faeces),Verzamelperiode (faeces),LAB-Divers-faeces,5,uur,h,,,0.50,UNCHECKED,UNREVIEWED,,0,37392917,Faeces pH,Measurement,MAPS_TO,,<auto>,1686354585498,
10315,Caion(7.4) (other),2,,,,,Caion(7.4) (overig),Caion(7.4) (overig),LAB-Chem-diversen,97,mmol/l,mmol/L,,,0.36,APPROVED,EQUAL,Patrick Thoral,1696976949940,3031020,Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1696976948534,
11670,CD34/KG (other),8,,,,,CD34/KG (overig),CD34/KG (overig),LAB-Imm-diversen,219,10^6/kg,10*6/kg,,,0.36,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
11719,CD10 (bone marrow),8,,,,,CD10 (beenmerg),CD10 (beenmerg),LAB-Imm-beenmerg,191,Geen,,,,0.56,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
7847,Uric acid in urine,2,,,,,Urinezuur in urine,Urinezuur-Urine,LAB URINE,97,mmol/l,mmol/L,,,0.56,UNCHECKED,UNREVIEWED,,0,4076924,Serum uric acid measurement,Measurement,MAPS_TO,,<auto>,1686354585652,
11424,pH (other),157,,,,,pH (overig),pH (overig),LAB-Divers-diversen,191,Geen,,,,0.31,APPROVED,EQUAL,Patrick Thoral,1696986744258,3018672,pH of Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1696986743592,
11720,CD10 (blood),12,,,,,CD10 (bloed),CD10 (bloed),LAB-Imm-bloed,191,Geen,,,,0.52,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
11671,Cum.CD34/KG (other),8,,,,,Cum.CD34/KG (overig),Cum.CD34/KG (overig),LAB-Divers-diversen,219,10^6/kg,10*6/kg,,,0.32,APPROVED,UNREVIEWED,Patrick Thoral,1696978086136,0,Unmapped,,MAPS_TO,,,0,
10318,Porphyrin (urine),5,,,,,Porfyrine (urine),Porfyrine (urine),LAB-Chem-urine,99,µmol/l,umol/L,,,0.58,UNCHECKED,UNREVIEWED,,0,4328883,"Porphyrin, quantitative measurement, urine",Measurement,MAPS_TO,,<auto>,1686354585856,
7848,Sodium in urine,110,,,,,Natrium in urine,Natrium-Urine,LAB URINE,97,mmol/l,mmol/L,,,0.66,APPROVED,EQUAL,Patrick Thoral,1710255569292,3003181,Sodium [Moles/volume] in Urine,Measurement,MAPS_TO,,Patrick Thoral,1710255568322,
11425,O2sat (other),2,,,,,O2sat (overig),O2sat (overig),LAB-Divers-diversen,191,Geen,,,,0.18,UNCHECKED,UNREVIEWED,,0,45770406,Baseline SpO2 (oxygen saturation at periphery),Measurement,MAPS_TO,,<auto>,1686354586021,
11721,CD103 (bone marrow),1,,,,,CD103 (beenmerg),CD103 (beenmerg),LAB-Imm-beenmerg,191,Geen,,,,0.59,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
11672,Cum.T-cell/KG (other),7,,,,,Cum.T-cel/KG (overig),Cum.T-cel/KG (overig),LAB-Divers-diversen,220,10^7/kg,10*7/kg,,,0.24,APPROVED,UNREVIEWED,Patrick Thoral,1696978086136,0,Unmapped,,MAPS_TO,,,0,
18572,Collection period (sat. urine),439,,,,,Verzamelperiode (verz. urine),Verzamelperiode (verz. urine),LAB-Divers-verz. urine,5,uur,h,,,0.33,APPROVED,EQUAL,Patrick Thoral,1715032632857,3016750,Collection duration of Urine,Measurement,MAPS_TO,,<auto>,1686354586147,
10319,Porphyrin (sat. urine),2,,,,,Porfyrine  (verz. urine),Porfyrine  (verz. urine),LAB-Chem-verz. urine,99,µmol/l,umol/L,,,0.46,UNCHECKED,UNREVIEWED,,0,4328883,"Porphyrin, quantitative measurement, urine",Measurement,MAPS_TO,,<auto>,1686354586227,
11722,CD103 (blood),2,,,,,CD103 (bloed),CD103 (bloed),LAB-Imm-bloed,191,Geen,,,,0.60,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
8115,troponin,617,,,,,Troponine,Troponine,LAB CHEMIE,66,ng/ml,ng/mL,,"0,05",0.64,APPROVED,EQUAL,Patrick Thoral,1710256009069,3048529,Troponin T.cardiac [Mass/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1710256006737,
11426,TOX.SURVEY (blood),1,,,,,TOX.ONDERZ (bloed),TOX.ONDERZ (bloed),LAB-Tox-bloed,191,Geen,,,,0.33,APPROVED,UNMATCHED,Patrick Thoral,1715205978903,0,Unmapped,,MAPS_TO,,,0,
10321,P.B.G. (urine),3,,,,,P.B.G. (urine),P.B.G. (urine),LAB-Divers-urine,99,µmol/l,umol/L,,,0.22,UNCHECKED,UNREVIEWED,,0,3026620,Fetal Biophysical profile.body movement US,Measurement,MAPS_TO,,<auto>,1686354586409,
11673,T cells/KG (other),9,,,,,T-cellen/KG (overig),T-cellen/KG (overig),LAB-Hem-diversen,220,10^7/kg,10*7/kg,,,0.32,UNCHECKED,UNREVIEWED,,0,3039404,Other cells/100 cells in Bone marrow,Measurement,MAPS_TO,,<auto>,1686354586440,
8313,Lithium mirror,1,,,,,Lithium spiegel,LithiumS,LAB TOXICOLOGIE,97,mmol/l,mmol/L,"0,6",1,0.45,APPROVED,EQUAL,Patrick Thoral,1696986116024,3024666,"Lithium, Blood [Moles/volume] in Serum or Plasma",Measurement,MAPS_TO,,Patrick Thoral,1696986115327,
11723,CD117 (bone marrow),6,,,,,CD117 (beenmerg),CD117 (beenmerg),LAB-Imm-beenmerg,191,Geen,,,,0.61,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
18587,Oxygen administration,99,,,,,Zuurstof toediening,Zuurstof toediening,LAB-Astr-bloed,191,Geen,,,,0.53,APPROVED,EQUAL,Patrick Thoral,1696986657466,3005629,Inhaled oxygen flow rate,Measurement,MAPS_TO,,Patrick Thoral,1696986655358,
10322,P.B.G. (sat. urine),2,,,,,P.B.G.   (verz. urine ),P.B.G.   (verz. urine),LAB-Divers-verz. urine,99,µmol/l,umol/L,,,0.20,UNCHECKED,UNREVIEWED,,0,3027221,Fetal Biophysical profile.breathing movement US,Measurement,MAPS_TO,,<auto>,1686354586651,
11724,CD117 (blood),5,,,,,CD117 (bloed),CD117 (bloed),LAB-Imm-bloed,191,Geen,,,,0.61,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
11674,Yield: (semen),1,,,,,Opbrengst: (semen),Opbrengst: (semen),LAB-Divers-semen,200,10^6,10*6,,,0.21,UNCHECKED,UNREVIEWED,,0,4007172,Dieldrin measurement,Measurement,MAPS_TO,,<auto>,1686354586751,
18666,MCHC (blood),2686,,,,,MCHC (bloed),MCHC (bloed),LAB-Hem-bloed,233,mmol/cel,mmol/L{RBCs},,,0.54,APPROVED,EQUAL,Patrick Thoral,1715198062105,40762530,MCHC [Moles/volume],Measurement,MAPS_TO,,Patrick Thoral,1715031786441,
18666,MCHC (blood),2686,,,,,MCHC (bloed),MCHC (bloed),LAB-Hem-bloed,233,mmol/cel,mmol/L{RBCs},,,0.54,APPROVED,EQUAL,Patrick Thoral,1715198062105,8753,millimole per liter,Unit,MAPS_TO_UNIT,,Patrick Thoral,1715198059038,
10324,D-Ala (urine),3,,,,,D-Ala (urine),D-Ala (urine),LAB-Chem-urine,99,µmol/l,umol/L,,,0.39,APPROVED,UNREVIEWED,Patrick Thoral,1696978086136,0,Unmapped,,MAPS_TO,,,0,
6808,Settling,172,,,,,Bezinking,BSE,LAB HEMATOLOGIE,51,mm,mm,2,6,0.48,APPROVED,EQUAL,Patrick Thoral,1696976516685,3015183,Erythrocyte sedimentation rate,Measurement,MAPS_TO,,Patrick Thoral,1696976515989,
11445,Benzodiazepine Screening (Urine),1,,,,,Benzodiazepinen-screening (urine),Benzodiazepinen-screening (urine),LAB-Tox-urine,191,Geen,,,,0.76,APPROVED,EQUAL,Patrick Thoral,1715199757000,3007682,Benzodiazepines [Presence] in Urine by Screen method,Measurement,MAPS_TO,,Patrick Thoral,1715199754432,
11725,CD11c (bone marrow),3,,,,,CD11c (beenmerg),CD11c (beenmerg),LAB-Imm-beenmerg,191,Geen,,,,0.64,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
6810,HCO3,25251,,,,,HCO3,HCO3,LAB ASTRUPS,97,mmol/l,mmol/L,20,30,0.59,APPROVED,EQUAL,Patrick Thoral,1688594358616,3006576,Bicarbonate [Moles/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1688594357156,
8324,Paracetamol mirror,2,,,,,Paracetamol spiegel,ParacetamolS,LAB TOXICOLOGIE,63,mg/l,mg/L,10,20,0.51,APPROVED,EQUAL,Patrick Thoral,1696986685344,40763107,Acetaminophen [Mass/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1696986684307,
10325,D-Ala (sat. urine),2,,,,,D-Ala  (verz. urine),D-Ala  (verz. urine),LAB-Chem-verz. urine,99,µmol/l,umol/L,,,0.36,APPROVED,UNREVIEWED,Patrick Thoral,1696978086136,0,Unmapped,,MAPS_TO,,,0,
18847,ALT (other),1,,,,,ALAT (overig),ALAT (overig),LAB-Chem-diversen,183,E/l,U/L,,,0.26,APPROVED,EQUAL,Patrick Thoral,1696974192712,3000784,Alanine aminotransferase [Enzymatic activity/volume] in Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1696974191996,
11726,CD11c (blood),12,,,,,CD11c (bloed),CD11c (bloed),LAB-Imm-bloed,191,Geen,,,,0.69,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
11490,ERYTHROBL. (blood),2719,,,,,ERYTHROBL. (bloed),ERYTHROBL.-blo,LAB-Hem-bloed,313,/100 leuc,/100{WBCs},,,0.34,APPROVED,EQUAL,Patrick Thoral,1696979787922,3034708,Nucleated erythrocytes/100 leukocytes [Ratio] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1696979786126,
10336,SODIUM (faeces),23,,,,,NATRIUM (faeces),NATRIUM (faeces),LAB-Chem-faeces,97,mmol/l,mmol/L,,,0.56,UNCHECKED,UNREVIEWED,,0,37392917,Faeces pH,Measurement,MAPS_TO,,<auto>,1686354587546,
11491,Note (blood),10,,,,,Opmerking (bloed),Opmerking (bloed),LAB-Divers-bloed,191,Geen,,,,0.45,UNCHECKED,UNREVIEWED,,0,4353845,Segmental pressure (blood pressure),Measurement,MAPS_TO,,<auto>,1686354587643,
6812,Bilirubin conjugated,375,,,,,Bilirubine geconjugeerd,Bili geconj.,LAB CHEMIE,56,µmol,umol,,,0.86,APPROVED,EQUAL,Patrick Thoral,1696976745452,3005772,Bilirubin.conjugated [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1696976742922,
11727,CD13 (bone marrow),4,,,,,CD13 (beenmerg),CD13 (beenmerg),LAB-Imm-beenmerg,191,Geen,,,,0.58,APPROVED,UNREVIEWED,Patrick Thoral,1696977258772,0,Unmapped,,MAPS_TO,,,0,
8344,Gentamicin top mirror,1,,,,,Gentamicine top spiegel,Genta_topS,LAB TOXICOLOGIE,63,mg/l,mg/L,10,15,0.37,APPROVED,EQUAL,Patrick Thoral,1696983106427,3009917,Gentamicin [Mass/volume] in Serum or Plasma --peak,Measurement,MAPS_TO,,Patrick Thoral,1696983105674,
