source_concept_id,source_concept,count,count_validated,itemid,item,abbreviation,category,islabresult,valueid,source_concept_en
18671-335,"Post-operative genitourinary - Obstruction/other, surgery for (with or without ileal-conduit)",28,28,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,335,"Post-operative genitourinary - Obstruction/other, surgery for (with or without ileal-conduit)"
18671-337,Post-operative genitourinary - Orchiectomy with/without pelvic lymph node dissection,4,4,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,337,Post-operative genitourinary - Orchiectomy with/without pelvic lymph node dissection
18671-339,"Post-operative genitourinary - Prostatectomy, suprapubic; for benign prostatic hypertrophy",4,4,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,339,"Postoperative genitourinary - Prostatectomy, suprapubic; for benign prostatic hypertrophy"
18671-340,"Post-operative genitourinary - Prostatectomy, suprapubic; for cancer",10,10,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,340,"Post-operative genitourinary - Prostatectomy, suprapubic; for cancer"
18671-343,"Post-operative hematology - Hematologic surgery, other",57,57,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,343,"Post-operative hematology - Hematologic surgery, other"
18671-346,Post-operative metabolic - Adrenalectomy,37,37,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,346,Post-operative metabolic - Adrenalectomy
18671-347,"Post-operative metabolic - Metabolic/endocrine surgery, other",15,15,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,347,"Post-operative metabolic - Metabolic/endocrine surgery, other"
18671-349,Post-operative metabolic - Thyroidectomy,12,12,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,349,Post-operative metabolic - Thyroidectomy
18671-351,Post-operative musculoskeletal /skin - Amputation (non-traumatic),20,20,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,351,Post-operative musculoskeletal/skin - Amputation (non-traumatic)
18671-352,"Post-operative musculoskeletal /skin - Cellulitis and localized soft tissue infections, surgery for",329,329,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,352,"Post-operative musculoskeletal /skin - Cellulitis and localized soft tissue infections, surgery for"
18671-353,Post-operative musculoskeletal /skin - Cosmetic surgery (all),5,5,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,353,Post-operative musculoskeletal /skin - Cosmetic surgery (all)
18671-354,"Post-operative musculoskeletal /skin - Fracture-pathological, non-union, non-traumatic, for fractures due to trauma see",10,10,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,354,"Post-operative musculoskeletal /skin - Fracture-pathological, non-union, non-traumatic, for fractures due to trauma see"
18671-355,"Post-operative musculoskeletal /skin - Grafting, skin (all)",2,2,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,355,"Post-operative musculoskeletal /skin - Grafting, skin (all)"
18671-356,"Post-operative musculoskeletal /skin - Hip replacement, total (non-traumatic)",15,15,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,356,"Post-operative musculoskeletal /skin - Hip replacement, total (non-traumatic)"
18671-357,"Post-operative musculoskeletal /skin - Knee replacement, total (non-traumatic)",7,7,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,357,"Post-operative musculoskeletal /skin - Knee replacement, total (non-traumatic)"
18671-358,"Post-operative musculoskeletal /skin - Orthopedic surgery, other",109,109,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,358,"Post-operative musculoskeletal/skin - Orthopedic surgery, other"
18671-359,"Post-operative musculoskeletal /skin - Skin surgery, other",32,32,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,359,"Post-operative musculoskeletal /skin - Skin surgery, other"
18671-360,"Post-operative neurologic - Abscess/infection-cranial, surgery for",46,46,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,360,"Post-operative neurologic - Abscess/infection-cranial, surgery for"
18671-362,"Post-operative neurologic - Arteriovenous malformation, surgery for",35,35,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,362,"Post-operative neurologic - Arteriovenous malformation, surgery for"
18671-363,"Post-operative neurologic - Biopsy, brain",99,99,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,363,"Post-operative neurologic - Biopsy, brain"
18671-364,Post-operative neurologic - Burr hole placement,12,12,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,364,Post-operative neurologic - Burr hole placement
18671-365,"Post-operative neurologic - Cerebrospinal fluid leak, surgery for",6,6,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,365,"Post-operative neurologic - Cerebrospinal fluid leak, surgery for"
18671-366,"Post-operative neurologic - Complications of previous spinal cord surgery, surgery for",13,13,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,366,"Post-operative neurologic - Complications of previous spinal cord surgery, surgery for"
18671-367,"Post-operative neurologic - Cranial nerve, decompression/ligation",7,7,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,367,"Post-operative neurologic - Cranial nerve, decompression/ligation"
18671-368,Post-operative neurologic - Cranioplasty and complications from previous craniotomies,61,61,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,368,Post-operative neurologic - Cranioplasty and complications from previous craniotomies
18671-369,Post-operative neurologic - Devices for spine fracture/dislocation,63,63,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,369,Post-operative neurologic - Devices for spine fracture/dislocation
18671-370,Post-operative neurologic - Fusion-spinal/Harrington rods,13,13,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,370,Post-operative neurologic - Fusion spinal/Harrington rods
18671-371,"Post-operative neurologic - Hematoma, epidural, surgery for",49,49,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,371,"Post-operative neurologic - Hematoma, epidural, surgery for"
18671-372,"Post-operative neurologic - Hematoma, subdural, surgery for",500,500,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,372,"Post-operative neurologic - Hematoma, subdural, surgery for"
18671-373,"Post-operative neurologic - Hemorrhage/hematoma-intracranial, surgery for",622,622,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,373,"Post-operative neurologic - Hemorrhage/hematoma-intracranial, surgery for"
18671-374,Post-operative neurologic - Laminectomy/spinal cord decompression (excluding malignancies),114,114,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,374,Post-operative neurologic - Laminectomy/spinal cord decompression (excluding malignancies)
18671-375,"Post-operative neurologic - Neoplasm-cranial, surgery for (excluding transphenoidal)",757,757,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,375,"Post-operative neurologic - Neoplasm-cranial, surgery for (excluding transphenoidal)"
18671-376,Post-operative neurologic - Neoplasm-spinal cord surgery or other related procedures,102,102,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,376,Post-operative neurologic - Neoplasm-spinal cord surgery or other related procedures
18671-377,"Post-operative neurologic - Neurologic surgery, other",251,251,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,377,"Post-operative neurologic - Neurologic surgery, other"
18671-378,"Post-operative neurologic - Seizures-intractable, surgery for",141,141,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,378,"Post-operative neurologic - Seizures-intractable, surgery for"
18671-379,Post-operative neurologic - Shunts and revisions,26,26,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,379,Postoperative neurologic - Shunts and revisions
18671-380,"Post-operative neurologic - Spinal cord sugery, other",39,39,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,380,"Post-operative neurologic - Spinal cord sugery, other"
18671-381,Post-operative neurologic - Stereotactic procedure,25,25,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,381,Post-operative neurologic - Stereotactic procedure
18671-382,"Post-operative neurologic - Subarachnoid hemorrhage/intracranial aneurysm, surgery for",74,74,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,382,"Post-operative neurologic - Subarachnoid hemorrhage/intracranial aneurysm, surgery for"
18671-384,Post-operative neurologic - Transphenoidal surgery,32,32,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,384,Postoperative neurologic - Transphenoidal surgery
18671-385,Post-operative neurologic - Ventriculostomy,27,27,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,385,Post-operative neurologic - Ventriculostomy
18671-386,Post-operative respiratory - Apnea-sleep; surgery for (i.e. UPPP-uvulopalatopharyngoplasty),5,5,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,386,Post-operative respiratory - Apnea sleep; surgery for (i.e. UPPP-uvulopalatopharyngoplasty)
18671-387,"Post-operative respiratory - Arrest, respiratory (without cardiac arrest)",8,8,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,387,"Postoperative respiratory - Arrest, respiratory (without cardiac arrest)"
18671-388,"Post-operative respiratory - Biopsy, open lung",3,3,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,388,"Post-operative respiratory - Biopsy, open lung"
18671-389,Post-operative respiratory - Bullectomy,16,16,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,389,Post-operative respiratory - Bullectomy
18671-390,"Post-operative respiratory - Cancer oral/sinus, surgery for",43,43,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,390,"Post-operative respiratory - Cancer oral/sinus, surgery for"
18671-391,"Post-operative respiratory - Cancer-laryngeal/tracheal, surgery for",18,18,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,391,"Post-operative respiratory - Cancer-laryngeal/tracheal, surgery for"
18671-392,"Post-operative respiratory - Facial surgery (if related to trauma, see Trauma)",10,10,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,392,"Post-operative respiratory - Facial surgery (if related to trauma, see Trauma)"
18671-393,"Post-operative respiratory - Infection/abscess, other surgery for",107,107,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,393,"Post-operative respiratory - Infection/abscess, other surgery for"
18671-394,"Post-operative respiratory - Respiratory surgery, other",165,165,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,394,"Post-operative respiratory - Respiratory surgery, other"
18671-395,"Post-operative respiratory - Thoracotomy for benign tumor (i.e. mediastinal chest wall mass, thymectomy)",9,9,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,395,"Post-operative respiratory - Thoracotomy for benign tumor (i.e. mediastinal chest wall mass, thymectomy)"
18671-396,Post-operative respiratory - Thoracotomy for bronchopleural fistula,118,118,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,396,Post-operative respiratory - Thoracotomy for bronchopleural fistula
18671-397,Post-operative respiratory - Thoracotomy for esophageal cancer,4,4,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,397,Postoperative respiratory - Thoracotomy for esophageal cancer
18671-398,Post-operative respiratory - Thoracotomy for lung cancer,260,260,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,398,Post-operative respiratory - Thoracotomy for lung cancer
18671-399,Post-operative respiratory - Thoracotomy for lung reduction,4,4,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,399,Post-operative respiratory - Thoracotomy for lung reduction
18671-400,Post-operative respiratory - Thoracotomy for other malignancy in chest,25,25,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,400,Post-operative respiratory - Thoracotomy for other malignancy in chest
18671-401,Post-operative respiratory - Thoracotomy for other reasons,87,87,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,401,Postoperative respiratory - Thoracotomy for other reasons
18671-402,Post-operative respiratory - Thoracotomy for pleural disease,32,32,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,402,Postoperative respiratory - Thoracotomy for pleural disease
18671-403,Post-operative respiratory - Thoracotomy for thoracic/respiratory infection,40,40,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,403,Post-operative respiratory - Thoracotomy for thoracic/respiratory infection
18671-404,Post-operative respiratory - Tracheostomy,47,47,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,404,Post-operative respiratory - Tracheostomy
18671-408,Post-operative transplant - Kidney transplant,401,401,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,408,Post-operative transplant - Kidney transplant
18671-410,Post-operative transplant - Liver transplant,2,2,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,410,Post-operative transplant - Liver transplant
18671-416,"Post-operative transplant - Transplant, other",1,1,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,416,"Post-operative transplant - Transplant, other"
18671-417,"Post-operative trauma - Abdomen only trauma, surgery for",52,52,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,417,"Post-operative trauma - Abdomen only trauma, surgery for"
18671-418,"Post-operative trauma - Abdomen/extremity trauma, surgery for",57,57,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,418,"Post-operative trauma - Abdomen/extremity trauma, surgery for"
18671-419,"Post-operative trauma - Abdomen/face trauma, surgery for",6,6,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,419,"Post-operative trauma - Abdomen/face trauma, surgery for"
18671-420,"Post-operative trauma - Abdomen/multiple trauma, surgery for",70,70,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,420,"Post-operative trauma - Abdomen/multiple trauma, surgery for"
18671-421,"Post-operative trauma - Abdomen/pelvis trauma, surgery for",123,123,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,421,"Post-operative trauma - Abdomen/pelvis trauma, surgery for"
18671-422,"Post-operative trauma - Abdomen/spinal trauma, surgery for",2,2,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,422,"Post-operative trauma - Abdomen/spinal trauma, surgery for"
18671-423,"Post-operative trauma - Chest/abdomen trauma, surgery for",61,61,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,423,"Post-operative trauma - Chest/abdomen trauma, surgery for"
18671-424,"Post-operative trauma - Chest/extremity trauma, surgery for",21,21,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,424,"Post-operative trauma - Chest/extremity trauma, surgery for"
18671-425,"Post-operative trauma - Chest/face trauma, surgery for",1,1,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,425,"Post-operative trauma - Chest/face trauma, surgery for"
18671-426,"Post-operative trauma - Chest/multiple trauma, surgery for",51,51,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,426,"Post-operative trauma - Chest/multiple trauma, surgery for"
18671-428,"Post-operative trauma - Chest/spinal trauma, surgery for",64,64,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,428,"Post-operative trauma - Chest/spinal trauma, surgery for"
18671-429,"Post-operative trauma - Chest/thorax only trauma, surgery for",26,26,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,429,"Post-operative trauma - Chest/thorax only trauma, surgery for"
18671-430,"Post-operative trauma - Extremity only trauma, surgery for",76,76,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,430,"Post-operative trauma - Extremity only trauma, surgery for"
18671-431,"Post-operative trauma - Extremity/face trauma, surgery for",3,3,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,431,"Post-operative trauma - Extremity/face trauma, surgery for"
18671-432,"Post-operative trauma - Extremity/multiple trauma, surgery for",159,159,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,432,"Post-operative trauma - Extremity/multiple trauma, surgery for"
18671-433,"Post-operative trauma - Face only trauma, surgery for",30,30,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,433,"Post-operative trauma - Face only trauma, surgery for"
18671-434,"Post-operative trauma - Face/multiple trauma, surgery for",4,4,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,434,"Post-operative trauma - Face/multiple trauma, surgery for"
18671-435,"Post-operative trauma - Head (CNS) only trauma, surgery for",130,130,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,435,"Post-operative trauma - Head (CNS) only trauma, surgery for"
18671-436,"Post-operative trauma - Head/abdomen trauma, surgery for",23,23,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,436,"Post-operative trauma - Head/abdomen trauma, surgery for"
18671-437,"Post-operative trauma - Head/chest trauma, surgery for",15,15,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,437,"Post-operative trauma - Head/chest trauma, surgery for"
18671-438,"Post-operative trauma - Head/extremity trauma, surgery for",95,95,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,438,"Post-operative trauma - Head/extremity trauma, surgery for"
18671-439,"Post-operative trauma - Head/face trauma, surgery for",30,30,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,439,"Post-operative trauma - Head/face trauma, surgery for"
18671-440,"Post-operative trauma - Head/multiple trauma, surgery for",77,77,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,440,"Post-operative trauma - Head/multiple trauma, surgery for"
18671-442,"Post-operative trauma - Head/spinal trauma, surgery for",9,9,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,442,"Post-operative trauma - Head/spinal trauma, surgery for"
18671-443,"Post-operative trauma - Pelvis/extremity trauma, surgery for",46,46,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,443,"Post-operative trauma - Pelvis/extremity trauma, surgery for"
18671-445,"Post-operative trauma - Pelvis/hip only trauma,surgery for",16,16,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,445,"Post-operative trauma - Pelvis/hip only trauma,surgery for"
18671-446,"Post-operative trauma - Pelvis/multiple trauma, surgery for",6,6,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,446,"Post-operative trauma - Pelvis/multiple trauma, surgery for"
18671-447,"Post-operative trauma - Pelvis/spinal trauma, surgery for",1,1,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,447,"Post-operative trauma - Pelvis/spinal trauma, surgery for"
18671-448,"Post-operative trauma - Spinal cord only trauma, surgery for",37,37,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,448,"Post-operative trauma - Spinal cord only trauma, surgery for"
18671-449,"Post-operative trauma - Spinal/extremity trauma, surgery for",31,31,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,449,"Post-operative trauma - Spinal/extremity trauma, surgery for"
18671-451,"Post-operative trauma - Spinal/multiple trauma, surgery for",43,43,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,451,"Post-operative trauma - Spinal/multiple trauma, surgery for"
18671-452,"Post-operative trauma - Trauma surgery, other",73,73,18671,NICE APACHEIV diagnosen,NICE APACHEIV diagnosen,NICE - Apache,0,452,"Post-operative trauma - Trauma surgery, other"
18673-453,Non-operative cardiovascular - Anaphylaxis,2,2,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,453,Nonoperative cardiovascular - Anaphylaxis
18673-454,"Non-operative cardiovascular - Aneurysm, dissecting aortic",14,14,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,454,"Non-operative cardiovascular - Aneurysm, dissecting aortic"
18673-455,"Non-operative cardiovascular - Aneurysm/pseudoaneurysm, other",2,2,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,455,"Non-operative cardiovascular - Aneurysm/pseudoaneurysm, other"
18673-456,"Non-operative cardiovascular - Angina, stable (asymp or stable pattern of symptoms w/meds)",5,5,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,456,"Non-operative cardiovascular - Angina, stable (asymp or stable pattern of symptoms w/meds)"
18673-457,"Non-operative cardiovascular - Angina, unstable (angina interferes w/quality of life or meds are tolerated poorly)",9,9,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,457,"Non-operative cardiovascular - Angina, unstable (angina interferes w/quality of life or meds are poorly tolerated)"
18673-458,Non-operative cardiovascular - Cardiac arrest (with or without respiratory arrest;,84,84,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,458,Non-operative cardiovascular - Cardiac arrest (with or without respiratory arrest;
18673-459,Non-operative cardiovascular - Cardiomyopathy,13,13,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,459,Non-operative cardiovascular - Cardiomyopathy
18673-460,"Non-operative cardiovascular - Cardiovascular medical, other",7,7,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,460,"Non-operative cardiovascular - Cardiovascular medical, other"
18673-466,"Non-operative cardiovascular - CHF, congestive heart failure",97,97,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,466,"Non-operative cardiovascular - CHF, congestive heart failure"
18673-467,"Non-operative cardiovascular - Complications of previous open heart surgery (i.e. bleeding, infection etc.)",2,2,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,467,"Non-operative cardiovascular - Complications of previous open heart surgery (i.e. bleeding, infection etc.)"
18673-468,"Non-operative cardiovascular - Contusion, myocardial (include R/O)",6,6,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,468,"Non-operative cardiovascular - Contusion, myocardial (include R/O)"
18673-469,"Non-operative cardiovascular - Efffusion, pericardial",2,2,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,469,"Non-operative cardiovascular - Efffusion, pericardial"
18673-470,Non-operative cardiovascular - Endocarditis,11,11,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,470,Nonoperative cardiovascular - Endocarditis
18673-471,Non-operative cardiovascular - Hematomas,1,1,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,471,Non-operative cardiovascular - Hematomas
18673-472,Non-operative cardiovascular - Hemorrhage (for gastrointestinal bleeding -see GI system) (trauma: see Trauma),17,17,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,472,Non-operative cardiovascular - Hemorrhage (for gastrointestinal bleeding -see GI system) (trauma: see Trauma)
18673-473,"Non-operative cardiovascular - Hypertension, uncontrolled (for cerebrovascular accident-see Neurological System)",6,6,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,473,"Non-operative cardiovascular - Hypertension, uncontrolled (for cerebrovascular accident-see Neurological System)"
18673-474,Non-operative cardiovascular - Hypovolemia (including dehydration. Do NOT include shock,5,5,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,474,Non-operative cardiovascular - Hypovolemia (including dehydration. Do NOT include shock
18673-475,"Non-operative cardiovascular - Infarction, acute myocardial (MI), ANTERIOR",35,35,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,475,"Non-operative cardiovascular - Infarction, acute myocardial (MI), ANTERIOR"
18673-476,"Non-operative cardiovascular - Infarction, acute myocardial (MI), INFEROLATERAL",13,13,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,476,"Non-operative cardiovascular - Infarction, acute myocardial (MI), INFEROLATERAL"
18673-477,"Non-operative cardiovascular - Infarction, acute myocardial (MI), NON Q Wave",4,4,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,477,"Non-operative cardiovascular - Infarction, acute myocardial (MI), NON Q Wave"
18673-478,"Non-operative cardiovascular - Infarction, acute myocardial (MI), none of the above",9,9,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,478,"Non-operative cardiovascular - Infarction, acute myocardial (MI), none of the above"
18673-479,Non-operative cardiovascular - MI admitted > 24hrs after onset of ischemia,2,2,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,479,Non-operative cardiovascular - MI admitted > 24hrs after onset of ischemia
18673-480,"Non-operative cardiovascular - Monitoring, hemodynamic (pre-operative evaluation)",4,4,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,480,"Non-operative cardiovascular - Monitoring, hemodynamic (pre-operative evaluation)"
18673-481,Non-operative cardiovascular - Papillary muscle rupture,2,2,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,481,Non-operative cardiovascular - Papillary muscle rupture
18673-483,"Non-operative cardiovascular - Rhythm disturbance (atrial, supraventricular)",26,26,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,483,"Non-operative cardiovascular - Rhythm disturbance (atrial, supraventricular)"
18673-484,Non-operative cardiovascular - Rhythm disturbance (conduction defect),28,28,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,484,Non-operative cardiovascular - Rhythm disturbance (conduction defect)
18673-485,Non-operative cardiovascular - Rhythm disturbance (ventricular),21,21,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,485,Non-operative cardiovascular - Rhythm disturbance (ventricular)
18673-486,"Non-operative cardiovascular - Sepsis, cutaneous/soft tissue",10,10,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,486,"Non-operative cardiovascular - Sepsis, cutaneous/soft tissue"
18673-487,"Non-operative cardiovascular - Sepsis, GI",62,62,18673,NICE SEC APACHEIV diagnosen,NICE SEC APACHEIV diagnosen,NICE - Apache,0,487,"Non-operative cardiovascular - Sepsis, GI"
