source_concept_id,source_concept,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,category,ordercategory,islabresult,count,count_validated,values,source_concept_en
18682,Complicatie_Complicatie_1,,,,,Complicatie_Complicatie_1,Complicatie,,0,216,216,Cardiovasculair - Myocard infarct; Pulmonaal - Pneumothorax; Neurologie - CVA; Neurologie - Meningitis/Encephalitis/Ventriculitis; Infectieus - Catheterinfectie/-sepsis; Tractus Digestivus - Tr. Dig. Bloeding; Luchtweg - Verlies luchtweg; Luchtweg - Trach aanwezig; Luchtweg - Vroege tracheostoma gerelateerde bloeding; Luchtweg - Subcutaan emfyseem of pneumothorax; Luchtweg - Verlies luchtweg bij plaatsing/wissel; Luchtweg - Late tracheostoma gerelateerde bloeding; Luchtweg - Reïntubatie < 48 uur; Hemostase en Bloeding - Nabloeding; Ingreep gerelateerd - Problemen met vaattoegang; Medicamenteus - Verkeerd geneesmiddel; Medicamenteus - Verkeerde dosering geneesmiddel; Medicamenteus - Bijwerking geneesmiddel; Overig - Allergische reactie,Complication_Complication_1
18683,Complicatie_Complicatie_2,,,,,Complicatie_Complicatie_2,Complicatie,,0,3,3,Cardiovasculair - Tamponade; Luchtweg - Reïntubatie < 48 uur,Complication_Complication_2
18684,Complicatie_Complicatie_3,,,,,Complicatie_Complicatie_3,Complicatie,,0,1,1,Cardiovasculair - Ritmestoornissen,Complication_Complication_3
18687,Complicatie_Behandeling_1,,,,,Complicatie_Behandeling_1,Complicatie,,0,111,111,Cardiovasculaire therapie; Luchtweg therapie; Ventilatie therapie; Vloeistoffen; Medicamenteus,Complication_Treatment_1
18688,Complicatie_Behandeling_2,,,,,Complicatie_Behandeling_2,Complicatie,,0,1,1,Luchtweg therapie,Complication_Treatment_2
18692,Complicatie_Interventie_1,,,,,Complicatie_Interventie_1,Complicatie,,0,105,105,met re-operatie; zonder re-operatie,Complication_Intervention_1
18693,Complicatie_Interventie_2,,,,,Complicatie_Interventie_2,Complicatie,,0,3,3,met re-operatie; zonder re-operatie,Complication_Intervention_2
18697,Complicatie_Uitkomst_1,,,,,Complicatie_Uitkomst_1,Complicatie,,0,122,122,Herstel zonder functieverlies; Herstel met functieverlies; Dood,Complication_Outcome_1
18698,Complicatie_Uitkomst_2,,,,,Complicatie_Uitkomst_2,Complicatie,,0,1,1,Herstel zonder functieverlies,Complication_Outcome_2
18814,IC NAS Administratieve en management taken,,,,,IC NAS Administratieve en management taken,NAS score,,0,72259,72259,"Het verrichten van routinewerkzaamheden zoals het verwerken van klinische gegevens, onderzoeken afspreken, overdrachten; Het verrichten van administratieve en management taken die de volle aandacht vragen voor 2 uur of meer per dienst bv. ontslag, onderzoeksactiviteiten etc.; Het verrichten van administratieve en management taken die de volle aandacht vragen voor 4 uur lang of meer per dienst bv. overlijden, donatieprocedure of overleg met andere disciplines",IC NAS Administrative and management tasks
18839,IC NAS Mobiliseren en positioneren,,,,,IC NAS Mobiliseren en positioneren,NAS score,,0,72262,72262,Houdingsverandering en mobilisatie (�én keer per dienst); Houdingsverandering en mobilisatie (meer dan �én keer per dienst of met twee verpleegkundigen); Houdingsverandering en mobilisatie (door drie of meer verpleegkundigen),IC NAS Mobilize and position
18840,IC NAS Monitoren,,,,,IC NAS Monitoren,NAS score,,0,72263,72263,"Elk uur controle van vitale parameters, regelmatige registratie van vochtbalans; Aanwezigheid bij het bed en continue observatie of verrichtingen voor twee of meer uur per dienst; Aanwezigheid bij het bed en continue observatie of verrichtingen voor vier of meer uur per dienst",IC NAS Monitors
18841,IC NAS Ondersteuning en zorg naasten,,,,,IC NAS Ondersteuning en zorg naasten,NAS score,,0,72259,72259,Ondersteuning en zorg voor patiënt en de naaste van de patiënt (�én uur per dienst); Ondersteuning en zorg voor patiënt en de naaste van de patiënt (tot drie uur per dienst),IC NAS Support and care for loved ones
18842,IC NAS Procedures  hygiëne,,,,,IC NAS Procedures  hygiëne,NAS score,,0,72259,72259,Activiteiten m.b.t. hygiëne (minder dan twee uur per dienst); Activiteiten m.b.t. hygiëne (meer dan twee uur per dienst); Activiteiten m.b.t. hygiëne (meer dan vier uur per dienst),IC NAS Hygiene procedures
19232,Fysio-Assesment resultaat,,,,,Fysio-Assesment resultaat,Fysio-Assesment,,0,3797,3797,Negatief; Positief,Physio Assessment result
19233,Fysio BBS stand,,,,,Fysio BBS stand,Fysio-Berg Balans Score,,0,488,488,Is in staat om 2 minuten zelfstandig en veilig te blijven staan ; Is in staat om 2 minuten onder supervisie (hulp) te blijven staan ; Is in staat om 30 seconden zelfstandig te staan ; Heeft meerdere pogingen nodig om 30 seconden zelfstandig te kunnen blijven staan ; Is niet in staat om 30 seconden zonder ondersteuning te blijven staan ,Physio BBS position
19235,Fysio BBS zit,,,,,Fysio BBS zit,Fysio-Berg Balans Score,,0,429,429,Is in staat om 2 minuten veilig en stabiel te blijven zitten ; Is in staat om 2 minuten onder supervisie (hulp) te blijven zitten ; Is in staat om 30 seconden te blijven zitten ; Is in staat om 10 seconden te blijven zitten ; Is niet in staat om zonder steun 10 seconden te zitten ,Physio BBS sitting
19237,Fysio BBS zit-stand,,,,,Fysio BBS zit-stand,Fysio-Berg Balans Score,,0,525,525,"Is in staat om tot stand te komen zonder steun van de handen en is in staat zichzelf te stabiliseren ; Is in staat om zelfstandig tot stand te komen door gebruik te maken van �én of beide handen ; Is na meerdere pogingen in staat om tot stand te komen door gebruik te maken van de handen ; Heeft minimale hulp nodig om tot stand te komen, dan wel om zich te stabiliseren ; Heeft veel tot zeer veel ondersteuning nodig om tot stand te komen ",Physio BBS sitting position
19239,Fysio Coöperatie Aankijken,,,,,Fysio Coöperatie Aankijken,Fysio-Coöperatietest S5Q,,0,2548,2548,0; 1,Physio Cooperative Watch
19240,Fysio Coöperatie Hoofdschudden,,,,,Fysio Coöperatie Hoofdschudden,Fysio-Coöperatietest S5Q,,0,1462,1462,0; 1,Physio Cooperative Head Shaking
19241,Fysio Coöperatie Ogen,,,,,Fysio Coöperatie Ogen,Fysio-Coöperatietest S5Q,,0,1443,1443,0; 1,Physio Cooperative Eyes
19242,Fysio Coöperatie Tong uitsteken,,,,,Fysio Coöperatie Tong uitsteken,Fysio-Coöperatietest S5Q,,0,1513,1513,0; 1,Physio Cooperative Sticking out your tongue
19243,Fysio Coöperatie Wenkbrauwen,,,,,Fysio Coöperatie Wenkbrauwen,Fysio-Coöperatietest S5Q,,0,1860,1860,0; 1,Physio Cooperative Eyebrows
19246,FAC score Lopen/Verplaatsen,,,,,FAC score Lopen/Verplaatsen,Fysio-Lopen/Verplaatsen,,0,422,422,Zelfstandig op vlakke ondergrond ; Onder toezicht van 1 persoon ; Incidenteel hulp bij balans/coördinatie ; Continu hulp ; Kan niet lopen of heeft hierbij hulp nodig van 2 personen ,FAC score Walking/Moving
19248,FAC score Rolstoel,,,,,FAC score Rolstoel,Fysio-Lopen/Verplaatsen,,0,392,392,Verplaatst zich zelfstandig met rolstoel; Verplaatst zich met hulp met de rolstoel; N.v.t.,FAC score Wheelchair
19249,MRC Sum Score Links Abductie arm,,,,,MRC Sum Score Links Abductie arm,Fysio-MRC Sum Score,,0,1768,1768,"0 - Geen spieraanspanning voelbaar/ zichtbaar ; 1 - Spieraanspanning voelbaar/ zichtbaar ; 2 - Beweging in het horizontale vlak mogelijk ; 3 - Beweging in het verticale vlak mogelijk ; 4 - Beweging tegen lichte weerstand mogelijk ; 5 - Beweging tegen zware weerstand mogelijk, normale spierkracht ",MRC Sum Score Left Abduction arm
19250,MRC Sum Score Links Dorsaalflexie voet,,,,,MRC Sum Score Links Dorsaalflexie voet,Fysio-MRC Sum Score,,0,984,984,"0 - Geen spieraanspanning voelbaar/ zichtbaar ; 1 - Spieraanspanning voelbaar/ zichtbaar ; 2 - Beweging in het horizontale vlak mogelijk ; 3 - Beweging in het verticale vlak mogelijk ; 4 - Beweging tegen lichte weerstand mogelijk ; 5 - Beweging tegen zware weerstand mogelijk, normale spierkracht ",MRC Sum Score Left Foot Dorsiflexion
19251,MRC Sum Score Links Extensie pols,,,,,MRC Sum Score Links Extensie pols,Fysio-MRC Sum Score,,0,962,962,"0 - Geen spieraanspanning voelbaar/ zichtbaar ; 1 - Spieraanspanning voelbaar/ zichtbaar ; 2 - Beweging in het horizontale vlak mogelijk ; 3 - Beweging in het verticale vlak mogelijk ; 4 - Beweging tegen lichte weerstand mogelijk ; 5 - Beweging tegen zware weerstand mogelijk, normale spierkracht ",MRC Sum Score Left Wrist Extension
19252,MRC Sum Score Links Flexie Elleboog,,,,,MRC Sum Score Links Flexie Elleboog,Fysio-MRC Sum Score,,0,942,942,"0 - Geen spieraanspanning voelbaar/ zichtbaar ; 1 - Spieraanspanning voelbaar/ zichtbaar ; 2 - Beweging in het horizontale vlak mogelijk ; 3 - Beweging in het verticale vlak mogelijk ; 4 - Beweging tegen lichte weerstand mogelijk ; 5 - Beweging tegen zware weerstand mogelijk, normale spierkracht ",MRC Sum Score Left Flexion Elbow
19253,MRC Sum Score Links Heup flexie,,,,,MRC Sum Score Links Heup flexie,Fysio-MRC Sum Score,,0,938,938,"0 - Geen spieraanspanning voelbaar/ zichtbaar ; 1 - Spieraanspanning voelbaar/ zichtbaar ; 2 - Beweging in het horizontale vlak mogelijk ; 3 - Beweging in het verticale vlak mogelijk ; 4 - Beweging tegen lichte weerstand mogelijk ; 5 - Beweging tegen zware weerstand mogelijk, normale spierkracht ",MRC Sum Score Left Hip flexion
19254,MRC Sum Score Links Knie extensie,,,,,MRC Sum Score Links Knie extensie,Fysio-MRC Sum Score,,0,949,949,"0 - Geen spieraanspanning voelbaar/ zichtbaar ; 1 - Spieraanspanning voelbaar/ zichtbaar ; 2 - Beweging in het horizontale vlak mogelijk ; 3 - Beweging in het verticale vlak mogelijk ; 4 - Beweging tegen lichte weerstand mogelijk ; 5 - Beweging tegen zware weerstand mogelijk, normale spierkracht ",MRC Sum Score Left Knee extension
19255,MRC Sum Score Rechts Abductie arm,,,,,MRC Sum Score Rechts Abductie arm,Fysio-MRC Sum Score,,0,953,953,"0 - Geen spieraanspanning voelbaar/ zichtbaar ; 1 - Spieraanspanning voelbaar/ zichtbaar ; 2 - Beweging in het horizontale vlak mogelijk ; 3 - Beweging in het verticale vlak mogelijk ; 4 - Beweging tegen lichte weerstand mogelijk ; 5 - Beweging tegen zware weerstand mogelijk, normale spierkracht ",MRC Sum Score Right Abduction arm
19256,MRC Sum Score Rechts Dorsaalflexie voet,,,,,MRC Sum Score Rechts Dorsaalflexie voet,Fysio-MRC Sum Score,,0,956,956,"0 - Geen spieraanspanning voelbaar/ zichtbaar ; 1 - Spieraanspanning voelbaar/ zichtbaar ; 2 - Beweging in het horizontale vlak mogelijk ; 3 - Beweging in het verticale vlak mogelijk ; 4 - Beweging tegen lichte weerstand mogelijk ; 5 - Beweging tegen zware weerstand mogelijk, normale spierkracht ",MRC Sum Score Right Foot Dorsiflexion
19257,MRC Sum Score Rechts Extensie pols,,,,,MRC Sum Score Rechts Extensie pols,Fysio-MRC Sum Score,,0,995,995,"0 - Geen spieraanspanning voelbaar/ zichtbaar ; 1 - Spieraanspanning voelbaar/ zichtbaar ; 2 - Beweging in het horizontale vlak mogelijk ; 3 - Beweging in het verticale vlak mogelijk ; 4 - Beweging tegen lichte weerstand mogelijk ; 5 - Beweging tegen zware weerstand mogelijk, normale spierkracht ",MRC Sum Score Right Wrist Extension
19258,MRC Sum Score Rechts Flexie Elleboog,,,,,MRC Sum Score Rechts Flexie Elleboog,Fysio-MRC Sum Score,,0,997,997,"0 - Geen spieraanspanning voelbaar/ zichtbaar ; 1 - Spieraanspanning voelbaar/ zichtbaar ; 2 - Beweging in het horizontale vlak mogelijk ; 3 - Beweging in het verticale vlak mogelijk ; 4 - Beweging tegen lichte weerstand mogelijk ; 5 - Beweging tegen zware weerstand mogelijk, normale spierkracht ",MRC Sum Score Right Flexion Elbow
19259,MRC Sum Score Rechts Heup flexie,,,,,MRC Sum Score Rechts Heup flexie,Fysio-MRC Sum Score,,0,1061,1061,"0 - Geen spieraanspanning voelbaar/ zichtbaar ; 1 - Spieraanspanning voelbaar/ zichtbaar ; 2 - Beweging in het horizontale vlak mogelijk ; 3 - Beweging in het verticale vlak mogelijk ; 4 - Beweging tegen lichte weerstand mogelijk ; 5 - Beweging tegen zware weerstand mogelijk, normale spierkracht ",MRC Sum Score Right Hip Flexion
19260,MRC Sum Score Rechts Knie extensie,,,,,MRC Sum Score Rechts Knie extensie,Fysio-MRC Sum Score,,0,1229,1229,"0 - Geen spieraanspanning voelbaar/ zichtbaar ; 1 - Spieraanspanning voelbaar/ zichtbaar ; 2 - Beweging in het horizontale vlak mogelijk ; 3 - Beweging in het verticale vlak mogelijk ; 4 - Beweging tegen lichte weerstand mogelijk ; 5 - Beweging tegen zware weerstand mogelijk, normale spierkracht ",MRC Sum Score Right Knee Extension
19288,Fysio Mobiliteit Hand openen links,,,,,Fysio Mobiliteit Hand openen links,Fysio-Mobiliteit en Spierkracht,,0,1402,1402,+; +/-,Physio Mobility Open hand on the left
19289,Fysio Mobiliteit Hand openen rechts,,,,,Fysio Mobiliteit Hand openen rechts,Fysio-Mobiliteit en Spierkracht,,0,744,744,+; -; +/-,Physio Mobility Open hand on the right
19290,Fysio Mobiliteit Hand sluiten links,,,,,Fysio Mobiliteit Hand sluiten links,Fysio-Mobiliteit en Spierkracht,,0,789,789,+; -; +/-,Physio Mobility Close hand left
19291,Fysio Mobiliteit Hand sluiten rechts,,,,,Fysio Mobiliteit Hand sluiten rechts,Fysio-Mobiliteit en Spierkracht,,0,1016,1016,+; -; +/-,Physio Mobility Close hand on the right
19376,ViaOK,,,,,ViaOK,NICE-Overig,,0,16289,16289,"Nee; Ja, niet cardio chirurgisch; Ja, cardio chirurgisch",ViaOK
19596,Mobiliseren bed/stoel,,,,,Mobiliseren bed/stoel,Medisch dashboard en statusvoering,,0,9273,9273,niet; in bed; in stoel,Mobilize bed/chair
19606,BPS - Acceptatie beademing,,,,,BPS - Acceptatie beademing,SCORE,,0,74526,74526,"Toestaan van bewegingen; Af en toe hoesten maar geen reactie tegen beademing in; Ademt actief tegen beademing in; Vecht tegen beademing, beademing niet mogelijk",BPS - Ventilation acceptance
19607,BPS - Bewegen lichaam,,,,,BPS - Bewegen lichaam,SCORE,,0,73526,73526,Geen beweging; Armen licht gebogen; Armen volledig gebogen en vingers gekromd; Armen en handen verkrampt / erg tegenwerken,BPD - Body Movement
19608,BPS - Gelaatsuitdrukking,,,,,BPS - Gelaatsuitdrukking,SCORE,,0,79157,79157,Ontspannen; Fronsende wenkbrauwen; Fronsende wenkbrauwen en knijpt ogen dicht; Grimassen,BPS - Facial expression
19635,E_EMV_NICE_24uur,Glasgow Coma Score eye opening subscore,LOINC,9267-6,Glasgow coma score eye opening,E_EMV_NICE_24uur,NICE-Overig,,0,17432,17432,Geen reactie; Reactie op pijnprikkel; Reactie op verbale prikkel; Spontane reactie,Glasgow Coma Score eye opening subscore
19636,M_EMV_NICE_24uur,Glasgow Coma Score motor response subscore,LOINC,9268-4,Glasgow coma score motor,M_EMV_NICE_24uur,NICE-Overig,,0,17431,17431,Geen reactie; Strekken; Decortatie reflex (abnormaal buigen); Spastische reactie (terugtrekken); Localiseert pijn; Volgt verbale commando's op,Glasgow Coma Score motor response subscore
19637,V_EMV_NICE_24uur,Glasgow Coma Score verbal response subscore,LOINC,9270-0,Glasgow coma score verbal,V_EMV_NICE_24uur,NICE-Overig,,0,18790,18790,"Geïntubeerd; Geen reactie (geen zichtbare poging tot praten); Onbegrijpelijke geluiden; Onduidelijke woorden (pogingen tot communicatie, maar onduidelijk); Verwarde conversatie; Helder en adequaat (communicatie mogelijk)",Glasgow Coma Score verbal response subscore
19638,E_EMV_NICE_Opname,Glasgow Coma Score eye opening subscore,LOINC,9267-6,Glasgow coma score eye opening,E_EMV_NICE_Opname,NICE-Overig,,0,52688,52688,Geen reactie; Reactie op pijnprikkel; Reactie op verbale prikkel; Spontane reactie,Glasgow Coma Score eye opening subscore
19639,M_EMV_NICE_Opname,Glasgow Coma Score motor response subscore,LOINC,9268-4,Glasgow coma score motor,M_EMV_NICE_Opname,NICE-Overig,,0,53609,53609,Geen reactie; Strekken; Decortatie reflex (abnormaal buigen); Spastische reactie (terugtrekken); Localiseert pijn; Volgt verbale commando's op,Glasgow Coma Score motor response subscore
19640,V_EMV_NICE_Opname,Glasgow Coma Score verbal response subscore,LOINC,9270-0,Glasgow coma score verbal,V_EMV_NICE_Opname,NICE-Overig,,0,67981,67981,"Geïntubeerd; Geen reactie (geen zichtbare poging tot praten); Onbegrijpelijke geluiden; Onduidelijke woorden (pogingen tot communicatie, maar onduidelijk); Verwarde conversatie; Helder en adequaat (communicatie mogelijk)",Glasgow Coma Score verbal response subscore
19641,Course trial Zwanger,,,,,Course trial Zwanger,Research CourseTrial,,0,138,138,Nee; Onbekend,Course trial Pregnant
19642,Course trial Astma,,,,,Course trial Astma,Research CourseTrial,,0,83,83,Ja (op basis van diagnose van een longarts); Nee; Onbekend,Course trial Asthma
19643,Course trial Astma Gold,,,,,Course trial Astma Gold,Research CourseTrial,,0,16,16,1 Gold 1 = FEV1 > 80% voorspeld; 2 Gold 2 = 50% voorspeld < FEV1 < 80% voorspeld; 3 Gold 3 = 30% voorspeld < FEV1 < 50% voorspeld; 4 Gold 4 = FEV1 < 30% voorspeld,Course trial Asthma Gold
19644,Course trial Smoking status,,,,,Course trial Smoking status,Research CourseTrial,,0,82,82,Niet; Gestopt (minstens 3 maanden geleden; Actief (of < 3 maanden geleden gestopt); Onbekend,Course trial Smoking status
19645,Course trial Alcohol status (gem. over 2 weken),,,,,Course trial Alcohol status (gem. over 2 weken),Research CourseTrial,,0,87,87,0-2 drankjes/dag; > 2 drankjes/dag; Onbekend,Course trial Alcohol status (average over 2 weeks)
19646,Course Trial Griepprik laatste 18 maanden,,,,,Course Trial Griepprik laatste 18 maanden,Research CourseTrial,,0,40,40,Ja; Nee; Onbekend,Course Trial Flu shot last 18 months
19712,ICARUS Blue Profiel A/B/C,,,,,ICARUS Blue Profiel A/B/C,Echografie ICARUS,,0,2095,2095,A; B; C; A'; B'; A/B,ICARUS Blue Profile A/B/C
19717,ICARUS LA,,,,,ICARUS LA,Echografie ICARUS,,0,1241,1241,normaal; gedilateerd; niet te beoordelen,ICARUS LA
19718,ICARUS Lung Sliding links,,,,,ICARUS Lung Sliding links,Echografie ICARUS,,0,1097,1097,aanwezig; afwezig; niet te beoordelen,ICARUS Lung Sliding left
19719,ICARUS Lung Sliding rechts,,,,,ICARUS Lung Sliding rechts,Echografie ICARUS,,0,1062,1062,aanwezig; afwezig; niet te beoordelen,ICARUS Lung Sliding right
19720,ICARUS LV,,,,,ICARUS LV,Echografie ICARUS,,0,1045,1045,normaal; gedilateerd; hypertrofisch; niet te beoordelen,ICARUS LV
19722,ICARUS LV functie,,,,,ICARUS LV functie,Echografie ICARUS,,0,997,997,slecht; matig; goed; hyperdynamisch,ICARUS LV function
19724,ICARUS Pericardeffusie,,,,,ICARUS Pericardeffusie,Echografie ICARUS,,0,1041,1041,Ja; Nee; Niet te beoordelen,ICARUS Pericardial effusion
19725,ICARUS PLAPS links,,,,,ICARUS PLAPS links,Echografie ICARUS,,0,1066,1066,aanwezig; afwezig; niet te beoordelen,ICARUS PLAPS left
19726,ICARUS PLAPS rechts,,,,,ICARUS PLAPS rechts,Echografie ICARUS,,0,1080,1080,aanwezig; afwezig; niet te beoordelen,ICARUS PLAPS right
19727,ICARUS RA,,,,,ICARUS RA,Echografie ICARUS,,0,1065,1065,normaal; gedilateerd; niet te beoordelen,ICARUS RA
19729,ICARUS RV,,,,,ICARUS RV,Echografie ICARUS,,0,1057,1057,normaal; gedilateerd; hypertrofisch; niet te beoordelen,ICARUS RV
19730,ICARUS RV functie,,,,,ICARUS RV functie,Echografie ICARUS,,0,1050,1050,slecht; matig; goed; hyperdynamisch; niet te beoordelen,ICARUS RV function
19731,ICARUS Verdenking tamponade,,,,,ICARUS Verdenking tamponade,Echografie ICARUS,,0,1147,1147,niet; gering; groot; niet te beoordelen,ICARUS Suspected tamponade
19732,ICARUS Vullingstatus,,,,,ICARUS Vullingstatus,Echografie ICARUS,,0,1342,1342,hypovolemie; normovolemie; hypervolemie; niet te beoordelen,ICARUS Fill status
19796,Aandacht - fysiek -Status01,,,,,Aandacht - fysiek -Status01,Verpleegkundig dashboard,,0,4188,4188,Actief; Niet actief,Attention - physical -Status01
19797,Aandacht - fysiek -Status02,,,,,Aandacht - fysiek -Status02,Verpleegkundig dashboard,,0,2707,2707,Actief; Niet actief,Attention - Physical -Status02
19798,Aandacht - fysiek -Status03,,,,,Aandacht - fysiek -Status03,Verpleegkundig dashboard,,0,1767,1767,Actief; Niet actief,Attention - Physical -Status03
19799,Aandacht - fysiek -Status04,,,,,Aandacht - fysiek -Status04,Verpleegkundig dashboard,,0,1069,1069,Actief; Niet actief,Attention - physical -Status04
19800,Aandacht - fysiek -Status05,,,,,Aandacht - fysiek -Status05,Verpleegkundig dashboard,,0,701,701,Actief; Niet actief,Attention - physical -Status05
19801,Aandacht - fysiek -Status06,,,,,Aandacht - fysiek -Status06,Verpleegkundig dashboard,,0,358,358,Actief; Niet actief,Attention - physical -Status06
19802,Aandacht - fysiek -Status07,,,,,Aandacht - fysiek -Status07,Verpleegkundig dashboard,,0,236,236,Actief; Niet actief,Attention - physical -Status07
19803,Aandacht - fysiek -Status09,,,,,Aandacht - fysiek -Status09,Verpleegkundig dashboard,,0,57,57,Actief; Niet actief,Attention - physical -Status09
19804,Aandacht - fysiek -Status10,,,,,Aandacht - fysiek -Status10,Verpleegkundig dashboard,,0,24,24,Actief; Niet actief,Attention - physical -Status10
19805,Aandacht - fysiek -Status08,,,,,Aandacht - fysiek -Status08,Verpleegkundig dashboard,,0,140,140,Actief; Niet actief,Attention - Physical -Status08
19816,Aandacht - psyche -Status01,,,,,Aandacht - psyche -Status01,Verpleegkundig dashboard,,0,1580,1580,Actief; Niet actief,Attention - psyche -Status01
19817,Aandacht - psyche -Status02,,,,,Aandacht - psyche -Status02,Verpleegkundig dashboard,,0,503,503,Actief; Niet actief,Attention - psyche -Status02
19818,Aandacht - psyche -Status03,,,,,Aandacht - psyche -Status03,Verpleegkundig dashboard,,0,182,182,Actief; Niet actief,Attention - psyche -Status03
19819,Aandacht - psyche -Status04,,,,,Aandacht - psyche -Status04,Verpleegkundig dashboard,,0,83,83,Actief; Niet actief,Attention - psyche -Status04
19820,Aandacht - psyche -Status05,,,,,Aandacht - psyche -Status05,Verpleegkundig dashboard,,0,38,38,Actief; Niet actief,Attention - psyche -Status05
19831,Aandacht - sociaal -Status01,,,,,Aandacht - sociaal -Status01,Verpleegkundig dashboard,,0,1561,1561,Actief; Niet actief,Attention - social -Status01
19832,Aandacht - sociaal -Status02,,,,,Aandacht - sociaal -Status02,Verpleegkundig dashboard,,0,419,419,Actief; Niet actief,Attention - Social -Status02
19833,Aandacht - sociaal -Status03,,,,,Aandacht - sociaal -Status03,Verpleegkundig dashboard,,0,145,145,Actief; Niet actief,Attention - social -Status03
19834,Aandacht - sociaal -Status04,,,,,Aandacht - sociaal -Status04,Verpleegkundig dashboard,,0,52,52,Actief; Niet actief,Attention - social -Status04
19835,Aandacht - sociaal -Status05,,,,,Aandacht - sociaal -Status05,Verpleegkundig dashboard,,0,16,16,Actief,Attention - social -Status05
19837,Checklist Bezittingen gecontroleerd/meegegeven,,,,,Checklist Bezittingen gecontroleerd/meegegeven,Verpleegkundig dashboard,,0,366,366,Ja; Nee; N.v.t.,Checklist Assets checked/provided
19838,Checklist Druksysteem gecontroleerd,,,,,Checklist Druksysteem gecontroleerd,Verpleegkundig dashboard,,0,193,193,Ja - correct; N.v.t.,Checklist Pressure system checked
19840,Checklist Fixatie gecontroleerd,,,,,Checklist Fixatie gecontroleerd,Verpleegkundig dashboard,,0,191,191,Ja - correct; Nee; N.v.t.,Checklist Fixation checked
19841,Checklist Medicatie gecontroleerd,,,,,Checklist Medicatie gecontroleerd,Verpleegkundig dashboard,,0,189,189,Ja - correct; Ja - hersteld; Nee; N.v.t.,Checklist Medication checked
19844,Checklist Opdrachten gecontroleerd,,,,,Checklist Opdrachten gecontroleerd,Verpleegkundig dashboard,,0,189,189,Ja - correct; Ja - hersteld; N.v.t.,Checklist Assignments checked
19845,Checklist Pompen gecontroleerd,,,,,Checklist Pompen gecontroleerd,Verpleegkundig dashboard,,0,193,193,Ja - correct; Ja - hersteld; N.v.t.,Checklist Pumps checked
19846,Checklist Processen gecontroleerd,,,,,Checklist Processen gecontroleerd,Verpleegkundig dashboard,,0,195,195,Ja - correct; Ja - hersteld; N.v.t.,Checklist Processes checked
19847,Checklist Sondevoeding gecontroleerd,,,,,Checklist Sondevoeding gecontroleerd,Verpleegkundig dashboard,,0,204,204,Ja - correct; Ja - hersteld; Nee; N.v.t.,Checklist Tube feeding checked
19872,Visus hulpmiddelen,,,,,Visus hulpmiddelen,Verpleegkundig dashboard,,0,2988,2988,Bril; Contactlenzen,Vision aids
19890,Checklist Medicatie op naam meegegeven,,,,,Checklist Medicatie op naam meegegeven,Verpleegkundig dashboard,,0,219,219,Ja; N.v.t.,Medication checklist provided by name
19913,Sonde controle,,,,,Sonde controle,P_Sonde,,0,32,32,pH-sticks; x-thorax,Probe check
19994,Donatie Geschiktheid als orgaandonor,,,,,Donatie Geschiktheid als orgaandonor,Overleden-Donatie,,0,1017,1017,Ja; Nee omdat: Ondanks antibiotica on going sepsis; Nee omdat: Bewezen HIV infectie; Nee omdat: Maligniteit ten tijde van overlijden m.u.v. primaire hersen tumor; Nee omdat: Falen van alle organen; Nee omdat: i.o.m. Transplantatie Coördinator,Donation Eligibility as an organ donor
19995,Donatie Geschiktheid als weefseldonor,,,,,Donatie Geschiktheid als weefseldonor,Overleden-Donatie,,0,667,667,"Ja; Nee, omdat: Leeftijd>86 jaar; Nee, omdat: Actieve systemische infectie; Nee, omdat: Onbehandelde sepsis; Nee, omdat: Chemotherapie in de laatste 3 maanden gehad; Nee, omdat: Leukemie en maligne lymfomen; Nee, omdat: Onbekende doodsoorzaak; Nee, omdat: Onbekende identiteit; Nee, omdat: Risicofactoren voor HIV, HBV en HCV",Donation Suitability as a tissue donor
20000,Donatie Moment van overlijden,,,,,Donatie Moment van overlijden,Overleden-Donatie,,0,480,480,Overleden tijdens behandeling; Overleden na abstinatie,Donation Moment of death
20004,Donatie Natuurlijke dood,,,,,Donatie Natuurlijke dood,Overleden-Donatie,,0,765,765,Ja; Nee; Vrijgeven; Niet vrijgeven,Donation Natural death
20006,Donatie obductie gevraagd,,,,,Donatie obductie gevraagd,Overleden-Donatie,,0,922,922,Ja; Toestemming; Geen toestemming; Nee,Autopsy donation requested
20011,Donatie toestemming,,,,,Donatie toestemming,Overleden-Donatie,,0,180,180,"Ja, voor Orgaandonatie; Ja, voor Weefseldonatie; Ja, voor Orgaan- en Weefseldonatie; Nee, omdat: Wens overledene; Nee, omdat: Donatie nooit besproken; Nee, omdat: Taal en Cultuurbarriëre; Nee, omdat: Behoud v d integriteit van het lichaam; Nee, omdat: Geen toestemming nabestaanden",Donation consent
20013,Donatie Toestemming voor Organen,,,,,Donatie Toestemming voor Organen,Overleden-Donatie,,0,125,125,Hart; Lever; Longen; Dunne darm; Nieren Pancreas,Donation Consent for Organs
20014,Donatie Toestemming voor weefsels donatie,,,,,Donatie Toestemming voor weefsels donatie,Overleden-Donatie,,0,189,189,Hoornvliezen; Huid; Hartkleppen en thoracale aorta; Bot en pees weefsels; Bloedvaten; Overig,Donation Consent for tissue donation
